dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-02-26T05:08:40.000Z|29105|D1401|CDD|D|||Temps plein||7|||29105|
2021-02-26T15:00:53.000Z|29105|H1403|MIS|D|Start People|Horaire de 10,25 Euros|Temps plein|||78|10553|29105|
2021-02-03T09:25:48.000Z|29105|M1607|CDD|E|SIEMENS S.A.S||Temps plein||6|33|11183|29105|
2020-12-04T09:21:36.000Z|29105|M1607|CDD|E|SIEMENS S.A.S||Temps plein||6|33|11183|29105|
2021-03-15T11:03:32.000Z|29105|M1203|CDI|E|CABINET CENSEA|Horaire de 11,00 Euros à 13,00 Euros sur 12 mois|Temps plein||6|69|15368|29105|
2021-03-12T16:59:05.000Z|29105|F1704|MIS|E|DNLANDI|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||1|78|16351|29105|
2021-03-02T05:12:26.000Z|29105|H3301|CDI|E|||Temps plein||||12981|29105|
2021-02-26T15:52:49.000Z|29105|A1203|CDI|D|ABIVERT||Temps plein||5|81|17515|29105|
2021-02-26T15:45:01.000Z|29105|A1203|CDI|E|ABIVERT||Temps plein||6|81|17515|29105|
2021-02-23T21:18:22.000Z|29105|G1401|CDD|D|LODIMA OUEST||Temps plein||6|85||29105|
2021-02-17T16:31:40.000Z|29105|K1302|CDI|D|VITALLIANCE|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps partiel||5|88|11456|29105|
2021-02-09T09:41:21.000Z|29105|K1203|CDD|E|||Temps plein||6|87||29105|
2020-06-11T15:21:39.000Z|29105|A1411|CDD|E|||Temps plein||||17398|29105|
2021-03-16T11:31:30.000Z|29105|C1504|CCE|D|50 50 IMMOBILIER||Temps plein||5|68|10362|29105|
2021-03-16T09:39:15.000Z|29105|H1203|CDI|E|||Temps plein||7|71|12820|29105|
2021-03-15T20:53:56.000Z|29105|F1201|CDI|E|||Temps plein||||38384|29105|
2021-03-15T17:06:05.000Z|29105|H2901|MIS|D|Aquila Rh||Temps plein|||78|16520|29105|
2021-03-15T04:58:56.000Z|29105|F1106|CDI|E|||Temps plein||7|||29105|
2021-03-14T21:03:34.000Z|29105|D1403|CDI|E|||Temps plein|||||29105|
2021-03-12T17:03:11.000Z|29105|F1704|MIS|E|DNLANDI|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||1|78|16357|29105|
2021-03-12T13:22:57.000Z|29105|J1501|CDD|D|AS DOMICILE|Horaire de 10,50 Euros à 13,50 Euros sur 12 mois|Temps partiel||6|88|10891|29105|
2021-03-12T04:12:03.000Z|29105|F1603|CDI|E|&#13 &#x3b||Temps plein||7|||29105|
2021-03-10T06:51:37.000Z|29105|H2901|MIS|D|Aquila Rh||Temps plein|||78|16520|29105|
2021-03-09T10:01:58.000Z|29105|K1304|CDD|D|PRESTAT'AIR - UN SOUFFLE DANS VOTRE QUOT|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps partiel||6|88|10857|29105|
2021-03-07T15:10:00.000Z|29105|H2901|MIS|D|Aquila Rh||Temps plein|||78|16520|29105|
2021-03-06T13:17:00.000Z|29105|M1802|MIS|E|Randstad||Temps plein|||78|15839|29105|
2021-03-06T08:39:06.000Z|29105|F1302|MIS|D|Aquila Rh||Temps plein|||78|13120|29105|
2021-03-05T18:05:25.000Z|29105|J1507|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|18242|29105|
2021-03-05T17:32:47.000Z|29105|M1803|MIS|E|RANDSTAD|Horaire de 12,00 Euros sur 12 mois|Temps plein||7|78|14455|29105|
2021-03-03T12:02:20.000Z|29105|F1605|MIS|E|Start People|Horaire de 10,25 Euros|Temps plein|||78|14639|29105|
2021-03-02T20:02:49.000Z|29105|I1302|CDD|E|RÉSEAU ALLIANCE|Horaire de 11,00 Euros ï¿½ 13,00 Euros|Temps plein||6|||29105|
2021-03-02T15:22:31.000Z|29105|C1102|CDI|D|BUSINESS ET  MANAGING PARTNER|Annuel de 30000,00 Euros à 34000,00 Euros sur 12 mois|Temps plein||6|70|20292|29105|
2021-03-02T10:52:00.000Z|29105|D1504|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|14259|29105|
2021-03-01T16:06:10.000Z|29105|H2909|CDI|E|COAXIAL TECHNOLOGIE||Temps plein||6|28|11175|29105|
2021-02-26T05:02:54.000Z|29105|A1411|CDI|E|||Temps plein||||17458|29105|
2021-02-26T03:48:34.000Z|29105|C1504|LIB|D|||Temps plein||||10362|29105|
2021-02-25T13:00:29.000Z|29105|F1602|MIS|E|||Temps plein|||78||29105|
2021-02-25T12:52:40.000Z|29105|H2909|MIS|E|||Temps plein|||78|11175|29105|
