dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-02T15:33:31.000Z|94043|M1203|CDI|E|||Temps partiel||5|58||94043|
2021-02-17T15:27:38.000Z|94043|J1303|CDI|E|ASM|Annuel de 24000,00 Euros à 29000,00 Euros sur 12 mois|Temps plein||6|82|11265|94043|
2021-02-16T11:57:32.000Z|94043|D1214|CDI|E|NEWORCH|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||6|47|20614|94043|
2021-02-16T11:52:52.000Z|94043|D1214|CDI|E|NEWORCH|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||6|47|20614|94043|
2021-03-15T08:38:23.000Z|94043|D1401|CDI|D|||Temps plein||||11210|94043|
2021-03-15T07:14:47.000Z|94043|K1202|CDI|D|Jbm Medical||Temps plein||||14586|94043|
2021-03-15T07:13:46.000Z|94043|K1207|MIS|D|Vitalis Médical Paris-est||Temps plein|||78|16740|94043|
2021-03-15T07:12:35.000Z|94043|J1304|CDI|D|Jbm Medical||Temps plein||||11448|94043|
2021-03-11T13:43:43.000Z|94043|K1302|CDI|E|ONELA Thiais||Temps plein||||11255|94043|
2021-03-10T16:18:30.000Z|94043|K1202|CDI|E|People &amp; Baby||Temps plein||||14586|94043|
2021-03-10T16:17:24.000Z|94043|J1304|CDI|E|People &amp; Baby||Temps plein||||11448|94043|
2021-03-10T07:02:27.000Z|94043|J1304|CDI|D||Annuel de 1900,00 Euros ï¿½ 1950,00 Euros|Temps plein|||88|11448|94043|
2021-03-10T06:56:57.000Z|94043|K1202|CDI|D||Mensuel de 2100,00 Euros ï¿½ 2200,00 Euros|Temps plein|||88|14586|94043|
2021-03-10T02:51:52.000Z|94043|K1303|CDI|D|||Temps plein||||16999|94043|
2021-03-06T14:52:16.000Z|94043|D1301|CDI|E|||Temps plein||||18664|94043|
2021-03-04T11:03:26.000Z|94043|K1302|CDI|D|DAV|Horaire de 10,25 Euros à 11,27 Euros sur 12 mois|Temps partiel||6|88|11256|94043|
2021-03-01T17:00:45.000Z|94043|K1207|CDI|D|"ET APRES" SERVICES|Horaire de 11,40 Euros à 12,00 Euros sur 12 mois|Temps partiel||6|88|16740|94043|
2021-02-12T02:54:55.000Z|94043|K1303|CDI|D|||Temps plein||||16999|94043|
2021-02-07T12:53:10.000Z|94043|K1202|CDI|D|JBM Médical||Temps plein||||14586|94043|
2021-01-22T08:05:23.000Z|94043|J1304|CDI|D|JBM Médical||Temps plein||||11448|94043|
2021-01-13T14:36:57.000Z|94043|K1202|CDI|D|CRECHE PARENTALE PETITS CAILLOUX|Mensuel de 1800,00 Euros à 1900,00 Euros sur 12 mois|Temps plein||6|88|14586|94043|
2021-01-06T12:05:28.000Z|94043|K1202|CDI|E|IDF94||Temps plein||||18883|94043|
2020-11-10T03:05:34.000Z|94043|K1207|CDI|D||Annuel de 20661,00 Euros ï¿½ 32635,00 Euros|Temps plein||||16740|94043|
2021-03-16T11:30:53.000Z|94043|K2107|CDD|E|Complétude Val-de-Marne|Horaire de 28,57 Euros|Temps plein|||96|38344|94043|
2021-03-15T20:50:49.000Z|94043|M1403|CDI|E|||Temps plein||||38972|94043|
2021-03-15T15:18:54.000Z|94043|J1102|CDI|D|||Temps plein||||15460|94043|
2021-03-15T15:14:29.000Z|94043|J1102|CDI|D|||Temps plein||||16582|94043|
2021-03-15T15:13:16.000Z|94043|D1501|CDD|E|||Temps plein||||11035|94043|
2021-03-15T07:23:11.000Z|94043|M1805|CDI|D|||Temps plein|||||94043|
2021-03-15T07:15:46.000Z|94043|M1802|CDI|D|||Temps plein||||15894|94043|
2021-03-12T03:01:19.000Z|94043|H1206|CDI|D|||Temps plein|||||94043|
2021-03-12T02:58:27.000Z|94043|M1805|CDI|D|||Temps plein||||15635|94043|
2021-03-12T12:14:23.000Z|94043|M1403|CDI|E|||Temps plein||||38972|94043|
2021-03-12T08:04:50.000Z|94043|J1506|CDI|E|Appel Medical||Temps plein|||86|38788|94043|
2021-03-11T14:45:18.000Z|94043|C1503|CDI|E||Annuel de 78000,00 Euros à 80000,00 Euros sur 13 mois|Temps plein||9|41|14274|94043|
2021-03-11T11:24:12.000Z|94043|H2913|CDD|E|TOUTECHNICIENS-TOUTECH|Horaire de 11,00 Euros à 14,00 Euros sur 12 mois|Temps plein||6|78|19475|94043|
