dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-12T16:27:45.000Z|91687|D1106|CDI|E||Horaire de 10,25 Euros sur 12 mois|Temps plein||5|10|20560|91687|
2021-03-12T11:36:25.000Z|91687|D1507|CDD|D|Groupe Saint Gobain|Mensuel de 1900,00 Euros à 2100,00 Euros sur 12 mois|Temps plein||6|46|14769|91687|
2021-03-11T14:48:49.000Z|91687|K1801|CDI|E|REGIE QUART MULTISERVICES VIRY GRIGNY|Mensuel de 2000,00 Euros à 2350,00 Euros sur 12 mois|Temps plein||8|88|13436|91687|
2021-03-10T16:51:49.000Z|91687|D1408|CDI|E||Mensuel de 1790,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||6|82|20299|91687|
2021-03-09T04:22:57.000Z|91687|D1401|CDI|E|Lynx Rh Essonne||Temps plein||8||11210|91687|
2021-03-01T17:01:35.000Z|91687|M1605|CDD|E|GRAND-ORLY SEINE BIEVRE|Annuel de 20000,00 Euros à 30000,00 Euros sur 12 mois|Temps plein||5|84|11230|91687|
2021-02-25T12:41:24.000Z|91687|D1401|CDI|E|Expectra||Temps plein||||11210|91687|
2021-02-08T17:42:04.000Z|91687|D1401|CDI|E|EXPECTRA|Annuel de 24000,00 Euros sur 12 mois|Temps plein||6|78|11210|91687|
2021-03-16T11:49:06.000Z|91687|K1403|CDI|D|Domidom Viry-Châtillon|Horaire de 12,00 Euros|Temps plein|||88||91687|
2021-03-16T11:49:04.000Z|91687|K1304|CDI|E|Domidom Viry-Châtillon||Temps partiel|||88|10805|91687|
2021-03-16T11:32:56.000Z|91687|K1304|CDI|E|Domidom Viry-Châtillon||Temps partiel|||88|14771|91687|
2021-03-16T11:02:28.000Z|91687|K2106|CDD|E|COLLEGE ST LOUIS ST|Mensuel de 1500 Euros sur 12 mois|Temps partiel||8|85|18161|91687|
2021-03-11T17:21:12.000Z|91687|M1203|CDI|D||Horaire de 10,25 Euros sur 12 mois|Temps plein||6|69|11213|91687|
2021-03-10T10:02:55.000Z|91687|M1707|CDI|E|||Temps plein||||18594|91687|
2021-03-08T11:27:24.000Z|91687|K1207|CDI|E|I.M.E.|Mensuel de 572,49 Euros à 663,51 Euros sur 12 mois|Temps partiel||6|86|14597|91687|
2021-03-06T19:03:39.000Z|91687|M1203|CDD|D|Lynx Rh Essonne||Temps plein||||11213|91687|
2021-02-26T11:36:34.000Z|91687|D1401|CDI|E|Groupe Saint Gobain|Mensuel de 2000,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||8|46|12748|91687|
2020-11-20T15:41:01.000Z|91687|A1203|CDI|E|RAS 750|Horaire de 10,50 Euros à 11,00 Euros sur 12 mois|Temps plein||4|78|17515|91687|
2021-03-15T15:11:10.000Z|91687|H1210|MIS|E|||Temps plein|||78||91687|
2021-03-14T16:45:34.000Z|91687|C1206|CDI|E|LA CENTRALE DE FINANCEMENT||Temps plein||||38326|91687|
2021-03-14T16:45:17.000Z|91687|C1504|CDI|E|LA CENTRALE DE FINANCEMENT||Temps plein||||11380|91687|
2021-03-14T16:45:14.000Z|91687|C1204|CDI|E|LA CENTRALE DE FINANCEMENT||Temps plein||||19124|91687|
2021-03-12T09:31:21.000Z|91687|M1205|CDI|E|ASERTEC SAS SAMSIC|Mensuel de 1900,00 Euros à 2100,00 Euros sur 12 mois|Temps plein||6|81|38825|91687|
2021-03-11T15:01:55.000Z|91687|K1203|CDI|E| REGIE QUART MULTISERVICES VIRY GRIGNY |Mensuel de 1500,00 Euros à 1800,00 Euros sur 12 mois|Temps partiel||8|88||91687|
