dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-01-13T16:29:01.000Z|54415|K2204|CDD|D|ECLAIRCIR > CSQ|Horaire de 10,56 Euros sur 12 mois|Temps partiel||2|81||54415|
