dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-05T15:41:24.000Z|97114|A1203|CDD|D||Mensuel de 1554,59 Euros sur 12 mois|Temps plein||3|43|17515|97114|
2021-02-24T14:02:05.000Z|97114|I1306|CDD|E|CHALLENGE CLIM|Mensuel de 1554,62 Euros sur 12 mois|Temps plein||7|43|20067|97114|
