dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-04T08:28:11.000Z|66050|G1602|CDI|E||Mensuel de 1700,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|56|13861|66050|
2021-02-01T14:12:18.000Z|66050|M1203|CDI|D|M+ MATERIAUX|Mensuel de 1600,00 Euros à 1750,00 Euros sur 12 mois|Temps plein||6|46|12786|66050|
