dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-10T16:12:58.000Z|33138|K1304|CDI|D|ADHAP LIBOURNE||Temps partiel|||88|10805|33138|
2021-03-09T10:16:02.000Z|33138|G1602|CDI|E|LA CHARTREUSE|Mensuel de 1700,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||5|87|13863|33138|
2021-03-08T03:13:44.000Z|33138|M1203|CDI|E|Kolibri Consulting||Temps plein||||11213|33138|
2021-03-02T16:21:05.000Z|33138|K2204|CDI|E|C'NET SERVICES PRO|Horaire de 10,44 Euros sur 12 mois|Temps partiel||1|81|10537|33138|
2021-02-25T18:24:49.000Z|33138|K1304|CDI|E|H & L|Horaire de 12,00 Euros ï¿½ 12,00 Euros|Temps partiel||5||10805|33138|
||||||||||||33138|
2021-01-26T03:22:06.000Z|33138|K1304|CDI|D|||Temps plein||||10805|33138|
2021-03-11T13:16:09.000Z|33138|J1410|CDI|E|ARCADENTAIRE||Temps plein||6|32|18210|33138|
2021-03-10T08:51:21.000Z|33138|K1403|CDD|E|||Temps plein||9|88||33138|
2021-03-09T13:29:12.000Z|33138|K2107|CDD|D||Mensuel de 1820,00 Euros sur 12 mois|Temps partiel||5|85|38345|33138|
2021-03-05T10:43:53.000Z|33138|F1607|MIS|E|PROFIL INTERIM||Temps plein||5|78|17525|33138|
2021-02-25T11:29:53.000Z|33138|M1805|CDI|E|MAILEX SARL||Temps plein||7|63||33138|
2021-02-22T15:24:27.000Z|33138|J1410|CDI|E|ARCADENTAIRE||Temps plein||6|32|18210|33138|
2021-02-12T08:58:01.000Z|33138|M1203|CDI|E|||Temps plein||||15368|33138|
2021-02-28T09:07:35.000Z|33138|M1203|CDI|E|||Temps plein||||12786|33138|
2021-02-25T10:31:21.000Z|33138|I1304|CDI|E|MAILEX SARL|Horaire de 12,20 Euros|Temps plein||7|63||33138|
2021-02-19T16:36:14.000Z|33138|H2206|MIS|E|INTERIM 33|Horaire de 10,25 Euros à 11,00 Euros sur 12 mois|Temps plein||2|78|16613|33138|
2021-02-18T03:18:51.000Z|33138|C1504|LIB|D|||Temps plein||||13464|33138|
2021-02-17T03:56:37.000Z|33138|C1504|LIB|D|||Temps plein||||13464|33138|
2021-02-15T22:06:07.000Z|33138|M1203|CDI|E|Expectra||Temps plein||||12786|33138|
2021-01-30T02:54:31.000Z|33138|C1504|LIB|D|||Temps plein||||13464|33138|
2021-03-15T16:00:05.000Z|33138|F1610|MIS|E|WELLJOB|Horaire de 10,25 Euros à 12,88 Euros sur 12 mois|Temps plein||3|78|13822|33138|
2021-03-12T10:00:37.000Z|33138|D1101|CDD|D|INTERMARCHE||Temps plein||5|47|11564|33138|
2021-03-12T04:49:05.000Z|33138|C1504|CDI|E|||Temps plein||8||16963|33138|
2021-03-12T12:53:06.000Z|33138|J1506|CDI|E|||Temps plein||||15545|33138|
2021-03-09T10:14:28.000Z|33138|J1505|CDI|D|LA CHARTREUSE|Mensuel de 2395 Euros à 2500 Euros sur 12 mois|Temps plein||7|87||33138|
2021-03-06T07:04:43.000Z|33138|J1506|CDI|D|||Temps plein||||15545|33138|
2021-02-25T01:37:53.000Z|33138|F1608|MIS|S|ADEQUAT INTERIM|Mensuel de 2250,00 Euros à 2750,00 Euros sur 12 mois|Temps plein||5|78|11691|33138|
2021-02-23T16:41:21.000Z|33138|F1602|CDI|E|E.S.E.|Horaire de 11 Euros à 13 Euros sur 12 mois|Temps plein||4|43|14635|33138|
2021-02-12T09:56:50.000Z|33138|M1206|CDI|E|Adsearch||Temps plein||||18596|33138|
