dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-12T09:20:01.000Z|59090|I1203|CDD|E|HOME PRO RENOV||Temps plein||3|41|15058|59090|
2021-03-12T03:00:50.000Z|59090|D1401|CDD|D|||Temps plein||||14753|59090|
2021-03-12T09:26:03.000Z|59090|H2102|MIS|D|Randstad||Temps plein|||78||59090|
2021-03-12T09:21:07.000Z|59090|H2102|MIS|D|Randstad||Temps plein|||78||59090|
2021-03-12T09:13:28.000Z|59090|H2102|MIS|D|Randstad||Temps plein|||78||59090|
2021-03-12T09:09:19.000Z|59090|H2102|MIS|D|Randstad||Temps plein|||78||59090|
2021-03-11T10:40:15.000Z|59090|N1103|CDI|D|Auchan Retail France||Temps plein||||17993|59090|
2021-03-11T09:17:58.000Z|59090|D1401|CDI|E|Randstad||Temps plein||||11188|59090|
2021-03-08T13:50:38.000Z|59090|J1301|CDD|D|MAISON DE RETRAITE|Mensuel de 1600,00 Euros à 1700,00 Euros sur 12 mois|Temps plein||6|87|10698|59090|
2021-03-05T11:44:56.000Z|59090|K1301|CDD|E|FOYER DE VIE DU BEL ARBRE|Mensuel de 1900,00 Euros sur 12 mois|Temps plein||6|87||59090|
2021-03-04T11:12:58.000Z|59090|N1103|MIS|D|Randstad||Temps plein|||78|17993|59090|
2021-03-02T11:06:09.000Z|59090|G1603|CDI|D||Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|56||59090|
2021-02-28T19:19:09.000Z|59090|D1507|CDD|D|||Temps plein|||85|14769|59090|
2021-02-25T13:37:36.000Z|59090|D1106|CDD|D|ACCES METIERS||Temps plein||5|64|20560|59090|
2021-02-25T17:06:40.000Z|59090|K1304|CDI|E|Proxi'vie|Horaire de 10,03 Euros|Temps partiel|||96|14771|59090|
2021-02-25T13:00:08.000Z|59090|N1103|MIS|D|Randstad||Temps plein|||78|17993|59090|
2021-02-05T11:18:22.000Z|59090|K1207|CDD|D|DIRECTRICE |Mensuel de 1801,09 Euros sur 12 mois|Temps plein||7|88|14597|59090|
2021-02-04T04:39:23.000Z|59090|N1103|CDD|E|Carambar & Co||Temps plein|||46|16276|59090|
2021-03-15T16:11:40.000Z|59090|K1304|CDI|D|DOMALIANCE LILLE-NORD|Horaire de 10,25 Euros à 10,75 Euros sur 12 mois|Temps partiel||5|88|10857|59090|
2021-03-11T15:41:13.000Z|59090|K1304|CDI|D|ENVIE D AIR|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|81|10857|59090|
2021-03-10T08:51:48.000Z|59090|D1401|CDI|D|VERISURE|Mensuel de 1760 Euros à 4000 Euros sur 12 mois|Temps plein||6|80|12700|59090|
2021-03-05T12:59:42.000Z|59090|D1401|CDI|D|VERISURE|Mensuel de 1760 Euros à 4000 Euros sur 12 mois|Temps plein||6|80|12700|59090|
2021-03-05T09:26:38.000Z|59090|D1212|CDI|E|ALPHEA CONSEIL|Annuel de 25000,00 Euros à 30000,00 Euros sur 12 mois|Temps plein||6|78|20523|59090|
2021-02-25T17:03:29.000Z|59090|K1304|CDI|E|Proxi'vie|Horaire de 10,09 Euros|Temps partiel|||96|10805|59090|
2021-02-23T08:41:28.000Z|59090|A1203|SAI|E|JARDI - PROXI||Temps plein||2|81|17515|59090|
2021-02-20T09:01:33.000Z|59090|H2504|CDD|E|Carambar & Co|Annuel de 33,00 Euros ï¿½ 34,00 Euros|Temps plein|||46||59090|
2021-02-11T11:48:38.000Z|59090|K1304|CDD|D|Particulier Employeur||Temps plein|||97|10857|59090|
2021-03-16T11:33:28.000Z|59090|K1302|CDI|E|Domidom Tourcoing||Temps plein|||88|11453|59090|
2021-03-16T09:37:38.000Z|59090|H3404|CDD|D|BILLARDS TOULET||Temps plein||5|32|18011|59090|
2021-03-15T11:38:53.000Z|59090|H2602|MIS|E|EQUIVALENCE RH|Horaire de 11,5 Euros à 13 Euros sur 12 mois|Temps plein||4|78||59090|
2021-03-12T09:22:30.000Z|59090|H3301|MIS|D|Randstad||Temps plein|||78|12981|59090|
2021-03-12T09:10:04.000Z|59090|H3301|MIS|D|Randstad||Temps plein|||78|12981|59090|
2021-03-11T15:32:59.000Z|59090|M1603|CDD|D|ALLIANCE EMPLOI|Mensuel de 1555,00 Euros sur 12 mois|Temps plein||3|78|10472|59090|
2021-03-08T16:51:31.000Z|59090|H2909|MIS|E|EQUIVALENCE RH|Horaire de 12 Euros à 13 Euros sur 12 mois|Temps plein||4|78||59090|
2021-03-08T13:36:53.000Z|59090|J1501|CDD|E|MAISON DE RETRAITE|Mensuel de 1555,00 Euros sur 12 mois|Temps plein||6|87|10891|59090|
2021-03-04T19:49:53.000Z|59090|H2602|CDI|E|D'ABOVILLE DIANE|Mensuel de 2400,00 Euros à 2700,00 Euros sur 12 mois|Temps plein||3|70||59090|
2021-02-12T02:47:52.000Z|59090|C1504|LIB|D|||Temps plein||||13464|59090|
2021-03-15T16:09:54.000Z|59090|K1303|CDI|D|DOMALIANCE LILLE-NORD|Horaire de 10,25 Euros à 10,75 Euros sur 12 mois|Temps partiel||6|88||59090|
2021-03-15T07:05:59.000Z|59090|H2602|MIS|E|Temporis||Temps plein|||78||59090|
2021-03-12T08:19:26.000Z|59090|K1303|CDD|D|||Temps plein|||||59090|
2021-03-11T11:01:16.000Z|59090|H1210|CDD|E|VALORIS EMPLOI||Temps plein||3|78|20054|59090|
2021-03-09T11:58:52.000Z|59090|K1303|CDD|D|Kinougarde|Mensuel de 10,25 Euros ï¿½ 10,25 Euros|Temps partiel||5|88|11480|59090|
2021-03-09T11:58:11.000Z|59090|K1303|CDD|E|Kinougarde Lille|Horaire de 10,25 Euros|Temps plein|||||59090|
2021-03-08T16:16:42.000Z|59090|K1303|CDI|E|Domicile Clean Lille|Horaire de 11,00 Euros|Temps partiel|||96||59090|
2021-03-04T17:13:59.000Z|59090|K1303|CDI|D|KANGOUROU KIDS|Horaire de 10,25 Euros|Temps partiel||5|88||59090|
2021-03-04T16:41:14.000Z|59090|K1303|CDI|D|KANGOUROU KIDS|Horaire de 10,25 Euros|Temps partiel||5|88||59090|
2021-03-01T11:00:59.000Z|59090|I1604|CDI|E|A.L.D.AUTOMOBILES|Mensuel de 1800,00 Euros à 1900,00 Euros sur 12 mois|Temps plein||4|45|16446|59090|
2021-02-25T14:01:08.000Z|59090|N1101|MIS|E|||Temps plein|||78|11679|59090|
2021-02-25T03:02:43.000Z|59090|H2602|MIS|S|TEMPORIS||Temps plein|||78||59090|
2021-02-20T09:00:33.000Z|59090|I1304|CDD|E|Carambar & Co|Autre de 28000,00 Euros ï¿½ 32000,00 Euros|Temps plein|||46|19870|59090|
2021-03-08T13:40:03.000Z|59090|J1502|CDD|D|Ehpad Bondues|Mensuel de 1827 Euros sur 12 mois|Temps plein||6|87|15551|59090|
2021-02-26T03:51:00.000Z|59090|C1504|LIB|D|||Temps plein||||10362|59090|
2021-02-23T10:06:33.000Z|59090|H2913|MIS|E|EQUIVALENCE RH|Horaire de 12,00 Euros à 14,00 Euros sur 12 mois|Temps plein||4|78|19475|59090|
2021-02-19T11:15:33.000Z|59090|F1608|MIS|E|Start People|Horaire de 12,20 Euros ï¿½ 13,23 Euros|Temps plein|||78|11690|59090|
2021-02-19T11:07:58.000Z|59090|F1701|MIS|E|Start People|Horaire de 13,23 Euros ï¿½ 14,32 Euros|Temps plein|||78|12679|59090|
2021-02-11T13:14:28.000Z|59090|J1506|CDD|D|CHR GUSTAVE DRON||Temps plein||8|86|38222|59090|
2021-01-06T09:13:14.000Z|59090|H1203|MIS|E|Randstad||Temps plein|||78|14124|59090|
