dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T05:04:13.000Z|35207|M1607|CDD|D|||Temps plein||7||11183|35207|
2021-03-15T05:03:11.000Z|35207|N1103|CDD|E|||Temps plein||7||17993|35207|
2021-03-15T05:03:06.000Z|35207|N1105|CDI|D|||Temps plein||||10579|35207|
2021-03-11T16:04:18.000Z|35207|N1103|CDI|E|TERREAZUR||Temps plein||6|46|18317|35207|
2021-03-11T15:18:36.000Z|35207|N1103|CDD|D|TERREAZUR|Horaire de 11 Euros à 11,5 Euros sur 13 mois|Temps plein||3|46|17993|35207|
2021-03-08T16:23:35.000Z|35207|D1401|CDI|E|AUXILIUM INGENIERIE|Mensuel de 2000,00 Euros à 3000,00 Euros sur 12 mois|Temps plein||8|41||35207|
2021-03-04T09:41:41.000Z|35207|H2102|CDI|S|RANDSTAD|Annuel de 20000 Euros sur 12 mois|Temps plein||4|78||35207|
2021-03-03T11:51:21.000Z|35207|K2204|CDI|E|BRIAND GERALDINE - NETTOYAGE DE LOCAUX|Mensuel de 800 Euros à 810 Euros sur 12 mois|Temps partiel||5|81||35207|
2021-03-02T17:46:32.000Z|35207|N1103|CDD|D||Mensuel de 800 Euros à 1555 Euros sur 13 mois|Temps plein||5|46|17993|35207|
2021-03-02T14:59:13.000Z|35207|N1103|CDD|D|FRANCE BOISSONS|Mensuel de 1575 Euros à 1775 Euros sur 12.9 mois|Temps plein||3|46|17993|35207|
2021-03-01T17:28:18.000Z|35207|K2204|CDI|D|PAT'NET|Horaire de 10,56 Euros à 11,00 Euros sur 12 mois|Temps partiel||5|81||35207|
2021-02-27T01:11:28.000Z|35207|H2102|CDI|D|EXPECTRA|Annuel de 24000,00 Euros sur 12 mois|Temps plein||6|78||35207|
2021-02-26T04:52:24.000Z|35207|M1607|CDI|E|||Temps plein||7||11183|35207|
2021-02-19T08:15:48.000Z|35207|D1401|CDD|D|Expectra||Temps plein||||11188|35207|
2021-02-18T17:53:25.000Z|35207|D1401|CDD|S|EXPECTRA|Annuel de 21000,00 Euros sur 12 mois|Temps plein||6|78|11266|35207|
