dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-11T02:53:39.000Z|97232|K1304|CDI|D|||Temps plein||||10805|97232|
2021-03-09T04:29:03.000Z|97232|C1105|CDI|E|AlphaConseil||Temps plein|||82|14480|97232|
