dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-16T11:34:55.000Z|34148|K1304|CDI|D|Azaé Béziers|Horaire de 10,25 Euros|Temps partiel||||10857|34148|
2021-03-02T10:35:52.000Z|34148|K1302|CDI|E|ADMR PAYS HERAULTAIS|Mensuel de 1116,00 Euros sur 12 mois|Temps partiel||6|88|11453|34148|
