dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-09T12:12:10.000Z|53201|N1103|CDD|E|FOIR'FOUILLE|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||6|47|16289|53201|
2021-03-05T08:55:26.000Z|53201|K2204|CDI|E|Randstad||Temps plein|||||53201|
2021-03-02T13:46:20.000Z|53201|M1604|CDI|D|GYS||Temps plein||6|27|11227|53201|
2021-02-26T19:52:17.000Z|53201|M1607|CDI|D||Mensuel de 1750,00 Euros à 1900,00 Euros sur 13 mois|Temps plein||6|62|11183|53201|
2021-02-16T05:55:58.000Z|53201|D1507|CDI|E|||Temps plein|||47|14811|53201|
2021-03-15T09:30:07.000Z|53201|I1203|CDD|D|GYS|Mensuel de 1721,08 Euros à 1721,09 Euros sur 12 mois|Temps plein||3|27|10489|53201|
2021-03-11T21:08:36.000Z|53201|K1304|CDI|D|FEDERATION ADMR|Horaire de 10,25 Euros à 10,73 Euros sur 12 mois|Temps partiel||6|82|10805|53201|
2021-03-11T10:52:44.000Z|53201|M1501|MIS|D|ACTTIF 53|Horaire de 10,25 Euros à 13 Euros sur 12 mois|Temps plein||6|78|11329|53201|
2021-02-15T16:20:19.000Z|53201|H2909|CDD|D|GYS|Mensuel de 1721,08 Euros à 1721,09 Euros sur 12 mois|Temps plein||3|27||53201|
2021-03-16T10:31:47.000Z|53201|K1302|CDD|E|||Temps plein||7|87|10816|53201|
2021-03-15T10:00:38.000Z|53201|D1402|CDI|D|GYS||Temps plein||6|27|38081|53201|
2021-03-15T09:53:10.000Z|53201|D1402|CDI|D|GYS||Temps plein||6|27|38081|53201|
2021-03-15T05:13:41.000Z|53201|D1401|CDD|D|||Temps plein||7||12748|53201|
2021-03-15T05:13:34.000Z|53201|M1101|CDD|D|||Temps plein||8||10254|53201|
2021-03-15T05:12:11.000Z|53201|D1213|CDI|E|||Temps plein|||||53201|
