dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-04T13:03:22.000Z|17142|I1203|CDD|E|ADPEP 17||Temps partiel||3|87||17142|
2021-03-01T09:16:09.000Z|17142|K1301|CDI|D|TRËMA|Mensuel de 1928,00 Euros sur 12 mois|Temps plein||6|70||17142|
2021-02-24T14:35:13.000Z|17142|H3302|CDD|E|SAAT SAS|Mensuel de 1744,20 Euros sur 12 mois|Temps plein||6|22||17142|
2021-03-16T11:21:50.000Z|17142|K1303|CDI|D|Babychou Services La Rochelle||Temps partiel|||88||17142|
2021-03-09T10:42:48.000Z|17142|K1301|CDD|E|GROUPEMENT DE COOPERATION SOCIALE ET MED|Mensuel de 1600,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|87|10856|17142|
2021-02-16T12:25:40.000Z|17142|A1303|CDI|D|SIT  ET  A CONSEIL||Temps plein||7|71||17142|
2021-03-03T03:59:42.000Z|17142|C1504|LIB|D|||Temps plein||||11380|17142|
2021-03-03T03:58:53.000Z|17142|C1504|LIB|D|||Temps plein||||13464|17142|
2021-02-16T12:46:01.000Z|17142|F1104|CDI|E|SIT  ET  A CONSEIL||Temps plein||7|71|18201|17142|
2021-02-15T23:33:31.000Z|17142|A1501|CDD|D|CLINIQUE VETERINAIRE DOCTEURS SOPHIE J||Temps plein||6|75|11463|17142|
2021-03-03T18:09:14.000Z|17142|H2206|CDI|S|TEMPORIS||Temps plein|||||17142|
2021-03-01T09:23:07.000Z|17142|J1501|CDI|D|EHPAD RIEUX COUDREAU - TREMA|Mensuel de 2045,00 Euros sur 12 mois|Temps plein||6|70|10893|17142|
2021-02-12T02:55:50.000Z|17142|C1504|LIB|D|||Temps plein||||10362|17142|
2021-01-13T11:17:41.000Z|17142|F1603|CDI|E||Mensuel de 1700 Euros à 1800 Euros sur 12 mois|Temps plein||6|43|17837|17142|
2021-03-12T15:09:28.000Z|17142|J1506|CDD|D|ADPEP 17|Mensuel de 2100 Euros à 2400 Euros sur 12 mois|Temps plein||7|87|38222|17142|
2021-03-06T20:52:51.000Z|17142|F1502|MIS|E|Start People|Horaire de 13,31 Euros ï¿½ 14,52 Euros|Temps plein|||78|11492|17142|
2021-02-15T15:27:47.000Z|17142|F1610|MIS|D|NIORT INTERIM|Horaire de 10,25 Euros sur 12 mois|Temps plein||2|78|13830|17142|
2021-01-06T16:36:47.000Z|17142|F1201|CDI|E|||Temps plein||7|71|18887|17142|
