dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-01T20:42:02.000Z|97115|F1607|CDI|E|ENTREPRISE THORINIUS|Mensuel de 1555,00 Euros à 1700,00 Euros sur 12 mois|Temps plein||2|43|17525|97115|
