dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-16T11:28:48.000Z|13048|K1304|CDI|E|AIDADOMI|Horaire de 10,15 Euros|Temps plein||||10857|13048|
2021-03-08T14:33:49.000Z|13048|K1202|CDI|E|MUTUALITE FRANCAISE PACA SSAM||Temps plein||9|65|18883|13048|
2021-02-25T18:18:11.000Z|13048|G1203|CDD|E|LE&C GS||Temps plein||7|88||13048|
2021-02-23T16:13:12.000Z|13048|F1704|MIS|E|R INTERIM|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps plein||1|78|16351|13048|
2021-02-25T16:48:34.000Z|13048|J1501|CDD|E|LES SOURCES PROVENCALES|Mensuel de 1800,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||6|87|10891|13048|
2021-02-18T14:29:01.000Z|13048|F1602|MIS|E|AD HOC INTERIM SAS|Horaire de 12,00 Euros à 15,00 Euros sur 12 mois|Temps plein||7|78|14635|13048|
2021-03-15T09:26:18.000Z|13048|K1303|CDI|E|NANNYCHOU MARSEILLE|Horaire de 10,33 Euros à 11,33 Euros sur 12 mois|Temps plein||6|88||13048|
