DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
05;05004;pr;a;a;v;1;G;25.0;67500.0;2741.54;14.17;0.064;0.0;0.5;0.0;2
05;05004;pr;a;a;v;3;G;51.0;95000.0;1862.75;11.17;0.072;0.0;0.0;1.0;1
05;05004;pr;a;m;v;7;E;170.0;440000.0;2588.24;;;0.0;2.0;1.0;1
05;05004;pr;a;m;v;9;E;290.0;249000.0;858.62;;;0.0;0.0;0.0;1
05;05004;pr;m;a;v;1;NS;27.0;65000.0;2407.41;14.17;0.071;0.0;0.0;1.0;1
05;05004;pr;m;m;v;10;E;190.0;410000.0;2157.89;;;1.0;1.0;1.0;1
05;05004;pr;m;m;v;8;F;198.0;250000.0;1262.63;;;0.0;2.0;2.0;2
05;05006;pr;a;a;v;4;0;85.0;221000.0;2600.0;;;1.0;1.0;0.0;1
05;05006;pr;a;a;v;4;E;70.0;99000.0;1414.29;;;1.0;0.0;1.0;1
05;05006;pr;a;m;v;10;0;165.0;420000.0;2545.45;;;0.0;1.0;1.0;1
05;05006;pr;a;m;v;10;NS;300.0;230000.0;766.67;;;1.0;0.0;4.0;1
05;05006;pr;a;m;v;7;F;250.0;285000.0;1140.0;;;0.0;1.0;1.0;1
05;05009;pr;a;m;v;4;D;120.0;250000.0;2083.33;;;0.0;2.0;0.0;1
05;05009;pr;a;m;v;4;VI;92.0;88000.0;956.52;;;0.0;1.0;0.0;1
05;05010;pr;a;m;v;5;C;123.0;205000.0;1666.67;;;0.0;0.0;0.0;1
05;05010;pr;a;m;v;5;F;88.0;175000.0;1988.64;;;0.0;0.0;0.0;1
05;05010;pr;a;m;v;6;F;117.0;205000.0;1752.14;;;0.0;0.0;0.0;1
05;05010;pr;a;m;v;7;F;170.0;235000.0;1382.35;;;0.0;0.0;0.0;1
05;05010;pr;m;m;v;5;G;102.0;113000.0;1107.84;;;0.0;0.0;0.0;1
05;05011;pr;a;m;v;5;D;132.0;264500.0;2003.79;;;0.0;1.0;1.0;1
05;05011;pr;a;m;v;5;F;115.0;125000.0;1086.96;;;0.0;1.0;0.0;1
05;05011;pr;a;m;v;6;D;170.0;609000.0;3582.35;;;0.0;0.0;1.0;1
05;05011;pr;a;m;v;6;F;170.0;749000.0;4405.88;;;0.0;0.0;0.0;1
05;05012;pr;a;a;v;1;B;39.0;90000.0;2307.69;;;0.0;1.0;0.0;1
05;05012;pr;a;a;v;1;E;20.0;79000.0;3950.0;;;1.0;0.0;1.0;1
05;05012;pr;a;a;v;2;F;46.0;160000.0;3478.26;10.42;0.036;1.0;0.0;1.0;1
05;05012;pr;a;a;v;4;B;149.0;395000.0;2651.01;14.63;0.066;2.0;3.0;0.0;1
05;05012;pr;m;a;v;2;E;43.0;125990.0;2930.0;10.42;0.043;0.0;0.0;1.0;1
05;05013;pr;a;m;v;9;VI;170.0;189000.0;1111.76;;;2.0;3.0;0.0;1
05;05013;pr;m;m;v;5;E;127.0;575000.0;4527.56;;;1.0;2.0;0.0;1
05;05017;pr;a;a;v;2;NS;52.0;145000.0;2788.46;;;0.0;0.0;0.0;1
05;05017;pr;a;m;v;2;F;34.0;155000.0;4558.82;;;0.0;1.0;0.0;1
05;05017;pr;a;m;v;3;A;95.0;269000.0;2831.58;10.0;0.042;0.0;0.0;0.0;1
05;05017;pr;a;m;v;4;E;120.0;229500.0;1919.59;8.6;0.054;0.0;0.0;1.0;2
05;05017;pr;a;m;v;5;C;118.0;306000.0;2593.22;;;0.0;1.0;1.0;1
05;05017;pr;a;m;v;5;E;160.0;250000.0;1562.5;;;0.0;1.0;1.0;1
05;05017;pr;a;m;v;6;D;116.0;352250.0;3036.64;;;0.0;1.0;1.0;1
05;05017;pr;a;m;v;7;E;277.0;420000.0;1516.25;;;0.0;2.0;1.0;1
05;05017;pr;a;m;v;8;B;175.0;348000.0;1988.57;;;0.0;1.0;1.0;1
05;05017;pr;cm;mn;v;4;0;90.0;240000.0;2666.67;8.6;0.039;0.0;0.0;0.0;1
05;05017;pr;cm;mn;v;5;0;88.0;240000.0;2727.27;;;0.0;0.0;0.0;3
05;05017;pr;cm;mn;v;6;0;94.0;245000.0;2606.38;;;0.0;0.0;0.0;1
05;05018;pr;a;m;v;4;D;160.0;418000.0;2612.5;;;0.0;0.0;1.0;1
05;05018;pr;a;m;v;5;D;209.0;545000.0;2607.66;;;0.0;2.0;1.0;1
05;05018;pr;a;m;v;6;D;209.0;545000.0;2607.66;;;0.0;2.0;1.0;1
05;05018;pr;cm;mn;v;3;0;73.0;209000.0;2863.01;;;0.0;0.0;0.0;1
05;05018;pr;cm;mn;v;4;0;88.0;223000.0;2539.7;;;0.0;0.0;0.0;2
05;05018;pr;cm;mn;v;5;0;120.0;264000.0;2200.0;;;0.0;0.0;0.0;3
05;05021;pr;a;m;v;7;0;133.0;266250.0;2001.88;;;0.0;0.0;2.0;1
05;05021;pr;m;m;v;6;D;147.0;294000.0;2000.0;;;0.0;2.0;0.0;1
05;05023;pr;a;a;pi;4;D;81.0;210000.0;2592.59;9.72;0.045;0.0;0.0;0.0;1
05;05023;pr;a;a;v;1;0;39.0;79000.0;2025.64;15.41;0.091;0.0;1.0;0.0;1
05;05023;pr;a;a;v;1;F;30.0;69000.0;2300.0;15.41;0.08;1.0;0.0;1.0;1
05;05023;pr;a;a;v;1;NS;27.0;59000.0;2224.87;15.41;0.087;0.33;0.17;0.67;6
05;05023;pr;a;a;v;1;VI;26.0;85000.0;3269.23;15.41;0.057;0.0;0.0;1.0;1
05;05023;pr;a;a;v;2;0;47.5;139000.0;2610.54;12.1;0.055;0.17;0.5;0.17;6
05;05023;pr;a;a;v;2;D;41.5;101500.0;2435.68;12.1;0.06;0.5;0.5;0.5;2
05;05023;pr;a;a;v;2;E;31.5;77500.0;2646.88;12.1;0.06;0.5;0.17;0.83;6
05;05023;pr;a;a;v;2;F;38.0;89500.0;2500.0;12.1;0.062;0.2;0.6;0.4;5
05;05023;pr;a;a;v;2;G;40.0;153000.0;3825.0;12.1;0.038;1.0;0.0;1.0;1
05;05023;pr;a;a;v;2;NS;36.5;80500.0;2430.76;12.1;0.068;0.0;0.0;0.5;2
05;05023;pr;a;a;v;3;0;70.0;262500.0;3844.06;10.6;0.038;0.0;0.75;0.0;8
05;05023;pr;a;a;v;3;D;61.0;142000.0;2327.87;10.6;0.055;0.0;0.0;1.0;1
05;05023;pr;a;a;v;3;E;55.5;149000.0;2659.81;10.6;0.05;0.83;0.33;0.67;6
05;05023;pr;a;a;v;3;F;61.5;179000.0;2922.0;10.6;0.044;0.0;0.0;0.5;2
05;05023;pr;a;a;v;3;NS;70.0;162000.0;2642.86;10.6;0.054;0.33;0.22;0.44;9
05;05023;pr;a;a;v;4;0;96.0;344933.5;3682.5;9.72;0.032;0.0;1.0;0.25;8
05;05023;pr;a;a;v;4;D;89.0;212180.0;2619.51;9.72;0.062;0.8;0.6;0.8;5
05;05023;pr;a;a;v;4;F;67.0;117000.0;1746.27;9.72;0.067;1.0;0.0;1.0;1
05;05023;pr;a;a;v;4;NS;96.0;300750.0;3154.89;9.72;0.038;0.0;0.0;0.5;2
05;05023;pr;a;a;v;4;VI;83.0;299000.0;3602.41;9.72;0.032;0.0;1.0;1.0;1
05;05023;pr;a;a;v;5;0;126.0;495378.0;3931.57;8.64;0.026;0.0;2.0;0.0;1
05;05023;pr;a;a;v;5;D;97.0;275750.0;3076.03;8.64;0.036;0.0;0.0;0.0;2
05;05023;pr;a;a;v;5;E;120.0;249000.0;2000.0;8.64;0.053;0.4;0.8;1.0;5
05;05023;pr;a;a;v;5;NS;76.0;254500.0;3348.68;8.64;0.031;0.0;2.0;0.0;1
05;05023;pr;a;m;v;3;B;220.0;393000.0;1786.36;15.31;0.103;0.0;0.0;0.0;1
05;05023;pr;a;m;v;5;0;119.0;439708.0;3695.03;;;0.0;1.0;1.0;1
05;05023;pr;a;m;v;6;D;165.0;449000.0;2721.21;;;1.0;1.0;1.0;1
05;05023;pr;a;m;v;6;E;126.0;420000.0;2882.88;;;0.0;0.33;0.67;3
05;05023;pr;a;m;v;7;D;133.0;130000.0;977.44;;;1.0;0.0;1.0;1
05;05023;pr;a;m;v;7;E;135.0;294000.0;2177.78;;;1.0;0.0;2.0;1
05;05023;pr;a;m;v;7;NS;125.0;194000.0;1552.0;;;1.0;1.0;0.0;1
05;05023;pr;a;m;v;8;D;350.0;687000.0;1962.86;;;0.0;0.0;0.0;1
05;05023;pr;ca;a;v;3;0;57.0;214000.0;3754.39;10.6;0.034;0.0;0.0;0.0;1
05;05023;pr;ca;an;v;1;0;26.0;88000.0;3380.81;15.41;0.054;0.0;0.0;0.0;2
05;05023;pr;ca;an;v;2;0;42.0;155000.0;3534.88;12.1;0.041;0.0;0.0;0.0;15
05;05023;pr;ca;an;v;3;0;65.5;237500.0;3612.8;10.6;0.035;0.0;0.0;0.0;14
05;05023;pr;ca;an;v;4;0;80.0;345000.0;3943.55;9.72;0.029;0.0;0.0;0.0;7
05;05023;pr;m;a;v;1;E;29.0;76000.0;2620.69;15.41;0.071;0.0;0.0;0.0;1
05;05023;pr;m;m;v;7;D;218.0;389000.0;1784.4;;;0.0;0.0;0.0;1
05;05024;pr;a;m;v;11;D;305.0;450000.0;1475.41;;;0.0;2.0;0.0;1
05;05024;pr;a;m;v;3;D;70.0;160000.0;2285.71;;;0.0;0.0;1.0;1
05;05026;pr;a;m;v;8;E;170.0;520000.0;3058.82;;;0.0;2.0;0.0;1
05;05027;pr;a;a;v;4;E;87.0;123000.0;1413.79;;;0.0;1.0;1.0;1
05;05028;pr;a;m;v;7;C;270.0;199000.0;737.04;;;0.0;0.0;0.0;1
05;05029;pr;a;m;v;4;NS;97.0;186000.0;1917.53;;;0.0;0.0;0.0;1
05;05029;pr;a;m;v;6;D;160.5;328000.0;2041.58;;;0.0;0.5;1.0;2
05;05029;pr;a;m;v;7;E;187.0;259000.0;1385.03;;;0.0;0.0;0.0;1
05;05031;pr;a;m;v;1;0;254.0;120000.0;472.44;;;0.0;0.0;0.0;1
05;05037;pr;a;m;v;4;D;166.0;484000.0;2915.66;;;0.0;1.0;1.0;1
05;05037;pr;cm;mn;v;3;0;73.0;235000.0;3219.18;;;0.0;0.0;0.0;1
05;05037;pr;cm;mn;v;4;0;88.0;248500.0;2830.74;;;0.0;0.0;0.0;2
05;05037;pr;cm;mn;v;5;0;120.0;287000.0;2391.67;;;0.0;0.0;0.0;3
05;05039;pr;a;a;v;5;0;100.0;90000.0;900.0;;;0.0;0.0;0.0;1
05;05039;pr;a;m;v;20;VI;330.0;247000.0;748.48;;;0.0;12.0;0.0;1
05;05040;pr;a;a;v;3;B;64.0;222000.0;3468.75;10.1;0.035;0.0;0.0;0.0;1
05;05040;pr;a;a;v;3;D;64.0;279000.0;4359.38;10.1;0.028;0.0;1.0;0.0;1
05;05040;pr;a;m;v;3;F;75.0;235000.0;3133.33;;;0.0;1.0;0.0;1
05;05040;pr;a;m;v;4;0;87.0;90000.0;1034.48;6.85;0.079;1.0;1.0;0.0;1
05;05040;pr;a;m;v;4;D;86.0;260000.0;3023.26;6.85;0.027;0.0;0.0;0.0;1
05;05040;pr;a;m;v;4;E;80.0;230000.0;2875.0;6.85;0.029;0.0;0.0;1.0;1
05;05040;pr;a;m;v;5;E;114.0;222250.0;1925.99;8.12;0.053;0.5;0.5;0.5;2
05;05040;pr;a;m;v;6;E;250.0;335500.0;1342.0;;;0.0;0.0;0.5;2
05;05040;pr;a;m;v;6;NS;160.0;370000.0;2312.5;;;0.0;1.0;1.0;1
05;05040;pr;a;m;v;7;C;300.0;488000.0;1626.67;;;0.0;0.0;0.0;1
05;05040;pr;a;m;v;7;E;176.0;420000.0;2386.36;;;1.0;2.0;0.0;1
05;05045;pr;a;m;v;5;F;120.0;315000.0;2625.0;;;1.0;2.0;0.0;1
05;05046;pr;a;a;v;1;E;22.0;54800.0;2490.91;12.93;0.062;1.0;0.0;1.0;1
05;05046;pr;a;a;v;1;F;23.0;71000.0;3086.96;12.93;0.05;1.0;0.0;1.0;1
05;05046;pr;a;a;v;2;E;41.0;132000.0;3219.51;12.16;0.045;1.0;0.0;1.0;1
05;05046;pr;a;a;v;2;F;36.0;124500.0;3678.57;12.16;0.046;0.5;0.5;0.5;2
05;05046;pr;a;a;v;3;E;45.0;130000.0;2888.89;9.4;0.039;1.0;0.0;1.0;1
05;05046;pr;a;m;v;4;E;159.0;393000.0;2471.7;;;0.0;0.0;0.0;2
05;05046;pr;a;m;v;8;D;175.0;420000.0;2400.0;;;0.0;3.0;0.0;1
05;05046;pr;ca;a;v;2;0;40.5;142500.0;3528.87;12.16;0.041;0.0;0.0;0.0;2
05;05046;pr;ca;a;v;3;0;68.0;240000.0;3482.14;9.4;0.032;0.0;0.0;0.0;3
05;05046;pr;m;a;v;1;E;23.0;71745.0;3111.52;12.93;0.05;1.0;0.5;0.5;2
05;05046;pr;m;a;v;1;F;25.0;70000.0;2800.0;12.93;0.056;0.0;0.5;0.5;2
05;05046;pr;m;a;v;2;D;42.0;132000.0;3142.86;12.16;0.046;1.0;0.0;1.0;1
05;05046;pr;m;a;v;2;E;30.0;89990.0;2999.67;12.16;0.049;1.0;1.0;0.0;1
05;05046;pr;m;a;v;3;D;55.0;150495.0;2726.56;9.4;0.041;1.0;0.5;0.0;2
05;05046;pr;m;a;v;3;VI;51.0;120000.0;2352.94;9.4;0.048;1.0;1.0;0.0;1
05;05046;pr;m;m;v;6;D;112.0;296500.0;2647.32;;;0.0;1.0;2.0;1
05;05047;pr;m;m;v;8;F;156.0;242000.0;1551.28;;;0.0;1.0;1.0;1
