DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
83;83001;pr;a;a;v;2;E;34.0;165000.0;4852.94;18.18;0.045;0.0;1.0;0.0;1
83;83001;pr;a;m;v;10;B;250.0;1526000.0;6104.0;;;0.0;0.0;0.0;1
83;83001;pr;a;m;v;12;F;290.0;998000.0;3441.38;;;0.0;0.0;6.0;1
83;83001;pr;a;m;v;3;F;80.0;351500.0;4393.75;;;0.0;0.5;0.5;2
83;83001;pr;a;m;v;4;0;85.0;399000.0;4694.12;;;0.0;0.0;0.0;1
83;83001;pr;a;m;v;4;C;91.0;539000.0;5923.08;;;0.0;0.0;2.0;1
83;83001;pr;a;m;v;4;D;156.5;617000.0;4393.75;;;0.0;0.0;1.5;4
83;83001;pr;a;m;v;5;0;120.0;502000.0;4183.33;;;0.0;0.0;0.0;1
83;83001;pr;a;m;v;5;B;207.0;1090000.0;5265.7;;;0.0;1.0;1.0;1
83;83001;pr;a;m;v;5;C;176.5;812500.0;4460.15;;;0.0;1.0;1.5;4
83;83001;pr;a;m;v;5;D;140.0;510750.0;3700.81;;;0.0;0.0;1.25;4
83;83001;pr;a;m;v;5;E;100.5;386500.0;3774.62;;;0.5;0.5;0.5;2
83;83001;pr;a;m;v;6;0;320.0;995000.0;3109.38;;;0.0;1.0;0.5;2
83;83001;pr;a;m;v;6;A;245.0;1045000.0;4282.87;;;0.0;0.0;2.0;2
83;83001;pr;a;m;v;6;B;202.5;768500.0;3734.71;;;0.0;0.5;4.0;2
83;83001;pr;a;m;v;6;C;150.0;799000.0;5326.67;;;0.0;1.0;1.0;1
83;83001;pr;a;m;v;6;D;200.0;890000.0;4450.0;;;0.25;0.25;1.5;4
83;83001;pr;a;m;v;7;A;230.0;895000.0;3891.3;;;0.0;0.0;0.0;1
83;83001;pr;a;m;v;7;C;265.0;1490000.0;5542.42;;;0.0;1.0;1.25;4
83;83001;pr;a;m;v;7;D;227.5;1290000.0;5733.33;;;0.0;0.25;1.5;4
83;83001;pr;a;m;v;8;0;210.0;695000.0;3309.52;;;0.0;0.0;0.0;1
83;83001;pr;a;m;v;8;C;320.0;797000.0;2490.62;;;0.0;0.0;4.0;1
83;83001;pr;a;m;v;8;E;200.0;698000.0;3490.0;;;0.0;0.0;1.0;1
