DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
92;92002;pa;a;a;l;1;0;31.0;820.0;0.67;0.33;0.67;3
92;92002;pa;a;a;l;1;A;26.0;770.0;0.0;0.0;1.0;1
92;92002;pa;a;a;l;1;D;18.0;750.0;0.0;1.0;0.0;1
92;92002;pa;a;a;l;1;F;28.0;850.0;0.0;1.0;0.0;1
92;92002;pa;a;a;l;2;0;42.0;957.0;0.29;0.29;0.43;7
92;92002;pa;a;a;l;2;D;45.0;500.0;0.0;0.0;1.0;1
92;92002;pa;a;a;l;3;0;68.0;1290.0;0.0;0.0;1.0;1
92;92002;pa;a;a;l;3;B;64.0;1370.0;0.0;0.0;1.0;2
92;92002;pa;a;a;l;3;E;70.0;1500.0;1.0;0.0;0.0;1
92;92002;pa;a;a;l;5;D;102.0;2100.0;1.0;1.0;1.0;1
92;92002;pr;a;a;l;1;0;30.0;769.0;0.29;0.29;0.43;7
92;92002;pr;a;a;l;1;A;25.0;750.0;0.0;1.0;0.0;1
92;92002;pr;a;a;l;1;B;36.0;825.0;0.0;1.0;0.0;1
92;92002;pr;a;a;l;1;C;27.5;652.0;0.0;0.5;1.0;2
92;92002;pr;a;a;l;1;D;27.5;720.0;0.25;0.25;0.33;12
92;92002;pr;a;a;l;1;E;26.5;677.0;0.17;0.33;0.44;18
92;92002;pr;a;a;l;1;F;24.0;703.5;0.0;0.33;0.33;6
92;92002;pr;a;a;l;1;G;27.5;699.0;0.0;0.33;0.5;6
92;92002;pr;a;a;l;1;NS;10.0;550.0;0.0;1.0;0.0;3
92;92002;pr;a;a;l;1;VI;27.0;720.0;0.4;0.6;0.4;5
92;92002;pr;a;a;l;2;0;45.0;850.0;0.18;0.12;0.65;17
92;92002;pr;a;a;l;2;A;42.0;910.0;1.0;1.0;0.0;1
92;92002;pr;a;a;l;2;B;47.5;1017.5;0.57;0.86;0.14;14
92;92002;pr;a;a;l;2;C;53.0;1190.0;0.0;0.33;0.67;3
92;92002;pr;a;a;l;2;D;44.5;978.5;0.33;0.33;0.62;24
92;92002;pr;a;a;l;2;E;41.0;913.0;0.12;0.38;0.5;24
92;92002;pr;a;a;l;2;F;41.5;948.0;0.17;0.33;0.33;6
92;92002;pr;a;a;l;2;G;48.0;1100.0;1.0;0.0;1.0;1
92;92002;pr;a;a;l;2;NS;52.0;1090.0;0.0;0.0;0.0;1
92;92002;pr;a;a;l;2;VI;45.0;1000.0;1.0;1.0;0.0;1
