type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;72500;;0;60;944.0;4;98910;81910.0;17000.0;0;0;0;0;0;;47.66985;0.3094;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72364;0000;723640000;Z;72;;;;;;;1648.5
pr;mn;v;72200;;0;90;1846.0;5;142200;111400.0;30800.0;0;0;0;0;0;;47.72104;0.00865;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72185;0000;721850000;Z;72;;;;;;;1580.0
pr;mn;v;72320;;0;76;750.0;4;145900;103900.0;42000.0;0;0;1;0;0;;48.10518;0.77032;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72208;0000;722080000;Z;72;;;;;;;1919.74
pr;mn;v;72230;;0;105;413.0;6;177093;125593.0;51500.0;0;0;1;0;0;;47.902;0.19772;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72200;0000;722000000;Z;72;;;;;;;1686.6
pr;mn;v;72290;;0;76;600.0;4;142000;110000.0;32000.0;0;0;0;0;0;;48.17318;0.27114;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72023;0000;720230000;Z;72;;;;;;;1868.42
pr;mn;v;72260;;0;89;607.0;5;145000;122500.0;22500.0;0;0;0;0;0;;48.24855;0.26208;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72112;0000;721120000;Z;72;;;;;;;1629.21
pr;mn;v;72110;;0;85;713.0;5;132000;108050.0;23950.0;0;0;0;0;0;;48.1784;0.34318;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72101;0000;721010000;Z;72;;;;;;;1552.94
pr;mn;v;72290;;0;87;531.0;5;137000;117050.0;19950.0;0;0;0;0;0;;48.12596;0.28248;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72099;0000;720990000;Z;72;;;;;;;1574.71
pr;mn;v;72380;;0;93;940.0;5;199857;139857.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;2149.0
pr;mn;v;72380;;0;66;940.0;3;145340;85340.0;60000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;2202.12
pr;mn;v;72380;;0;74;940.0;3;154623;94623.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;2089.5
pr;mn;v;72380;;0;83;940.0;4;152263;92263.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1834.49
pr;mn;v;72380;;0;109;940.0;5;173538;113538.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1592.09
pr;mn;v;72380;;0;148;400.0;5;261060;227060.0;34000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1763.92
pr;mn;v;72380;;0;150;400.0;5;227991;193991.0;34000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1519.94
pr;mn;v;72380;;0;104;400.0;5;141022;107022.0;34000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1355.98
pr;mn;v;72380;;0;100;400.0;5;134040;100040.0;34000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1340.4
pr;mn;v;72380;;0;164;940.0;4;247196;187196.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1507.29
pr;mn;v;72380;;0;103;940.0;4;211495;151495.0;60000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;2053.35
pr;mn;v;72380;;0;120;940.0;5;208628;148628.0;60000.0;0;0;2;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1738.57
pr;mn;v;72380;;0;106;940.0;5;195750;135750.0;60000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1846.7
pr;mn;v;72380;;0;134;940.0;5;276941;216941.0;60000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;2066.72
pr;mn;v;72380;;0;146;940.0;4;234887;174887.0;60000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1608.82
pr;mn;v;72380;;0;82;940.0;4;152230;92230.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1856.46
pr;mn;v;72380;;0;91;940.0;4;169031;109031.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1857.48
pr;mn;v;72380;;0;78;940.0;4;161491;101491.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;2070.4
pr;mn;v;72380;;0;98;940.0;5;174161;114161.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1777.15
pr;mn;v;72380;;0;110;940.0;5;184817;124817.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1680.15
pr;mn;v;72380;;0;90;940.0;4;194500;134500.0;60000.0;0;0;1;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;2161.11
pr;mn;v;72120;;0;90;1047.0;4;109344;91844.0;17500.0;0;0;1;0;0;;47.92664;0.75012;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72269;0000;722690000;Z;72;;;;;;;1214.93
pr;mn;v;72380;;0;108;940.0;4;202500;142500.0;60000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;1875.0
pr;mn;v;72380;;0;129;940.0;5;259595;199595.0;60000.0;0;0;0;0;0;;48.15314;0.18749;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72205;0000;722050000;Z;72;;;;;;;2012.36
pr;mn;v;72370;;0;73;722.0;5;143670;97015.0;46655.0;0;0;0;0;0;;47.99323;0.42842;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72007;0000;720070000;Z;72;;;;;;;1968.08
pr;mn;v;72150;;0;90;513.0;5;147608;113608.0;34000.0;0;0;0;0;0;;47.85866;0.47868;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72143;0000;721430000;Z;72;;;;;;;1640.09
pr;mn;v;72150;;0;91;513.0;6;146687;112687.0;34000.0;0;0;0;0;0;;47.85866;0.47868;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72143;0000;721430000;Z;72;;;;;;;1611.95
pr;mn;v;72150;;0;81;501.0;5;163212;129712.0;33500.0;0;0;0;0;0;;47.85866;0.47868;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72143;0000;721430000;Z;72;;;;;;;2014.96
pr;mn;v;72150;;0;87;513.0;5;156018;122018.0;34000.0;0;0;0;0;0;;47.85866;0.47868;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72143;0000;721430000;Z;72;;;;;;;1793.31
pr;mn;v;72150;;0;75;511.0;4;144242;110742.0;33500.0;0;0;0;0;0;;47.85866;0.47868;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72143;0000;721430000;Z;72;;;;;;;1923.23
pr;mn;v;72150;;0;76;501.0;5;147609;114109.0;33500.0;0;0;0;0;0;;47.85866;0.47868;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72143;0000;721430000;Z;72;;;;;;;1942.22
pr;mn;v;72000;;0;124;910.0;7;300500;221700.0;78800.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;;;;6.805;2.0;0.034;2423.39
pr;mn;v;72000;;0;93;543.0;5;168700;123900.0;44800.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;;;;8.415;10.0;0.056;1813.98
pr;mn;v;72190;;0;101;269.0;4;195200;129700.0;65500.0;0;0;0;0;0;;48.03215;0.21232;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72095;0102;720950102;H;72;;;;;;;1932.67
pr;mn;v;72650;;0;60;448.0;4;133960;77960.0;56000.0;0;0;0;0;0;;48.03347;0.12014;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72360;0000;723600000;Z;72;;;;;;;2232.67
pr;mn;v;72650;;0;73;448.0;5;142653;86653.0;56000.0;0;0;0;0;0;;48.03347;0.12014;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72360;0000;723600000;Z;72;;;;;;;1954.15
pr;mn;v;72650;;0;65;448.0;4;135435;79435.0;56000.0;0;0;0;0;0;;48.03347;0.12014;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72360;0000;723600000;Z;72;;;;;;;2083.62
pr;mn;v;72000;;0;105;258.0;4;190700;126000.0;64700.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;9.38;3.0;0.062;8.555;18.0;0.057;1816.19
pr;mn;v;72000;;0;127;750.0;6;250000;175000.0;75000.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;;;;10.0;3.0;0.061;1968.5
pr;mn;v;72000;;0;135;865.0;6;265000;204500.0;60500.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;;;;10.0;3.0;0.061;1962.96
pr;mn;v;72000;;0;156;850.0;6;357400;288600.0;68800.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;;;;10.0;3.0;0.052;2291.03
pr;mn;v;72000;;0;99;650.0;5;179600;149600.0;30000.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;;;;8.415;10.0;0.056;1814.14
pr;mn;v;72000;;0;134;1150.0;7;265000;177000.0;88000.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;;;;6.805;2.0;0.041;1977.61
pr;mn;v;72000;;0;180;1175.0;7;475000;351880.0;123120.0;0;0;0;0;0;;47.99131;0.2019;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72181;1003;721811003;H;72;;;;6.805;2.0;0.031;2638.89
pr;mn;v;72450;;0;105;1194.0;5;204000;165500.0;38500.0;0;0;0;0;0;;48.06;0.40275;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72241;0000;722410000;Z;72;;;;;;;1942.86
pr;mn;v;72230;;0;75;1500.0;4;154667;99667.0;55000.0;0;0;0;0;0;;47.88112;0.1386;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72146;0000;721460000;Z;72;;;;;;;2062.23
pr;mn;v;72230;;0;109;1500.0;6;200763;145763.0;55000.0;0;0;0;0;0;;47.88112;0.1386;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72146;0000;721460000;Z;72;;;;;;;1841.86
pr;mn;v;72230;;0;91;1500.0;5;176001;121001.0;55000.0;0;0;0;0;0;;47.88112;0.1386;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72146;0000;721460000;Z;72;;;;;;;1934.08
pr;mn;v;72230;;0;114;1500.0;6;214811;159811.0;55000.0;0;0;0;0;0;;47.88112;0.1386;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72146;0000;721460000;Z;72;;;;;;;1884.31
pr;mn;v;72230;;0;117;1500.0;6;194077;139077.0;55000.0;0;0;0;0;0;;47.88112;0.1386;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72146;0000;721460000;Z;72;;;;;;;1658.78
pr;mn;v;72230;;0;106;1500.0;6;192831;137831.0;55000.0;0;0;0;0;0;;47.88112;0.1386;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;72146;0000;721460000;Z;72;;;;;;;1819.16
