type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;m;l;0;46;;3;480;;;0;0;1;0;0;;48.01324;0.20409;0;1.0;;;True;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-04;72181;0801;721810801;H;72;52.0
pr;a;l;5;32;;2;390;;;0;0;1;0;F;398;48.00655;0.19991;0;5.0;;;;0;D;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;72181;0103;721810103;H;72;52.0
pr;a;l;6;101;;4;990;;;0;0;0;1;C;147;48.00537;0.20049;0;8.0;;1.0;True;0;D;;;;;False;;True;;;Gaz;;Collectif;a;n;a;2020-04;72181;0103;721810103;H;72;52.0
pr;a;l;2;20;;1;335;;;0;0;1;0;E;241;48.00529;0.19876;0;;;;;0;C;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;72181;0103;721810103;H;72;52.0
pr;a;l;3;20;;1;270;;;0;0;1;0;D;230;48.01081;0.19964;0;4.0;;;;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;72181;0601;721810601;H;72;52.0
pr;a;l;9;28;;1;325;;;0;0;1;0;E;247;48.00297;0.21625;0;9.0;;1.0;True;0;C;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;72181;0501;721810501;H;72;52.0
pr;a;l;6;19;;1;405;;;0;0;1;0;G;520;48.00107;0.21744;0;;;1.0;;0;D;;;0.0;;;;True;;;;;Individuel;a;n;a;2020-04;72181;0501;721810501;H;72;52.0
pr;m;l;0;69;;3;620;;;0;0;1;0;D;200.1;48.01376;-0.02241;0;1.0;;1.0;;0;B;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-04;72045;0000;720450000;Z;72;52.0
pr;m;l;0;68;;3;800;;;0;0;0;0;0;;48.00919;0.20904;0;1.0;;1.0;;0;;;;;;False;;;;;Gaz;;Individuel;a;n;m;2020-04;72181;0602;721810602;H;72;52.0
pr;m;l;0;81;;4;610;;;0;0;0;1;F;378;47.99993;0.16752;0;0.0;;0.0;False;0;G;;;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;72181;1602;721811602;H;72;52.0
