REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
28.0;14;14001;pr;a;m;v;4;0;85.0;277000.0;3258.82;;;0.0;0.0;1.0;1
28.0;14;14001;pr;a;m;v;4;D;112.0;260000.0;2343.55;;;0.0;0.0;0.5;2
28.0;14;14001;pr;a;m;v;4;VI;107.0;325000.0;3037.38;;;0.0;0.0;0.0;1
28.0;14;14001;pr;a;m;v;5;D;134.0;275600.0;2204.8;;;0.0;0.33;1.0;3
28.0;14;14001;pr;a;m;v;6;VI;150.0;315000.0;2100.0;;;0.0;0.0;0.0;1
28.0;14;14001;pr;a;m;v;7;VI;220.0;579000.0;2631.82;;;0.0;1.0;4.0;1
28.0;14;14001;pr;a;m;v;8;VI;280.0;785000.0;2803.57;;;0.0;0.0;0.0;1
28.0;14;14001;pr;a;m;vp;8;D;250.0;750000.0;3000.0;;;0.0;2.0;4.0;1
28.0;14;14001;pr;cm;m;v;5;0;110.0;241717.0;2197.43;;;0.0;0.0;1.67;3
28.0;14;14001;pr;cm;mn;v;4;0;101.5;211100.0;2081.16;;;0.0;0.0;0.0;2
28.0;14;14001;pr;cm;mn;v;5;0;110.0;241717.0;2197.43;;;0.0;0.0;0.0;3
28.0;14;14001;pr;m;m;v;4;E;96.0;210000.0;2187.5;;;0.0;0.0;0.0;1
28.0;14;14001;pr;m;m;v;5;E;126.0;229500.0;1821.43;;;0.0;0.0;0.0;1
28.0;14;14005;pr;cm;m;v;5;0;126.0;240000.0;1904.76;;;0.0;0.0;2.0;1
28.0;14;14005;pr;cm;mn;v;4;0;80.0;175000.0;2187.5;;;0.0;1.0;0.0;1
28.0;14;14006;pr;a;m;v;10;D;256.0;388000.0;1515.62;;;0.0;2.0;1.0;1
28.0;14;14006;pr;a;m;v;7;D;167.5;261950.0;1553.9;;;0.25;0.5;1.25;4
28.0;14;14006;pr;a;m;v;9;C;210.0;335700.0;1598.57;;;0.0;1.0;1.0;1
28.0;14;14006;pr;cm;mn;v;4;0;80.0;175000.0;2187.5;;;0.0;1.0;0.0;1
28.0;14;14007;pr;a;m;v;4;C;107.0;235000.0;2196.26;;;0.0;1.0;0.0;1
28.0;14;14009;pr;a;m;v;4;E;70.0;169900.0;2427.14;;;0.0;0.0;1.0;1
28.0;14;14009;pr;a;m;v;5;E;121.0;286000.0;2363.64;;;0.0;2.0;0.0;1
28.0;14;14009;pr;a;m;v;7;D;148.5;305750.0;2083.84;;;0.0;0.5;1.0;2
28.0;14;14009;pr;a;m;v;7;NS;188.0;160500.0;853.72;;;0.0;1.0;0.0;1
