DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
22;22004;pr;a;a;l;1;0;35.0;341.0;0.0;1.0;0.0;1
22;22004;pr;a;a;l;1;D;23.0;250.0;0.0;0.0;0.0;1
22;22004;pr;a;a;l;1;E;26.0;275.0;0.0;1.0;0.0;1
22;22004;pr;a;a;l;2;0;25.5;276.0;0.0;1.0;0.0;2
22;22004;pr;a;a;l;3;0;70.0;440.0;0.0;0.0;1.0;1
22;22004;pr;a;a;l;3;D;68.5;415.0;0.0;1.0;1.0;2
22;22004;pr;a;a;l;3;E;78.0;450.0;0.0;1.0;1.0;1
22;22004;pr;a;a;l;3;VI;70.0;455.0;0.0;0.0;1.0;1
22;22004;pr;a;a;l;4;0;97.0;500.0;0.0;0.0;0.0;1
22;22004;pr;a;a;l;4;D;83.0;470.0;0.0;1.0;1.0;1
22;22004;pr;a;a;l;4;VI;97.0;510.0;0.0;2.0;2.0;1
22;22004;pr;a;m;l;2;E;42.0;411.0;0.0;1.0;0.0;1
22;22004;pr;a;m;l;3;0;77.0;480.0;0.0;1.0;1.0;1
22;22004;pr;a;m;l;3;C;66.0;509.0;0.0;0.0;1.0;1
22;22004;pr;a;m;l;4;E;100.0;620.0;0.0;0.0;1.0;1
22;22004;pr;a;m;l;5;0;88.0;535.0;0.0;1.0;0.5;2
22;22004;pr;a;m;l;5;D;117.0;594.0;0.0;0.0;1.0;1
22;22005;pr;a;a;l;2;D;45.0;324.0;1.0;0.0;1.0;1
22;22005;pr;a;a;l;3;D;54.0;419.0;0.5;0.5;0.5;2
22;22008;pr;a;a;l;2;F;43.0;490.0;0.0;0.0;0.0;1
22;22008;pr;a;m;l;4;D;80.0;630.0;0.0;1.0;0.0;1
22;22013;pr;a;a;l;3;D;63.0;420.0;0.0;0.0;1.0;2
22;22018;pa;a;m;l;4;B;104.0;630.0;0.0;0.0;1.0;1
22;22020;pr;a;a;l;2;C;43.0;345.0;0.0;1.0;0.0;1
22;22020;pr;a;a;l;3;0;65.0;435.0;0.0;1.0;0.0;1
22;22025;pr;a;a;l;3;0;59.0;350.0;0.0;0.0;1.0;1
22;22025;pr;a;m;l;5;0;180.0;860.0;1.0;0.0;2.0;1
22;22030;pr;a;m;l;4;F;70.0;518.0;0.0;0.0;1.0;1
22;22032;pa;a;m;l;8;0;110.0;700.0;0.0;1.0;1.0;1
22;22034;pr;a;a;l;3;0;69.0;420.0;0.0;1.0;0.0;1
22;22034;pr;a;m;l;3;0;49.0;400.0;0.0;1.0;0.0;1
22;22035;pr;a;m;l;7;0;134.0;918.0;0.0;1.0;1.0;1
22;22049;pr;a;a;l;3;VI;45.0;400.0;0.0;0.0;1.0;1
22;22050;pa;a;a;l;2;0;40.0;566.0;0.0;0.0;1.0;1
22;22050;pr;a;a;l;1;0;21.5;350.0;0.0;1.0;0.0;2
22;22050;pr;a;a;l;1;E;29.0;355.0;0.33;0.67;0.33;3
22;22050;pr;a;a;l;1;F;28.5;317.5;0.0;0.75;0.25;4
22;22050;pr;a;a;l;1;VI;26.0;315.0;0.0;1.0;0.0;3
22;22050;pr;a;a;l;2;0;41.0;436.5;0.0;1.0;0.0;6
22;22050;pr;a;a;l;2;C;46.0;525.0;0.0;1.0;0.0;2
22;22050;pr;a;a;l;2;D;43.0;450.0;0.0;0.67;0.33;9
22;22050;pr;a;a;l;2;E;41.0;468.5;0.0;0.5;0.5;6
22;22050;pr;a;a;l;2;F;52.0;465.0;0.0;0.0;1.0;2
22;22050;pr;a;a;l;2;VI;38.0;402.5;0.0;0.75;0.25;4
22;22050;pr;a;a;l;3;0;58.0;465.0;0.25;0.25;0.5;4
22;22050;pr;a;a;l;3;D;66.0;659.0;0.4;0.2;0.8;5
22;22050;pr;a;a;l;3;E;63.0;580.0;0.0;0.6;0.4;5
22;22050;pr;a;a;l;3;VI;62.0;580.0;0.0;0.67;0.67;3
22;22050;pr;a;a;l;4;0;70.0;740.0;0.0;1.0;0.0;1
22;22050;pr;a;a;l;4;A;95.0;840.0;0.0;1.0;1.0;1
22;22050;pr;a;a;l;4;C;110.0;700.0;1.0;0.0;1.0;1
22;22050;pr;a;a;l;4;D;85.0;787.0;0.0;0.0;1.0;1
22;22050;pr;a;a;l;4;VI;106.0;665.0;0.0;1.0;1.0;1
22;22050;pr;a;m;l;3;D;65.0;630.0;0.0;0.67;0.33;3
22;22050;pr;a;m;l;3;E;56.0;510.0;0.0;1.0;0.0;1
22;22050;pr;a;m;l;4;0;96.0;765.0;0.0;1.0;0.0;1
22;22050;pr;a;m;l;4;B;114.0;935.0;0.0;1.0;1.0;1
22;22050;pr;a;m;l;4;D;94.0;692.0;0.0;0.0;1.0;1
22;22050;pr;a;m;l;4;VI;74.0;590.0;0.0;1.0;1.0;1
22;22050;pr;a;m;l;5;A;92.0;800.0;0.0;1.0;1.0;1
22;22054;pr;a;a;l;2;A;32.0;380.0;0.0;0.0;0.0;1
22;22055;pa;a;a;l;2;0;23.0;360.0;0.0;0.0;0.0;1
22;22055;pr;a;a;l;3;D;62.0;600.0;1.0;0.0;1.0;1
22;22056;pr;a;m;l;4;D;78.0;700.0;0.0;0.0;0.0;1
22;22067;pr;a;m;l;5;D;107.0;850.0;0.0;0.0;1.0;1
22;22070;pr;a;a;l;1;0;22.0;285.0;0.0;0.56;0.44;9
22;22070;pr;a;a;l;1;D;31.0;285.0;0.0;1.0;0.0;1
22;22070;pr;a;a;l;1;E;21.0;287.5;0.0;0.5;0.5;2
22;22070;pr;a;a;l;1;G;33.0;350.0;0.0;1.0;0.0;1
22;22070;pr;a;a;l;2;0;43.0;400.0;0.0;0.33;0.56;9
22;22070;pr;a;a;l;2;D;45.0;420.0;0.0;0.43;0.71;7
22;22070;pr;a;a;l;2;E;38.0;391.0;0.0;0.6;0.4;5
22;22070;pr;a;a;l;2;F;32.0;325.0;0.0;1.0;0.0;1
22;22070;pr;a;a;l;3;0;54.0;500.0;0.0;0.0;1.0;5
22;22070;pr;a;a;l;3;D;59.0;500.0;0.14;0.57;0.43;7
22;22070;pr;a;a;l;3;E;52.0;490.0;1.0;0.0;1.0;1
22;22070;pr;a;a;l;5;D;105.0;565.0;0.0;0.0;1.0;1
22;22070;pr;a;m;l;2;0;60.0;490.0;0.0;0.0;1.0;1
22;22070;pr;a;m;l;3;F;60.0;530.0;0.0;0.0;1.0;1
22;22070;pr;a;m;l;4;C;129.0;630.0;0.0;2.0;1.0;1
22;22076;pr;a;a;l;3;D;59.0;420.0;0.0;1.0;0.0;1
22;22076;pr;a;m;l;5;VI;115.0;730.0;0.0;1.0;1.0;1
22;22084;pr;a;a;l;2;0;28.0;300.0;0.0;1.0;0.0;1
22;22086;pr;a;a;l;4;E;105.0;700.0;0.0;1.0;1.0;1
22;22087;pr;a;m;l;5;D;80.5;579.0;0.0;0.0;1.0;2
22;22091;pr;a;m;l;5;D;103.0;508.0;0.0;1.0;0.0;1
22;22092;pa;a;m;l;5;0;110.0;570.0;0.0;1.0;1.0;1
22;22093;pa;a;a;l;1;0;50.0;490.0;0.0;0.0;1.0;1
22;22093;pa;a;a;l;2;0;52.0;520.0;0.0;1.0;0.0;1
22;22093;pr;a;a;l;2;0;50.0;505.0;0.0;0.0;0.0;1
22;22093;pr;a;a;l;3;D;50.0;462.0;1.0;0.0;1.0;1
22;22093;pr;a;a;l;3;E;60.0;512.0;0.0;0.0;1.0;1
22;22105;pr;a;m;l;6;C;155.0;720.0;0.0;1.0;1.0;1
22;22106;pr;a;a;l;2;D;39.0;403.5;0.5;1.0;0.0;2
22;22106;pr;a;m;l;4;E;78.0;620.0;0.0;0.0;1.0;1
22;22113;pa;a;a;l;1;0;24.0;330.0;0.0;1.0;0.0;1
22;22113;pa;a;a;l;2;0;31.5;400.0;0.0;0.0;1.0;2
22;22113;pr;a;a;l;1;0;18.0;350.0;0.0;1.0;0.0;2
22;22113;pr;a;a;l;1;D;20.0;290.0;0.0;0.5;0.0;4
22;22113;pr;a;a;l;1;E;24.0;347.0;0.0;1.0;0.0;4
22;22113;pr;a;a;l;1;F;21.0;317.5;0.0;1.0;0.0;4
22;22113;pr;a;a;l;1;G;21.5;377.5;0.0;0.5;0.5;2
22;22113;pr;a;a;l;1;VI;19.0;425.0;0.0;1.0;0.0;1
22;22113;pr;a;a;l;2;0;26.0;500.0;0.0;0.5;0.0;2
22;22113;pr;a;a;l;2;D;44.0;382.0;0.23;0.15;0.62;13
22;22113;pr;a;a;l;2;E;42.0;410.0;0.14;0.29;0.71;7
22;22113;pr;a;a;l;2;VI;26.0;535.0;0.0;0.5;0.0;2
22;22113;pr;a;a;l;3;0;45.0;600.0;0.0;0.0;1.0;2
22;22113;pr;a;a;l;3;C;68.0;537.5;0.0;0.0;1.0;2
22;22113;pr;a;a;l;3;D;56.0;459.0;0.14;0.14;0.29;7
22;22113;pr;a;a;l;3;E;62.5;541.5;0.5;0.0;1.0;2
22;22113;pr;a;a;l;3;VI;45.0;635.0;0.0;0.0;0.5;2
22;22113;pr;a;a;l;4;D;85.0;650.0;0.0;0.0;0.0;1
22;22113;pr;a;m;l;2;D;54.0;460.0;0.0;0.0;1.0;1
22;22113;pr;a;m;l;3;C;67.0;579.0;0.0;0.0;1.0;1
22;22113;pr;a;m;l;3;F;69.0;490.0;0.0;1.0;1.0;1
22;22113;pr;a;m;l;4;0;87.0;680.0;0.0;1.0;1.0;1
22;22113;pr;a;m;l;5;A;108.0;750.0;0.0;1.0;1.0;1
22;22113;pr;a;m;l;5;B;93.0;720.0;0.0;0.0;2.0;1
22;22113;pr;a;m;l;5;C;120.0;920.0;0.0;0.0;2.0;1
22;22113;pr;a;m;l;6;C;124.0;890.0;0.0;0.0;3.0;1
22;22118;pr;a;a;l;1;VI;23.0;334.0;0.0;1.0;0.0;1
22;22118;pr;a;a;l;2;0;45.5;490.0;0.0;0.0;0.5;2
22;22118;pr;a;a;l;2;C;44.0;420.5;0.0;0.5;0.5;2
22;22118;pr;a;a;l;2;D;42.0;300.0;0.0;0.0;0.0;1
22;22118;pr;a;a;l;2;NS;33.0;370.0;1.0;0.0;1.0;1
22;22118;pr;a;a;l;3;0;80.0;677.0;1.0;0.0;1.0;1
22;22118;pr;a;a;l;3;D;62.0;595.0;1.0;0.0;1.0;1
22;22118;pr;a;m;l;4;C;76.0;720.0;0.0;1.0;0.0;1
22;22118;pr;a;m;l;4;D;91.0;650.0;0.0;0.0;0.0;1
22;22121;pr;a;a;l;3;D;60.0;510.0;1.0;0.0;1.0;1
22;22121;pr;a;a;l;4;D;80.0;580.0;0.0;0.0;1.0;1
22;22127;pr;a;m;l;1;F;23.0;300.0;0.0;1.0;0.0;1
22;22133;pr;a;m;l;4;NS;107.0;500.0;0.0;0.0;1.0;1
22;22135;pr;a;m;l;4;E;89.0;579.0;0.0;1.0;1.0;1
22;22136;pr;a;a;l;2;D;38.0;355.5;0.0;0.0;0.5;8
22;22136;pr;a;a;l;3;D;55.0;463.0;0.0;0.0;0.5;2
22;22137;pr;a;m;l;4;D;80.0;400.0;0.0;0.0;1.0;1
22;22143;pr;a;a;l;3;D;60.0;500.0;0.0;0.0;1.0;1
22;22143;pr;a;a;l;3;E;73.0;500.0;0.0;0.0;1.0;1
22;22143;pr;a;a;l;3;NS;54.0;490.0;1.0;0.0;1.0;1
22;22143;pr;a;a;l;4;D;63.0;555.0;0.0;1.0;0.0;1
22;22143;pr;a;m;l;4;D;67.0;508.0;1.0;0.0;1.0;1
22;22143;pr;a;m;l;4;E;82.0;630.0;0.0;0.0;1.0;1
22;22147;pr;a;m;l;2;NS;43.0;360.0;0.0;0.0;0.0;1
22;22150;pr;a;m;l;3;0;57.0;390.0;0.0;1.0;0.0;1
22;22150;pr;a;m;l;4;E;92.0;620.0;0.0;0.0;1.0;1
22;22161;pr;a;a;l;2;0;40.0;430.0;0.0;0.0;1.0;1
22;22161;pr;a;m;l;3;0;80.0;750.0;0.0;0.0;1.0;1
22;22162;pr;a;a;l;1;0;23.0;363.0;0.0;1.0;0.0;1
22;22162;pr;a;a;l;1;D;17.0;410.0;0.0;0.0;0.0;1
22;22162;pr;a;a;l;2;0;34.0;450.0;0.0;1.0;0.0;1
22;22162;pr;a;a;l;2;E;24.0;430.0;0.0;1.0;0.0;1
