type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;18700;;0;87;;4;500;;;0;0;0;0;D;152;47.48924;2.43686;Non;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;18015;0000;180150000;Z;18
pr;a;l;18000;;0;94;;4;800;;;0;0;0;0;E;243;47.08183;2.40393;Oui;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;18033;0201;180330201;H;18
pr;a;l;18100;;0;40;;2;300;;;0;0;0;0;C;120;47.21832;2.06616;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;18279;0201;182790201;H;18
pr;m;v;18320;;0;117;;4;190000;;;827;0;0;0;E;289;47.03924;2.99969;Non;;;;;0;B;;;;;;;;;;;;;a;;m;2020-04;18118;0000;181180000;Z;18
pr;m;v;18240;;0;90;;4;70000;;;338;0;0;0;E;242;47.42383;2.87269;Non;;;;;0;F;;;;;;;;;;;;;a;;m;2020-04;18032;0000;180320000;Z;18
pr;m;v;18140;;0;58;;2;30000;;;167;0;0;0;0;;47.21003;2.8067;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;18104;0000;181040000;Z;18
pr;a;l;18000;;0;53;;3;400;;;0;0;0;0;D;206;47.08355;2.43562;Oui;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;18033;0601;180330601;H;18
pr;m;l;18330;;0;67;;3;300;;;0;0;0;0;E;294;47.35156;2.19235;Non;;;;;0;C;;;;;;;;;;;;;a;;m;2020-04;18159;0000;181590000;Z;18
pr;a;l;18000;;0;40;;3;400;;;0;0;0;0;0;;47.09085;2.40162;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;18033;0202;180330202;H;18
pr;a;v;18000;;0;77;;3;160000;;;677;0;0;0;D;151;47.07593;2.40583;Oui;;;;;0;B;;;;;;;;8.0;;;;;a;;a;2020-04;18033;0205;180330205;H;18
