type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;6;28;;1;457;;;0;1;0;1;E;249;47.31854;5.02231;0;;;1.0;;0;F;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;21231;1301;212311301;H;21;27.0
pr;a;l;0;30;;1;287;;;0;0;0;0;C;95.5;47.61557;4.33673;0;;;;;0;D;;;;;;;False;;;Gaz;;Individuel;a;n;a;2020-04;21425;0103;214250103;H;21;27.0
pr;a;l;0;33;;1;540;;;0;0;0;0;F;382.0;47.29953;5.0408;0;4.0;;;;0;C;;;;;;;;;;;;;a;n;a;2020-04;21231;0804;212310804;H;21;27.0
pr;a;l;0;22;;1;295;;;0;0;1;0;VI;;47.95374;3.53674;0;1.0;;1.0;True;Est-Ouest;VI;;1.0;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;89099;0000;890990000;Z;89;27.0
pr;a;l;0;50;;2;625;;;0;0;1;0;E;244;47.25592;6.02333;0;;;0.0;;0;F;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;25056;0903;250560903;H;25;27.0
pr;a;l;0;73;;3;975;;;0;0;2;0;0;;47.48007;6.9348;0;;;1.0;;0;;;;;;;;True;;;;;Individuel;a;n;a;2020-04;90009;0101;900090101;H;90;27.0
pr;a;l;1;56;;2;485;;;0;0;0;1;E;318;47.24342;6.02171;0;;;0.0;;0;C;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;25056;0402;250560402;H;25;27.0
pr;a;l;2;69;;3;710;;;0;1;0;1;D;162;47.23365;5.97411;0;;;;;0;E;;1.0;1.0;;;;;;;Gaz;;Individuel;a;n;a;2020-04;25056;1301;250561301;A;25;27.0
pr;a;l;0;50;;2;595;;;0;0;0;1;A;50;47.24164;5.97871;0;;;1.0;;0;C;;;1.0;;;;True;;;Gaz;Convecteur;Collectif;a;n;a;2020-04;25056;1301;250561301;A;25;27.0
pr;a;l;2;78;;4;511;;;0;0;0;1;E;330;47.50988;6.79718;0;3.0;;;False;0;C;;;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;25388;0101;253880101;H;25;27.0
pr;a;l;0;50;;2;465;;;0;0;1;0;VI;;47.51673;6.79446;0;1.0;;;;0;VI;;1.0;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;25388;0101;253880101;H;25;27.0
pr;a;l;0;65;;3;615;;;0;0;0;1;D;154;47.24608;6.01903;0;;;;True;0;E;;1.0;;;;;;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;25056;0402;250560402;H;25;27.0
pr;m;l;0;114;634.0;5;990;;;0;0;1;1;E;277;47.23438;5.06296;0;;;2.0;False;0;C;2011.0;2.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;21263;0000;212630000;Z;21;27.0
pr;m;l;0;106;;4;878;;;0;0;0;0;F;381;47.44743;5.06052;0;;;;;0;F;;;;;;;;;;;;;a;n;m;2020-04;21245;0000;212450000;Z;21;27.0
pr;m;l;0;83;;4;535;;;0;0;0;0;G;460;47.76565;4.57692;0;;;;;0;D;;;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;21455;0000;214550000;Z;21;27.0
pr;a;l;4;76;;3;650;;;0;0;0;1;VI;;47.26097;6.03027;0;;;;True;0;VI;;;;False;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;25056;1005;250561005;H;25;27.0
pr;a;l;2;76;;4;413;;;0;0;0;0;E;288.0;47.85109;4.57538;0;;;;;0;F;;;;;;;False;;;Gaz;;Collectif;a;n;a;2020-04;21154;0102;211540102;H;21;27.0
pr;a;l;2;73;;3;447;;;0;0;0;1;D;229;47.62218;6.15632;0;;;;False;0;C;;;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;70550;0106;705500106;H;70;27.0
pr;a;l;0;43;;2;523;;;0;0;0;1;F;341.0;47.41768;2.92768;0;4.0;;1.0;;0;F;;;;;;;;;;;;Collectif;a;n;a;2020-04;58086;0101;580860101;H;58;27.0
pr;a;l;0;75;;3;589;;;0;0;0;1;E;294.0;47.4122;2.9275;0;3.0;;1.0;;0;;;;;;;;;;;;;Collectif;a;n;a;2020-04;58086;0101;580860101;H;58;27.0
pr;a;l;0;18;;1;397;;;0;0;1;0;F;431.0;47.30419;5.0569;0;;;1.0;;0;D;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;21231;0704;212310704;H;21;27.0
pr;a;l;0;60;;4;400;;;0;0;0;0;E;;47.30718;5.05614;Non;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;21231;0704;212310704;H;21;27.0
pr;a;l;1;32;;2;320;;;0;0;1;0;0;;46.79373;4.42679;0;1.0;;0.0;;0;;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;71153;0106;711530106;H;71;27.0
pr;a;l;0;64;;3;700;;;0;0;0;0;A;44;47.22596;4.96874;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;21295;0000;212950000;Z;21;27.0
pr;a;l;0;26;;1;200;;;0;0;0;0;0;;46.30645;4.82446;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;71270;0108;712700108;H;71;27.0
pr;a;l;0;41;;2;500;;;0;0;0;0;B;65;47.21961;6.00905;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;25056;0201;250560201;H;25;27.0
pr;a;l;0;64;;3;600;;;0;0;0;0;D;222;47.02398;4.83827;Oui;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21;27.0
pr;a;l;0;23;;1;300;;;0;0;0;0;G;562;47.02398;4.83827;Oui;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21;27.0
pr;a;l;0;40;;1;500;;;0;0;0;0;E;260;47.02398;4.83827;Oui;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21;27.0
pr;a;l;0;36;;1;400;;;0;0;0;0;G;513;47.02398;4.83827;Oui;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21;27.0
pr;a;l;0;72;;3;700;;;0;0;0;0;D;162;47.02398;4.83827;Oui;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21;27.0
pr;m;l;0;81;;5;2500;;;0;0;0;0;0;;47.02187;4.83861;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;21054;0106;210540106;H;21;27.0
pr;a;l;0;16;;1;400;;;0;0;0;0;E;;47.3343;5.0421;Non;;;;;0;F;;;;;;;;;;;;;a;;a;2020-04;21231;1602;212311602;H;21;27.0
pr;a;l;0;93;;4;700;;;0;0;0;0;0;;47.28376;6.07733;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;25560;0000;255600000;Z;25;27.0
pr;a;l;0;87;;4;600;;;0;0;0;0;C;130;47.10339;5.88398;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;25475;0000;254750000;Z;25;27.0
pr;a;l;0;60;;3;600;;;0;0;0;0;E;233;47.04211;4.83603;Oui;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;21054;0109;210540109;H;21;27.0
pr;a;l;0;59;;3;485;;;0;0;0;0;D;193;47.67651;6.50251;0;;;;True;0;F;;;;False;False;;False;;;;;;a;n;a;2020-04;70310;0103;703100103;H;70;27.0
pr;a;l;0;68;;3;500;;;0;0;0;0;C;109;46.95008;4.62659;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;21461;0000;214610000;Z;21;27.0
pr;a;l;1;102;;5;640;;;0;1;0;1;D;202;47.20289;6.15572;0;;;;True;0;E;;1.0;;;;;;;;Gaz;;Individuel;a;n;a;2020-04;25364;0000;253640000;Z;25;27.0
pr;m;l;0;101;1000.0;6;1070;;;0;0;1;1;D;221;47.22736;5.92652;0;;;;;0;C;;2.0;1.0;;;;;;;Électrique;;Individuel;a;n;m;2020-04;25258;0000;252580000;Z;25;27.0
pr;a;l;0;56;;2;500;;;0;0;0;0;D;154;46.31152;4.81026;Oui;;;;;0;G;;;;;;;;;;;;;a;;a;2020-04;71105;0102;711050102;H;71;27.0
pr;m;l;0;40;;2;500;;;0;0;0;0;E;326;47.78583;3.56333;Oui;;;;;0;F;;;;;;;;;;;;;a;;m;2020-04;89024;0103;890240103;H;89;27.0
pr;a;l;1;43;;2;592;;;0;0;0;1;NS;;47.30687;5.0381;0;4.0;;1.0;;0;NS;;;1.0;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;21231;0802;212310802;H;21;27.0
pr;a;l;3;47;;3;330;;;0;0;0;0;C;130.0;47.29571;5.01489;0;;;;;0;D;;;;;;;False;;;Gaz;;Collectif;a;n;a;2020-04;21166;0106;211660106;H;21;27.0
pr;a;l;4;59;;3;276;;;0;0;0;0;C;128.0;47.85573;4.56728;0;;;;;0;D;;;;;;;False;;;Gaz;;Collectif;a;n;a;2020-04;21154;0101;211540101;H;21;27.0
pr;a;l;5;56;;3;681;;;0;1;0;1;NS;;47.31105;5.02656;0;5.0;;0.0;;0;NS;;;0.0;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;21231;0901;212310901;H;21;27.0
pr;a;l;0;32;;1;277;;;0;0;1;0;D;170.4;47.34158;5.02948;0;;;;;0;A;;;;;;;True;;;;;Individuel;a;n;a;2020-04;21278;0102;212780102;H;21;27.0
pr;a;l;1;70;;4;630;;;0;1;1;0;E;235;47.25684;6.03389;0;;;0.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;25056;0506;250560506;H;25;27.0
pr;a;l;1;25;;1;330;;;0;0;1;0;E;318.0;47.25571;6.03595;0;4.0;;;;0;C;1994.0;1.0;;;;;True;;;Électrique;;Individuel;a;n;a;2020-04;25056;0506;250560506;H;25;27.0
pr;a;l;0;34;;1;395;;;0;0;0;0;E;312;47.24537;6.02678;0;;;;False;0;C;;;;;False;;False;;;;;;a;n;a;2020-04;25056;0501;250560501;H;25;27.0
pr;a;l;1;70;;3;697;;;0;0;0;0;F;433;46.90361;6.3588;0;;;;False;0;D;;;;False;False;;False;;;;;;a;n;a;2020-04;25462;0101;254620101;H;25;27.0
pr;a;l;2;29;;1;414;;;0;0;0;0;D;195;46.9057;6.35415;0;5.0;;;True;0;E;;;;False;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;25462;0101;254620101;H;25;27.0
