type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;m;v;90100;;0;81;;4;174450;;;0;0;0;0;0;;47.51099;7.00862;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;90033;0101;900330101;H;90
pr;m;v;90700;;0;81;;4;185500;;;0;0;0;0;0;;47.55971;6.85204;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;90022;0000;900220000;Z;90
pr;m;v;90700;;0;88;;5;193400;;;0;0;0;0;0;;47.55971;6.85204;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;90022;0000;900220000;Z;90
pr;a;l;90000;90010;2;44;;2;484;;;0;1;0;1;E;283;47.63579;6.85622;0;6.0;;1.0;;0;C;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;90010;0501;900100501;H;90
pr;a;l;90000;90010;0;61;;3;580;;;0;0;0;0;D;219;47.635;6.85626;0;;;;False;0;E;;;;False;False;;False;;;;;;a;n;a;2020-03;90010;0501;900100501;H;90
pr;a;v;90000;90010;2;94;;4;146000;;;0;1;0;1;D;230;47.63199;6.85867;Non;4.0;;3.0;True;0;B;;1.0;;;True;;False;40.0;1084.0;Électrique;;Individuel;m;n;a;2020-03;90010;0501;900100501;H;90
pr;m;v;90000;90010;0;164;416.0;7;208400;;;0;0;1;1;E;266.0;47.63267;6.85518;Non;1.0;;1.0;True;0;F;;2.0;;;False;;;;;Fioul;;Individuel;m;n;m;2020-03;90010;0501;900100501;H;90
pr;m;v;90000;90010;0;260;1500.0;9;374500;;;0;0;1;3;C;113;47.62592;6.86157;Oui;1.0;;2.0;True;Sud;D;;3.0;;;False;;;;;Gaz;;Individuel;m;n;m;2020-03;90010;0501;900100501;H;90
pr;a;v;90000;90010;5;90;;4;117990;;;0;1;0;1;F;365;47.63261;6.85302;Non;5.0;;;;0;G;;1.0;;;False;;True;38.0;3120.0;Gaz;;Collectif;m;n;a;2020-03;90010;0501;900100501;H;90
pr;a;l;90000;90010;6;26;;1;288;;;0;0;0;1;F;360;47.63579;6.85622;0;6.0;;1.0;;0;C;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;90010;0501;900100501;H;90
