DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
80;80001;pa;a;a;l;1;0;40.0;900.0;0.0;1.0;0.0;1
80;80001;pa;a;a;l;1;A;25.0;386.0;0.0;0.0;1.0;1
80;80001;pa;a;a;l;1;D;18.0;365.0;0.0;0.0;0.0;1
80;80001;pa;a;a;l;2;0;41.0;900.0;0.0;0.67;0.33;3
80;80001;pa;a;a;l;3;0;76.0;530.0;0.0;0.0;0.0;1
80;80001;pa;a;a;l;3;C;66.0;550.0;0.0;0.0;1.0;1
80;80001;pa;a;a;l;4;0;113.5;655.0;0.0;0.0;0.5;2
80;80001;pr;a;a;l;1;0;18.0;350.0;0.0;0.0;0.67;3
80;80001;pr;a;a;l;1;C;34.0;500.0;0.0;0.0;0.5;2
80;80001;pr;a;a;l;1;D;24.5;378.5;0.25;0.5;0.25;4
80;80001;pr;a;a;l;1;E;26.0;370.0;0.29;0.29;0.71;7
80;80001;pr;a;a;l;1;F;25.5;377.5;0.5;0.5;1.0;2
80;80001;pr;a;a;l;1;G;31.0;400.0;0.0;1.0;1.0;1
80;80001;pr;a;a;l;2;0;32.0;400.0;0.0;0.0;0.33;3
80;80001;pr;a;a;l;2;D;42.0;477.5;0.33;0.33;0.67;6
80;80001;pr;a;a;l;2;E;44.0;414.0;0.0;0.22;0.67;9
80;80001;pr;a;a;l;2;F;34.0;380.0;0.0;0.0;1.0;1
80;80001;pr;a;a;l;2;NS;57.0;495.0;1.0;0.0;1.0;1
80;80001;pr;a;a;l;3;0;52.0;500.0;0.14;0.43;0.57;7
80;80001;pr;a;a;l;3;D;66.0;550.0;0.44;0.44;0.44;9
80;80001;pr;a;a;l;3;F;71.0;785.0;0.0;0.0;1.0;1
80;80001;pr;a;a;l;3;NS;62.0;597.5;0.0;0.5;0.5;2
80;80001;pr;a;a;l;4;0;93.0;650.0;0.0;0.0;0.0;1
80;80001;pr;a;a;l;4;D;109.0;800.0;0.0;0.33;0.33;3
