DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
06;06001;pr;a;a;v;2;0;38.0;39000.0;1026.32;;;0.0;0.0;1.0;1
06;06001;pr;a;m;v;3;E;80.0;163000.0;2037.5;;;0.0;0.0;1.0;1
06;06003;pr;a;a;v;2;E;36.0;60700.0;1688.89;;;0.67;0.0;1.0;3
06;06003;pr;a;a;v;2;VI;36.0;41500.0;1152.78;;;0.0;1.0;0.0;1
06;06003;pr;a;m;v;4;0;74.0;198000.0;2675.68;;;0.0;2.0;0.0;1
06;06003;pr;a;m;v;4;E;120.5;179500.0;1453.18;;;0.0;1.0;0.5;2
06;06003;pr;a;m;v;4;VI;74.0;168000.0;2270.27;;;0.0;2.0;0.0;1
06;06003;pr;m;m;v;2;F;71.0;215250.0;3031.69;;;0.0;0.0;1.0;1
06;06003;pr;m;m;v;5;NS;78.0;125990.0;1615.26;;;0.0;1.0;0.0;1
06;06003;pr;m;m;v;8;E;375.0;285000.0;760.0;;;0.0;0.0;4.0;1
06;06004;pr;a;a;pi;1;0;25.0;113684.0;4547.36;23.06;0.061;0.0;0.0;0.0;1
06;06004;pr;a;a;pi;4;0;114.0;690000.0;6052.63;16.5;0.033;0.0;0.0;0.0;1
06;06004;pr;a;a;v;1;0;30.0;149800.0;5482.76;23.06;0.052;0.16;0.26;0.51;43
06;06004;pr;a;a;v;1;A;40.0;320000.0;8000.0;23.06;0.035;0.0;0.0;1.0;1
06;06004;pr;a;a;v;1;B;27.0;164000.0;6417.62;23.06;0.042;0.0;0.75;0.0;4
06;06004;pr;a;a;v;1;C;27.5;158500.0;5265.62;23.06;0.052;0.11;0.32;0.47;38
06;06004;pr;a;a;v;1;D;28.0;134000.0;5281.74;23.06;0.054;0.14;0.39;0.44;72
06;06004;pr;a;a;v;1;E;26.0;125000.0;5166.67;23.06;0.054;0.1;0.71;0.19;21
06;06004;pr;a;a;v;1;F;20.0;105000.0;6818.18;23.06;0.041;0.33;0.67;0.33;3
06;06004;pr;a;a;v;1;G;23.0;110000.0;4782.61;23.06;0.058;0.0;0.0;0.0;1
06;06004;pr;a;a;v;1;NS;22.0;139000.0;4476.19;23.06;0.057;0.33;0.33;0.33;3
06;06004;pr;a;a;v;1;VI;27.0;159000.0;5888.89;23.06;0.051;0.0;0.33;0.33;3
06;06004;pr;a;a;v;2;0;44.0;234100.0;5465.32;18.86;0.042;0.12;0.29;0.39;162
06;06004;pr;a;a;v;2;A;42.0;269500.0;6279.07;18.86;0.038;0.05;0.58;0.21;19
06;06004;pr;a;a;v;2;B;44.5;249000.0;5273.61;18.86;0.043;0.12;0.38;0.42;24
06;06004;pr;a;a;v;2;C;44.0;219000.0;5099.86;18.86;0.044;0.06;0.3;0.6;182
06;06004;pr;a;a;v;2;D;47.0;225000.0;5000.0;18.86;0.046;0.14;0.28;0.53;205
06;06004;pr;a;a;v;2;E;46.0;224000.0;5277.78;18.86;0.042;0.14;0.31;0.41;29
06;06004;pr;a;a;v;2;F;37.0;189000.0;5108.11;18.86;0.056;0.29;0.57;0.43;7
06;06004;pr;a;a;v;2;G;38.5;183400.0;5451.28;18.86;0.049;0.0;0.0;0.5;2
06;06004;pr;a;a;v;2;NS;44.5;247000.0;6014.82;18.86;0.039;0.21;0.64;0.36;14
06;06004;pr;a;a;v;2;VI;46.0;229000.0;5918.37;18.86;0.041;0.0;0.32;0.4;25
06;06004;pr;a;a;v;3;0;66.0;348000.0;5059.7;16.97;0.041;0.18;0.29;0.5;147
06;06004;pr;a;a;v;3;A;64.0;375000.0;5597.01;16.97;0.033;0.09;0.43;0.48;23
06;06004;pr;a;a;v;3;B;64.0;340000.0;5907.69;16.97;0.037;0.16;0.61;0.52;31
06;06004;pr;a;a;v;3;C;69.0;315000.0;4552.63;16.97;0.044;0.25;0.38;0.68;217
06;06004;pr;a;a;v;3;D;66.0;297000.0;4487.43;16.97;0.044;0.22;0.38;0.62;188
06;06004;pr;a;a;v;3;E;66.5;315550.0;4580.3;16.97;0.044;0.08;0.23;0.73;26
06;06004;pr;a;a;v;3;F;56.5;254500.0;4623.72;16.97;0.046;0.0;1.0;0.5;2
06;06004;pr;a;a;v;3;G;62.0;189000.0;3048.39;16.97;0.067;0.0;0.0;1.0;1
06;06004;pr;a;a;v;3;NS;66.5;439500.0;6749.26;16.97;0.031;0.11;0.33;0.72;18
06;06004;pr;a;a;v;3;VI;65.0;396500.0;6117.12;16.97;0.036;0.05;0.4;0.48;40
06;06004;pr;a;a;v;4;0;84.0;490000.0;5729.17;16.5;0.036;0.16;0.33;0.49;45
06;06004;pr;a;a;v;4;A;136.0;980000.0;7814.29;16.5;0.024;0.14;0.43;0.86;7
06;06004;pr;a;a;v;4;B;83.0;495000.0;5190.42;16.5;0.036;0.1;0.3;1.2;10
06;06004;pr;a;a;v;4;C;87.5;449500.0;4853.58;16.5;0.043;0.19;0.49;0.95;78
06;06004;pr;a;a;v;4;D;86.5;379500.0;4446.47;16.5;0.044;0.18;0.68;0.62;50
06;06004;pr;a;a;v;4;E;71.0;299000.0;3884.21;16.5;0.052;0.33;0.11;1.0;9
06;06004;pr;a;a;v;4;F;99.0;445000.0;4494.95;16.5;0.044;0.0;0.0;2.0;1
06;06004;pr;a;a;v;4;NS;97.0;690000.0;7147.37;16.5;0.036;0.29;0.71;1.0;7
06;06004;pr;a;a;v;4;VI;92.0;510000.0;5790.12;16.5;0.032;0.15;0.31;0.54;13
