type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;47;;2;432;;;0;0;0;1;E;303.62;47.79816;-3.26963;0;2.0;;1.0;;0;C;;;;;True;;False;;;Électrique;Convecteur;;a;n;a;2020-04;56083;0103;560830103;H;56
pr;a;l;3;68;;3;660;;;0;0;1;0;A;48;47.80191;-3.26564;0;3.0;;1.0;;Sud;C;;;1.0;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;56083;0103;560830103;H;56
pr;a;l;2;47;;2;580;;;0;1;1;0;D;171;47.7348;-3.38559;0;3.0;;;;sud-ouest;B;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;56121;0704;561210704;H;56
pr;a;l;2;32;;1;450;;;0;0;1;0;NS;;47.73517;-3.38663;0;2.0;;1.0;;0;;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;56121;0704;561210704;H;56
pr;a;l;0;17;;1;310;;;0;0;1;0;0;;47.66551;-2.77198;0;7.0;;;;0;;;;;;True;;True;;;Électrique;Convecteur;;a;n;a;2020-04;56260;0108;562600108;H;56
pr;a;l;5;40;;1;405;;;0;1;0;1;0;;47.75102;-3.38029;0;9.0;;1.0;True;0;;;;;;False;;True;;;Électrique;Convecteur;;a;n;a;2020-04;56121;0302;561210302;H;56
pr;m;l;0;85;;3;472;;;0;0;1;0;VI;;47.7197;-2.21163;0;;;;;0;G;;1.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;56154;0000;561540000;Z;56
pr;m;l;0;105;1000.0;4;690;;;0;0;1;1;0;;47.9235;-2.37537;0;0.0;;;False;0;;;;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;56165;0103;561650103;H;56
pr;a;l;0;23;;1;200;;;0;0;0;0;D;203;47.90414;-2.1198;Non;;;;;0;B;;;;;;;;0.0;;;;;a;;a;2020-04;56075;0101;560750101;H;56
pr;a;l;0;100;;4;900;;;0;0;0;0;C;100;47.74486;-3.3917;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;56121;0303;561210303;H;56
