type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;mn;v;42600;;0;108;880.0;4;220100;155100.0;65000.0;0;0;0;0;0;;45.66835;4.05914;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42037;0000;420370000;Z;42
pr;a;l;42300;;0;90;;4;700;;;0;0;0;0;C;114;46.04479;4.069;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;42187;0401;421870401;H;42
pr;mn;v;42210;;0;96;432.0;4;215315;150515.0;64800.0;0;0;1;0;0;;45.6476;4.31214;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42013;0000;420130000;Z;42
pr;mn;v;42110;;0;85;915.0;5;172000;;;0;0;0;0;0;;45.79438;4.20481;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42088;0000;420880000;Z;42
pr;mn;v;42140;;0;85;639.0;5;205000;;;0;0;0;0;0;;45.59175;4.40556;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42062;0000;420620000;Z;42
pr;mn;v;42600;;0;90;640.0;5;190000;;;0;0;0;0;0;;45.64215;4.06107;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42046;0000;420460000;Z;42
pr;mn;v;42110;;0;90;1100.0;5;175000;;;0;0;0;0;0;;45.77879;4.1109;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42221;0000;422210000;Z;42
pr;a;l;42000;;0;13;;3;300;;;0;0;0;0;D;;45.41287;4.39843;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;42218;2102;422182102;H;42
pr;a;l;42000;;0;83;;4;600;;;0;0;0;0;D;194;45.43022;4.3903;Oui;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;42218;0402;422180402;H;42
pr;mn;v;42110;;0;90;900.0;5;168000;;;0;0;0;0;0;;45.72866;4.15527;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42174;0000;421740000;Z;42
pr;mn;v;42330;;0;102;750.0;4;210000;125000.0;85000.0;0;0;0;0;0;;45.57038;4.3803;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42010;0000;420100000;Z;42
pr;a;l;42000;;0;13;;3;300;;;0;0;0;0;D;;45.42688;4.40252;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;42218;1403;422181403;H;42
pr;mn;v;42410;;0;100;390.0;4;235000;;;0;0;0;0;0;;45.44364;4.73583;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42265;0000;422650000;Z;42
pr;a;l;42270;;0;34;;2;300;;;0;0;0;0;D;187;45.47231;4.38334;Oui;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;42275;0101;422750101;H;42
pr;mn;v;42600;;0;102;450.0;4;208000;130000.0;78000.0;0;0;0;0;0;;45.62304;4.09918;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42299;0000;422990000;Z;42
pr;a;l;42000;;0;37;;2;300;;;0;0;0;0;0;;45.43708;4.38828;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;42218;0102;422180102;H;42
pr;mn;v;42470;;0;90;800.0;5;155000;;;0;0;0;0;0;;45.94447;4.2718;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42098;0000;420980000;Z;42
