type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;mn;v;07000;;0;93;;4;150000;;;0;0;0;0;0;;44.75629;4.69269;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07255;0000;072550000;Z;07
pr;mn;v;07150;;0;88;2424.0;4;168260;122260.0;46000.0;0;0;0;0;0;;44.38938;4.36639;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07304;0000;073040000;Z;07
pr;mn;v;07150;;0;61;2424.0;3;146520;100520.0;46000.0;0;0;0;0;0;;44.38938;4.36639;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07304;0000;073040000;Z;07
pr;mn;v;07150;;0;60;2424.0;3;129650;83650.0;46000.0;0;0;0;0;0;;44.38938;4.36639;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07304;0000;073040000;Z;07
pr;mn;v;07120;;0;83;796.0;4;167850;103850.0;64000.0;0;0;0;0;0;;44.4492;4.34949;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07201;0000;072010000;Z;07
pr;mn;v;07800;;0;113;1000.0;5;330800;;;0;0;0;0;0;;44.80057;4.78188;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07349;0101;073490101;H;07
pr;mn;v;07200;;0;90;764.9;4;185000;;;0;0;1;0;0;;44.62969;4.42403;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07289;0000;072890000;Z;07
pr;mn;v;07130;;0;90;340.0;4;193800;;;0;0;0;0;0;;44.89826;4.84862;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07316;0000;073160000;Z;07
pr;mn;v;07270;;0;111;948.0;6;230000;;;0;0;1;0;0;;44.9779;4.59159;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07129;0000;071290000;Z;07
pr;m;v;07500;;0;89;;4;225500;;;0;0;0;0;0;;44.92502;4.8567;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;07102;0104;071020104;H;07
pr;m;v;07500;;0;86;;4;219100;;;0;0;0;0;0;;44.92502;4.8567;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;07102;0104;071020104;H;07
pr;mn;v;07300;;0;125;900.0;5;300000;;;0;0;2;0;0;;45.05242;4.80514;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07324;0104;073240104;H;07
pr;mn;v;07300;;0;95;630.0;4;255000;;;0;0;1;0;0;;45.05242;4.80514;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07324;0104;073240104;H;07
pr;mn;v;07210;;0;95;;4;198000;;;0;0;0;0;0;;44.70256;4.61817;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07008;0000;070080000;Z;07
pr;mn;v;07000;;0;91;;4;190000;;;0;0;0;0;0;;44.72402;4.59068;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;07186;0101;071860101;H;07
pr;m;v;07200;;0;94;;4;190000;;;800;0;0;0;E;255;44.63132;4.401;Oui;;;;;0;C;;;;;;;;;;;;;a;n;m;2020-03;07325;0000;073250000;Z;07
pr;m;v;07200;07325;0;94;709.0;4;192000;;;0;0;0;0;E;255.0;44.63254;4.40177;Oui;;;;False;0;C;1970.0;;;;False;;;;;Électrique;Radiateur;;m;n;m;2020-03;07325;0000;073250000;Z;07
pr;m;v;07600;07331;0;47;;3;26000;;;0;0;0;0;NS;;44.65667;4.35995;Non;;;;;0;;;;;;False;;;;;;;;m;n;m;2020-03;07331;0000;073310000;Z;07
pr;m;v;07600;07331;0;123;600.0;5;180000;;;0;0;1;1;E;261;44.6645;4.35917;Non;;;;True;0;F;1982.0;2.0;1.0;;;;;;;Fioul;;Individuel;a;n;m;2020-03;07331;0000;073310000;Z;07
pr;m;v;07600;07331;0;152;604.0;6;263000;;;0;0;0;2;0;;44.66444;4.37487;Non;;;;True;Sud-Est;;1590.0;;;;;;;;;Électrique;;;m;n;m;2020-03;07331;0000;073310000;Z;07
pr;m;vp;07600;07331;0;188;1200.0;10;430000;;;0;0;0;3;0;;44.66908;4.36186;Non;3.0;;;True;Sud;;1600.0;3.0;2.0;;;;;;;;;;m;n;m;2020-03;07331;0000;073310000;Z;07
pr;a;l;07600;07331;1;71;;3;415;;;0;0;0;1;D;199;44.66118;4.36707;0;;;;True;0;E;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;07331;0000;073310000;Z;07
pr;m;v;07600;07331;0;65;1245.0;3;180000;;;0;0;0;1;NS;;44.67918;4.37353;Non;1.0;;;False;Sud;NS;;1.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-03;07331;0000;073310000;Z;07
pr;a;l;07600;07331;3;50;;2;387;;;0;0;0;1;D;163;44.6559;4.36647;0;3.0;;;False;0;B;1975.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;07331;0000;073310000;Z;07
pr;m;v;07600;07331;0;545;4800.0;16;770000;;;0;0;0;6;0;;44.65796;4.35731;Non;;;1.0;False;Sud;;1850.0;;;;;;;;;;;;m;n;m;2020-03;07331;0000;073310000;Z;07
pr;m;v;07200;07296;0;160;300.0;8;150000;;;0;0;0;3;0;;44.57773;4.39215;Oui;;;3.0;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-03;07296;0000;072960000;Z;07
pr;a;l;07500;07102;2;77;;3;802;;;0;0;1;0;A;33;44.92462;4.86472;0;;;0.0;;Sud;B;;;1.0;;;;True;;;Gaz;;Individuel;a;n;a;2020-03;07102;0104;071020104;H;07
pr;m;l;07500;07102;0;98;;5;883;;;0;1;0;0;A;43.4;44.93103;4.87796;0;1.0;;1.0;;0;B;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-03;07102;0104;071020104;H;07
