type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;0;129;722.0;6;241158;176900.0;64258.0;0;0;2;0;0;;49.82448;3.28682;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02340;0201;023400201;H;02;;;;;;;1869.44
pr;m;v;0;126;1537.0;5;254535;;;0;0;0;0;D;160;49.32057;3.00191;0;;;;;0;B;;;;;;;;;;Électrique;;Central;a;n;m;2020-04;02644;0000;026440000;Z;02;;;;;;;2020.12
pr;m;v;0;139;1400.0;6;225500;;;0;0;1;1;D;181.0;49.34765;3.69283;Oui;;;;;0;E;1978.0;2.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;02439;0000;024390000;Z;02;;;;;;;1622.3
pr;m;v;0;120;533.0;3;110000;;;0;0;0;0;D;215;50.00793;3.39554;Oui;;;;False;0;E;;;;;True;;;;;;;;m;n;m;2020-04;02618;0000;026180000;Z;02;;;;;;;916.67
pr;mn;v;0;103;500.0;6;187900;172900.0;15000.0;0;0;2;0;0;;49.65135;3.3002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02738;0302;027380302;H;02;;;;6.75;1.0;0.044;1824.27
pr;mn;v;0;99;500.0;6;148900;133900.0;15000.0;0;0;1;0;0;;49.65135;3.3002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02738;0302;027380302;H;02;;;;6.75;1.0;0.054;1504.04
pr;mn;v;0;152;500.0;6;209900;194900.0;15000.0;0;0;2;0;0;;49.65135;3.3002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02738;0302;027380302;H;02;;;;6.75;1.0;0.059;1380.92
pr;mn;v;0;139;500.0;7;207900;192900.0;15000.0;0;0;2;0;0;;49.65135;3.3002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02738;0302;027380302;H;02;;;;;;;1495.68
pr;mn;v;0;109;894.0;6;204900;166900.0;38000.0;0;0;2;0;0;;49.65135;3.3002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02738;0302;027380302;H;02;;;;6.75;1.0;0.043;1879.82
pr;mn;v;0;103;450.0;5;172400;133900.0;38500.0;0;0;1;0;0;;49.87087;3.25412;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02303;0000;023030000;Z;02;8.42;1.0;0.06;8.42;1.0;0.06;1673.79
pr;mn;v;0;124;450.0;6;203400;164900.0;38500.0;0;0;2;0;0;;49.87087;3.25412;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02303;0000;023030000;Z;02;;;;;;;1640.32
pr;mn;v;0;136;450.0;6;202400;163900.0;38500.0;0;0;2;0;0;;49.87087;3.25412;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02303;0000;023030000;Z;02;;;;;;;1488.24
pr;mn;v;0;118;1350.0;5;189900;156900.0;33000.0;0;0;2;0;0;;49.56642;3.25109;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02599;0000;025990000;Z;02;;;;;;;1609.32
pr;m;v;0;66;552.0;4;97000;;;0;0;1;0;VI;;49.44957;4.0389;Non;1.0;;1.0;True;0;G;;1.0;;;False;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;02299;0000;022990000;Z;02;;;;;;;1469.7
pr;mn;v;0;112;400.0;6;176400;137900.0;38500.0;0;0;1;0;0;;49.88527;3.236;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02355;0000;023550000;Z;02;;;;;;;1575.0
pr;mn;v;0;76;800.0;4;152900;86900.0;66000.0;0;0;1;0;0;;49.22169;3.09094;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02810;0302;028100302;H;02;;;;;;;2011.84
pr;mn;v;0;87;600.0;5;195900;135900.0;60000.0;0;0;1;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;8.4;1.0;0.045;2251.72
pr;mn;v;0;103;600.0;6;232900;172900.0;60000.0;0;0;2;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;;;;2261.17
pr;mn;v;0;99;600.0;6;192900;132900.0;60000.0;0;0;1;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;;;;1948.48
pr;mn;v;0;128;600.0;5;259900;199900.0;60000.0;0;0;2;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;8.4;1.0;0.05;2030.47
pr;mn;v;0;151;600.0;6;262900;202900.0;60000.0;0;0;2;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;;;;1741.06
pr;mn;v;0;115;600.0;6;236900;176900.0;60000.0;0;0;2;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;;;;2060.0
pr;mn;v;0;139;600.0;7;252900;192900.0;60000.0;0;0;2;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;;;;1819.42
pr;mn;v;0;76;786.0;4;151400;102900.0;48500.0;0;0;1;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;9.77;2.0;0.059;1992.11
pr;mn;v;0;105;350.0;5;173000;130000.0;43000.0;0;0;0;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;8.4;1.0;0.061;1647.62
pr;mn;v;0;133;525.0;6;253900;191900.0;62000.0;0;0;2;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;;;;1909.02
pr;mn;v;0;140;646.0;6;235715;197215.0;38500.0;0;0;1;0;0;;49.05505;3.3855;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02168;0601;021680601;H;02;;;;;;;1683.68
pr;mn;v;0;90;400.0;5;141400;102900.0;38500.0;0;0;1;0;0;;49.88527;3.236;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02355;0000;023550000;Z;02;;;;;;;1571.11
pr;mn;v;0;99;400.0;5;165400;126900.0;38500.0;0;0;1;0;0;;49.88527;3.236;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02355;0000;023550000;Z;02;;;;;;;1670.71
pr;mn;v;0;89;600.0;5;156400;117900.0;38500.0;0;0;1;0;0;;49.88527;3.236;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02355;0000;023550000;Z;02;;;;;;;1757.3
pr;mn;v;0;128;600.0;6;195400;156900.0;38500.0;0;0;1;0;0;;49.88527;3.236;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02355;0000;023550000;Z;02;;;;;;;1526.56
pr;mn;v;0;133;500.0;6;262900;182900.0;80000.0;0;0;2;0;0;;49.22169;3.09094;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02810;0302;028100302;H;02;8.31;1.0;0.05;8.31;1.0;0.05;1976.69
pr;mn;v;0;89;600.0;5;183900;143900.0;40000.0;0;0;1;0;0;;49.61631;3.22265;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02173;0301;021730301;H;02;;;;;;;2066.29
pr;mn;v;0;87;600.0;5;176900;136900.0;40000.0;0;0;1;0;0;;49.61631;3.22265;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02173;0301;021730301;H;02;;;;;;;2033.33
pr;mn;v;0;110;600.0;6;207900;167900.0;40000.0;0;0;2;0;0;;49.61631;3.22265;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02173;0301;021730301;H;02;;;;;;;1890.0
pr;mn;v;0;99;600.0;6;173900;133900.0;40000.0;0;0;1;0;0;;49.61631;3.22265;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;02173;0301;021730301;H;02;;;;;;;1756.57
