type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;92200;;0;43;;2;1500;;;0;0;0;0;0;;48.87779;2.24812;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92051;0103;920510103;H;92
pr;a;pi;92000;;0;86;;4;460000;;;1913;0;0;0;D;157;48.89494;2.21965;Non;;;;;0;C;;;;;;;;524.0;;;;;a;;a;2020-04;92050;0511;920500511;H;92
pr;a;v;92140;;0;67;;3;410000;;;1731;0;0;0;0;;48.79982;2.25729;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92023;0401;920230401;H;92
pr;a;v;92140;;0;41;;2;284000;;;0;0;0;0;0;;48.78928;2.26068;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;92023;0401;920230401;H;92
pr;m;v;92140;;0;116;;4;750000;;;0;0;0;0;0;;48.78962;2.26138;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;92023;0401;920230401;H;92
pr;a;v;92600;;0;64;;3;340000;;;1410;0;0;0;E;285;48.91408;2.28331;Oui;;;;;0;F;;;;;;;;4.0;;;;;a;;a;2020-04;92004;0202;920040202;H;92
pr;mn;v;92160;;0;110;400.0;5;481900;161900.0;320000.0;0;0;2;0;0;;48.75001;2.29801;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;92002;0402;920020402;H;92
pr;mn;v;92160;;0;129;490.0;6;778000;;;0;0;0;0;0;;48.75001;2.29801;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;92002;0402;920020402;H;92
pr;a;v;92200;;0;39;;2;440000;;;1822;0;0;0;0;;48.89129;2.26962;Non;;;;;0;;;;;;;;;297.0;;;;;a;;a;2020-04;92051;0403;920510403;H;92
pr;a;v;92140;;0;28;;1;230000;;;977;0;0;0;0;;48.79982;2.25729;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92023;0401;920230401;H;92
pr;m;v;92140;;0;97;;4;470000;;;1966;0;0;0;0;;48.79148;2.25771;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;92023;0401;920230401;H;92
pr;a;v;92140;;0;88;;4;700000;;;2894;0;0;0;0;;48.79982;2.25729;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92023;0401;920230401;H;92
pr;a;v;92100;;0;63;;3;670000;;;2770;0;0;0;0;;48.83293;2.22917;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92012;0208;920120208;H;92
pr;a;v;92100;;0;100;;5;1320000;;;5448;0;0;0;0;;48.83283;2.22957;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92012;0208;920120208;H;92
pr;m;v;92290;;0;97;;5;600000;;;2502;0;0;0;0;;48.7719;2.27075;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;92019;0103;920190103;H;92
pr;a;l;92130;;0;28;;1;700;;;0;0;0;0;B;52;48.81632;2.2661;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;92040;0403;920400403;H;92
pr;a;v;92800;;0;52;;2;370000;;;1539;0;0;0;D;;48.88791;2.23905;Non;;;;;0;D;;;;;;;;443.0;;;;;a;;a;2020-04;92062;0101;920620101;H;92
pr;a;l;92210;;0;27;;2;900;;;0;0;0;0;0;;48.85327;2.2219;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92064;0104;920640104;H;92
pr;a;l;92200;;0;25;;1;1100;;;0;0;0;0;0;;48.88859;2.27752;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92051;0406;920510406;H;92
pr;a;v;92340;;0;85;;4;690000;;;2889;0;0;0;0;;48.78045;2.31637;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92014;0106;920140106;H;92
pr;a;v;92700;;0;60;;3;315000;;;0;0;0;0;0;;48.93299;2.25553;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;92025;0205;920250205;H;92
pr;a;v;92700;;0;51;;2;271663;;;0;0;0;0;0;;48.93074;2.25516;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;92025;0205;920250205;H;92
pr;a;v;92110;;0;85;;4;540000;;;2267;0;0;0;B;55;48.90907;2.3131;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;92024;0304;920240304;H;92
pr;a;v;92110;;0;96;;5;570000;;;2387;0;0;0;B;55;48.90907;2.3131;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;92024;0304;920240304;H;92
pr;a;v;92110;;0;93;;5;680000;;;2848;0;0;0;0;;48.90453;2.30477;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92024;0601;920240601;H;92
pr;a;v;92140;;0;94;;5;593000;;;0;0;0;0;0;;48.78539;2.25098;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;92023;0502;920230502;H;92
pr;a;v;92140;;0;111;;6;760000;;;0;0;0;0;0;;48.78539;2.25098;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;92023;0502;920230502;H;92
pr;a;v;92140;;0;76;;4;500000;;;0;0;0;0;0;;48.78539;2.25098;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;92023;0502;920230502;H;92
pr;a;v;92140;;0;39;;2;276000;;;0;0;0;0;0;;48.78539;2.25098;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;92023;0502;920230502;H;92
pr;a;v;92110;;0;80;;4;590000;;;2444;0;0;0;0;;48.90453;2.30477;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92024;0601;920240601;H;92
pr;a;v;92110;;0;57;;3;450000;;;1863;0;0;0;0;;48.90453;2.30477;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;92024;0601;920240601;H;92
pr;a;l;92110;;0;41;;2;900;;;0;0;0;0;A;;48.90484;2.30627;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;92024;0601;920240601;H;92
