type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;30100;;0;47;;2;300;;;0;0;0;0;0;;44.12391;4.07964;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;30007;0101;300070101;H;30
pr;mn;v;30660;;0;80;151.0;5;179500;97500.0;82000.0;0;0;2;0;0;;43.71664;4.17577;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30123;0000;301230000;Z;30
pr;mn;v;30330;;0;83;705.0;4;179850;100850.0;79000.0;0;0;0;0;0;;44.11798;4.59429;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30331;0000;303310000;Z;30
pr;a;l;30100;;0;36;;1;300;;;0;0;0;0;D;154;44.11879;4.07963;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;30007;0108;300070108;H;30
pr;mn;v;30640;;0;80;350.0;4;243530;118530.0;125000.0;0;0;0;0;0;;43.69325;4.32267;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30033;0000;300330000;Z;30
pr;mn;v;30640;;0;90;350.0;5;232350;107350.0;125000.0;0;0;2;0;0;;43.69325;4.32267;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30033;0000;300330000;Z;30
pr;mn;v;30130;;0;83;832.0;4;212000;136000.0;76000.0;0;0;0;0;0;;44.26127;4.57966;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30290;0000;302900000;Z;30
pr;mn;v;30130;;0;90;799.0;4;211000;134000.0;77000.0;0;0;1;0;0;;44.26127;4.57966;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30290;0000;302900000;Z;30
pr;mn;v;30127;;0;93;400.0;5;237087;142087.0;95000.0;0;0;0;0;0;;43.7473;4.49624;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30034;0102;300340102;H;30
pr;a;l;84000;;0;27;;1;400;;;0;0;0;0;0;;43.84653;4.38701;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;30189;1601;301891601;H;30
pr;mn;v;30700;;0;98;601.0;4;263850;153850.0;110000.0;0;0;0;0;0;;44.0181;4.4141;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30334;0103;303340103;H;30
pr;mn;v;30260;;0;80;410.0;5;170350;92350.0;78000.0;0;0;2;0;0;;43.88598;4.11514;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30098;0000;300980000;Z;30
pr;mn;v;30260;;0;90;410.0;5;185350;107350.0;78000.0;0;0;2;0;0;;43.88598;4.11514;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30098;0000;300980000;Z;30
pr;mn;v;30330;;0;84;417.0;4;194300;117356.0;76944.0;0;0;0;0;0;;44.0812;4.601;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30092;0000;300920000;Z;30
pr;mn;v;30260;;0;76;387.0;4;179550;105550.0;74000.0;0;0;0;0;0;;43.92044;3.98922;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30210;0000;302100000;Z;30
pr;mn;v;30260;;0;94;387.0;5;181450;107450.0;74000.0;0;0;0;0;0;;43.92044;3.98922;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30210;0000;302100000;Z;30
pr;m;v;30250;;0;163;;6;400000;;;1674;0;0;0;C;149;43.8593;4.12201;Non;;;;;0;B;;;;;;;;;;;;;a;;m;2020-04;30088;0000;300880000;Z;30
pr;mn;v;30290;;0;110;700.0;5;230000;143000.0;87000.0;0;0;0;0;0;;44.05399;4.64233;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30302;0000;303020000;Z;30
pr;mn;v;30210;;0;90;400.0;5;192350;107350.0;85000.0;0;0;2;0;0;;43.97462;4.55826;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30073;0000;300730000;Z;30
pr;mn;v;30210;;0;80;285.0;5;162250;92350.0;69900.0;0;0;2;0;0;;43.97462;4.55826;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30073;0000;300730000;Z;30
pr;mn;v;30980;;0;90;650.0;4;263500;123500.0;140000.0;0;0;0;0;0;;43.80681;4.25673;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30138;0000;301380000;Z;30
pr;mn;v;30980;;0;104;650.0;5;252900;112900.0;140000.0;0;0;0;0;0;;43.80681;4.25673;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30138;0000;301380000;Z;30
pr;mn;v;30210;;0;93;425.0;5;253157;144537.0;108620.0;0;0;0;0;0;;43.97462;4.55826;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30073;0000;300730000;Z;30
pr;m;v;30133;;0;98;;4;285000;;;0;0;0;0;0;;43.9567;4.76592;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;30011;0101;300110101;H;30
pr;m;v;30133;;0;96;;4;285000;;;0;0;0;0;0;;43.9567;4.76592;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;30011;0101;300110101;H;30
pr;mn;v;30190;;0;65;463.0;3;177450;97450.0;80000.0;0;0;0;0;0;;43.96704;4.27407;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30241;0000;302410000;Z;30
pr;mn;v;30190;;0;90;440.0;5;190350;107350.0;83000.0;0;0;2;0;0;;43.96704;4.27407;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30241;0000;302410000;Z;30
pr;mn;v;30190;;0;80;440.0;5;175350;92350.0;83000.0;0;0;2;0;0;;43.96704;4.27407;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30241;0000;302410000;Z;30
pr;m;pi;30460;;0;178;;6;110000;;;483;0;0;0;0;;44.04535;3.85275;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;30140;0000;301400000;Z;30
pr;mn;v;30310;;0;75;253.0;4;197300;102800.0;94500.0;0;0;0;0;0;;43.73362;4.23283;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30344;0000;303440000;Z;30
pr;mn;v;30310;;0;95;253.0;5;221500;127000.0;94500.0;0;0;2;0;0;;43.73362;4.23283;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30344;0000;303440000;Z;30
pr;mn;v;30250;;0;100;692.0;4;262900;117900.0;145000.0;0;0;0;0;0;;43.81896;4.13274;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30324;0000;303240000;Z;30
pr;mn;v;30540;;0;75;237.0;4;194700;102800.0;91900.0;0;0;0;0;0;;43.78678;4.31511;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30169;0101;301690101;H;30
pr;mn;v;30540;;0;82;206.0;4;201100;116200.0;84900.0;0;0;0;0;0;;43.78678;4.31511;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30169;0101;301690101;H;30
pr;mn;v;30540;;0;95;237.0;5;218550;126650.0;91900.0;0;0;0;0;0;;43.78678;4.31511;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30169;0101;301690101;H;30
pr;mn;v;30540;;0;80;240.0;5;184250;92350.0;91900.0;0;0;2;0;0;;43.78678;4.31511;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30169;0101;301690101;H;30
pr;mn;v;30540;;0;90;510.0;5;223650;107350.0;116300.0;0;0;2;0;0;;43.78678;4.31511;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30169;0101;301690101;H;30
pr;a;pi;30900;;0;32;;2;110000;;;481;0;0;0;0;;43.83815;4.3578;Oui;;;;;0;;;;;;;;;136.0;;;;;a;;a;2020-04;30189;0102;301890102;H;30
pr;a;l;30000;;0;38;;2;500;;;0;0;0;0;A;;43.83815;4.3578;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;30189;0102;301890102;H;30
pr;a;l;30000;;0;39;;2;500;;;0;0;0;0;A;;43.83815;4.3578;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;30189;0102;301890102;H;30
pr;m;v;30250;;0;4000;;30;3150000;;;12989;0;0;0;D;160;43.78355;4.08945;Non;;;;;0;E;;;;;;;;;;;;;a;;m;2020-04;30321;0000;303210000;Z;30
pr;mn;v;30121;;0;80;415.0;5;236350;92350.0;144000.0;0;0;2;0;0;;43.73743;4.2032;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30185;0000;301850000;Z;30
pr;mn;v;30121;;0;90;415.0;5;251350;107350.0;144000.0;0;0;2;0;0;;43.73743;4.2032;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30185;0000;301850000;Z;30
pr;m;v;30120;;0;75;;4;70000;;;335;0;0;0;0;;43.99376;3.61664;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;30350;0101;303500101;H;30
pr;mn;v;30190;;0;76;900.0;4;195450;105550.0;89900.0;0;0;0;0;0;;43.99544;4.1753;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30046;0000;300460000;Z;30
pr;mn;v;30190;;0;74;1026.0;5;217300;123800.0;93500.0;0;0;0;0;0;;43.99544;4.1753;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30046;0000;300460000;Z;30
pr;mn;v;30510;;0;90;360.0;5;220250;107350.0;112900.0;0;0;2;0;0;;43.72266;4.3519;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30128;0000;301280000;Z;30
pr;mn;v;30510;;0;80;360.0;5;205250;92350.0;112900.0;0;0;2;0;0;;43.72266;4.3519;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30128;0000;301280000;Z;30
pr;mn;v;30510;;0;60;300.0;4;205000;106100.0;98900.0;0;0;0;0;0;;43.72266;4.3519;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30128;0000;301280000;Z;30
pr;a;v;30400;;0;61;;3;229000;;;0;0;0;0;0;;43.96341;4.79696;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;30351;0101;303510101;H;30
pr;a;v;30400;;0;83;;4;342000;;;0;0;0;0;0;;43.96341;4.79696;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;30351;0101;303510101;H;30
pr;m;l;30340;;0;106;;4;900;;;0;0;0;0;A;36;44.18399;4.10022;Non;;;;;0;A;;;;;;;;;;;;;a;;m;2020-04;30274;0000;302740000;Z;30
pr;mn;v;30000;;0;145;3000.0;6;438900;259000.0;179900.0;0;0;2;0;0;;43.84171;4.35751;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30189;0401;301890401;H;30
pr;mn;v;30250;;0;90;490.0;5;237350;107350.0;130000.0;0;0;2;0;0;;43.76296;4.11753;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30136;0000;301360000;Z;30
pr;mn;v;30250;;0;80;490.0;5;222350;92350.0;130000.0;0;0;2;0;0;;43.76296;4.11753;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30136;0000;301360000;Z;30
pr;a;l;30000;;0;68;;3;800;;;0;0;0;0;C;120;43.82857;4.35851;Oui;;;;;0;A;;;;;;;;0.0;;;;;a;;a;2020-04;30189;0204;301890204;H;30
pr;mn;v;30350;;0;80;675.0;5;166350;92350.0;74000.0;0;0;2;0;0;;43.93057;4.128;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30183;0000;301830000;Z;30
pr;mn;v;30350;;0;90;675.0;5;181350;107350.0;74000.0;0;0;2;0;0;;43.93057;4.128;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30183;0000;301830000;Z;30
pr;mn;v;30430;;0;73;1373.0;4;165850;99550.0;66300.0;0;0;0;0;0;;44.31055;4.3444;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30029;0000;300290000;Z;30
pr;mn;v;30700;;0;105;400.0;5;194050;113550.0;80500.0;0;0;0;0;0;;43.96874;4.37901;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30041;0000;300410000;Z;30
pr;mn;v;30420;;0;80;300.0;5;206350;92350.0;114000.0;0;0;2;0;0;;43.78659;4.18913;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30062;0000;300620000;Z;30
pr;mn;v;30420;;0;90;300.0;5;221350;107350.0;114000.0;0;0;2;0;0;;43.78659;4.18913;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30062;0000;300620000;Z;30
pr;mn;v;30420;;0;100;485.0;6;259000;124000.0;135000.0;0;0;2;0;0;;43.78659;4.18913;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30062;0000;300620000;Z;30
pr;mn;v;30420;;0;93;498.0;5;284487;134487.0;150000.0;0;0;0;0;0;;43.78659;4.18913;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30062;0000;300620000;Z;30
pr;m;l;30420;;0;140;;6;900;;;0;0;0;0;0;;43.7787;4.20957;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;30062;0000;300620000;Z;30
pr;mn;v;30800;;0;60;400.0;4;185000;100100.0;84900.0;0;0;0;0;0;;43.6664;4.41543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30258;0104;302580104;H;30
pr;mn;v;30800;;0;90;400.0;6;205000;120100.0;84900.0;0;0;0;0;0;;43.6664;4.41543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30258;0104;302580104;H;30
pr;mn;v;30730;;0;90;400.0;5;192250;107350.0;84900.0;0;0;2;0;0;;43.9006;4.2254;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30122;0000;301220000;Z;30
pr;mn;v;30730;;0;80;359.0;5;210000;130100.0;79900.0;0;0;0;0;0;;43.9006;4.2254;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30122;0000;301220000;Z;30
pr;mn;v;30730;;0;100;610.0;6;236900;124000.0;112900.0;0;0;2;0;0;;43.9006;4.2254;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30122;0000;301220000;Z;30
pr;m;v;30240;;0;110;;4;460000;;;1942;0;0;0;B;86;43.52322;4.14079;Non;;;;;0;C;;;;;;;;;;;;;a;;m;2020-04;30133;0102;301330102;H;30
pr;mn;v;30114;;0;80;376.0;5;215350;92350.0;123000.0;0;0;2;0;0;;43.78821;4.23009;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30186;0000;301860000;Z;30
pr;mn;v;30114;;0;90;495.0;5;246350;107350.0;139000.0;0;0;2;0;0;;43.78821;4.23009;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30186;0000;301860000;Z;30
pr;m;v;30240;;0;143;;6;620000;;;2580;0;0;0;B;64;43.51398;4.16161;Non;;;;;0;C;;;;;;;;;;;;;a;;m;2020-04;30133;0102;301330102;H;30
pr;m;v;30240;;0;160;;6;670000;;;2790;0;0;0;C;128;43.52322;4.14079;Non;;;;;0;A;;;;;;;;;;;;;a;;m;2020-04;30133;0102;301330102;H;30
pr;mn;v;30220;;0;80;480.0;5;257350;92350.0;165000.0;0;0;2;0;0;;43.57705;4.23936;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30276;0000;302760000;Z;30
pr;mn;v;30220;;0;90;480.0;5;285000;120000.0;165000.0;0;0;2;0;0;;43.57705;4.23936;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30276;0000;302760000;Z;30
pr;mn;v;30220;;0;83;516.0;4;299600;115900.0;183700.0;0;0;1;0;0;;43.57705;4.23936;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30276;0000;302760000;Z;30
pr;mn;v;30650;;0;130;726.0;4;355980;204980.0;151000.0;0;0;0;0;0;;43.97837;4.6788;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30217;0101;302170101;H;30
pr;mn;v;30730;;0;80;226.0;5;160250;92350.0;67900.0;0;0;2;0;0;;43.85282;4.15315;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30182;0000;301820000;Z;30
pr;mn;v;30170;;0;90;1000.0;5;225000;132000.0;93000.0;0;0;0;0;0;;43.95916;3.85082;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30263;0000;302630000;Z;30
pr;mn;v;30190;;0;90;350.0;5;193500;116500.0;77000.0;0;0;2;0;0;;43.93136;4.26156;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30061;0000;300610000;Z;30
pr;mn;v;30190;;0;83;350.0;4;209787;132787.0;77000.0;0;0;0;0;0;;43.93136;4.26156;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30061;0000;300610000;Z;30
pr;mn;v;30700;;0;100;1273.0;4;271050;156050.0;115000.0;0;0;0;0;0;;44.0191;4.46668;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30299;0000;302990000;Z;30
pr;a;l;84000;;0;30;;1;400;;;0;0;0;0;D;219;43.93962;4.5604;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;30212;0000;302120000;Z;30
pr;m;l;30730;;0;173;;7;900;;;0;0;0;0;D;156;43.88741;4.18879;Oui;;;;;0;E;;;;;;;;;;;;;a;;m;2020-04;30281;0000;302810000;Z;30
pr;mn;v;30760;;0;83;1955.0;4;163500;103000.0;60500.0;0;0;0;0;0;;44.27593;4.47493;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30134;0000;301340000;Z;30
pr;mn;v;30130;;0;105;424.0;5;259150;187750.0;71400.0;0;0;0;0;0;;44.25175;4.63695;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30202;0103;302020103;H;30
pr;mn;v;30126;;0;98;651.0;4;274550;154650.0;119900.0;0;0;0;0;0;;44.00996;4.69397;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30326;0000;303260000;Z;30
pr;m;v;30250;;0;330;;8;780000;;;3260;0;0;0;A;49;43.75469;4.14912;Non;;;;;0;A;;;;;;;;;;;;;a;;m;2020-04;30019;0000;300190000;Z;30
pr;mn;v;30210;;0;130;1555.0;4;351100;211100.0;140000.0;0;0;0;0;0;;43.95409;4.47265;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30085;0000;300850000;Z;30
pr;m;v;30900;;0;780;;20;1580000;;;6520;0;0;0;E;244;43.8334;4.32569;Non;;;;;0;C;;;;;;;;;;;;;a;;m;2020-04;30189;0804;301890804;H;30
pr;m;v;30740;;0;133;;6;320000;;;1328;0;0;0;C;110;43.66442;4.24359;Non;;;;;0;D;;;;;;;;;;;;;a;;m;2020-04;30059;0000;300590000;Z;30
