type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;180;750.0;7;312000;;;0;0;0;2;0;;14.48786;-60.94813;Non;;;;;0;;;;;;;;;;;;;;a;n;m;2020-04;97227;2703;972272703;H;972;2.0;;;;;;;1733.33
pr;a;v;0;18;;1;44000;;;0;1;0;0;0;;14.62265;-61.03854;Oui;;;;False;0;;;;;;;;False;;;;;;m;n;a;2020-04;97209;0402;972090402;H;972;2.0;;;;22.11;26.0;0.109;2444.44
pr;m;v;0;237;825.0;5;479450;;;0;0;3;0;NS;;14.67267;-61.03654;Oui;;;8.0;False;0;;;4.0;;;;;;;;;;;a;n;m;2020-04;97224;2401;972242401;H;972;2.0;;;;17.33;1.0;0.103;2023.0
pr;m;v;0;76;500.0;4;250000;;;0;0;2;0;NS;;14.54865;-60.92906;Oui;1.0;;4.0;False;0;;;2.0;;;;;;;;;;;a;n;m;2020-04;97223;2303;972232303;H;972;2.0;7.55;1.0;0.028;7.55;1.0;0.028;3289.47
pr;a;v;0;30;;1;120000;;;517;0;0;0;0;;14.61606;-61.05878;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;97209;0602;972090602;H;972;2.0;;;;22.11;26.0;0.066;4000.0
pr;a;v;0;63;;3;180000;;;0;0;0;0;NS;;14.63364;-61.05861;Oui;;;1.0;;0;;;;;;;;;0.0;1148.0;;;;a;n;a;2020-04;97209;0902;972090902;H;972;2.0;13.31;2.0;0.056;12.54;48.0;0.053;2857.14
pr;a;v;0;60;;3;229000;;;0;0;0;0;NS;;14.62124;-61.06915;Non;;;1.0;;0;;;;;;;;;14.0;2400.0;;;;a;n;a;2020-04;97209;0801;972090801;H;972;2.0;;;;12.54;48.0;0.039;3816.67
pr;a;v;2;77;;3;170000;;;0;0;0;2;0;;14.49645;-60.97994;Oui;3.0;;1.0;;0;;;;;;;;True;;1440.0;;;;a;n;a;2020-03;97227;2703;972272703;H;972;2.0;12.12;1.0;0.066;15.15;2.0;0.082;2207.79
pr;m;v;0;190;600.0;10;400000;;;0;0;0;5;C;120.0;14.46576;-60.93295;Non;;;;;sud-ouest;G;;4.0;;;False;;;;;;;;m;n;m;2020-03;97227;2703;972272703;H;972;2.0;;;;;;;2105.26
pr;a;v;1;121;;3;125000;;;0;0;0;1;0;;14.66909;-61.03928;Non;2.0;;2.0;;0;;;;;;;;;6.0;1.0;;;;a;n;a;2020-03;97224;2401;972242401;H;972;2.0;14.02;3.0;0.163;14.02;3.0;0.163;1033.06
pr;m;v;0;337;550.0;8;520000;;;0;0;0;5;0;;14.52213;-60.88926;Oui;1.0;;4.0;;0;;;;;;;;;;;;;;a;n;m;2020-03;97220;2004;972202004;H;972;2.0;;;;;;;1543.03
pr;m;v;0;78;;4;99500;;;0;0;2;0;VI;;14.60986;-60.88114;Oui;1.0;;;;0;;;2.0;;;;;;;;;;;a;n;m;2020-03;97210;0101;972100101;H;972;2.0;;;;18.56;2.0;0.175;1275.64
pr;m;v;0;56;116.0;3;96000;;;0;0;1;0;VI;;14.62777;-61.06914;Non;;;;;0;VI;;;;;;;;;;;;;a;n;m;2020-03;97209;0803;972090803;H;972;2.0;;;;16.17;4.0;0.113;1714.29
pr;m;v;0;71;2600.0;3;314000;;;0;0;0;2;0;;14.59486;-60.947;Oui;;;5.0;;0;;;;;;;;;;;;;;a;n;m;2020-03;97207;0704;972070704;H;972;2.0;;;;;;;4422.54
pr;m;v;0;60;1255.0;3;260000;;;0;0;0;1;0;;14.55664;-60.94845;Non;;;;;0;;;;;;;;;;0.0;;;;a;n;m;2020-03;97223;2302;972232302;H;972;2.0;;;;;;;4333.33
pr;m;v;0;114;800.0;5;559000;;;0;0;2;0;G;451;14.5305;-60.95424;Non;;;2.0;True;Nord-Ouest;;;2.0;;;;;;;320.04;;;;a;n;m;2020-03;97221;0104;972210104;H;972;2.0;;;;15.87;5.0;0.039;4903.51
pr;m;v;0;230;1480.0;7;564000;;;0;0;0;0;G;500.0;14.5103;-60.94228;Non;1.0;;;False;Sud-Est;G;;;;;;;;;;;;;a;n;m;2020-03;97221;0104;972210104;H;972;2.0;;;;;;;2452.17
pr;a;v;1;65;;3;177000;;;0;0;1;0;NS;;14.60145;-61.09019;Non;;;;False;0;;;1.0;;;;;False;17.0;928.0;;;;a;n;a;2020-03;97209;0201;972090201;H;972;2.0;;;;12.54;48.0;0.055;2723.08
pr;m;v;0;75;280.0;4;293500;;;0;0;0;0;0;;14.51837;-60.96241;Non;;;2.0;;0;;;;;;;;;;;;;;a;n;m;2020-03;97221;0104;972210104;H;972;2.0;;;;15.9;8.0;0.049;3913.33
pr;a;v;2;66;;3;165000;;;0;1;1;0;VI;;14.61867;-61.04596;Oui;5.0;;;False;0;VI;;1.0;1.0;;;17.0;False;60.0;1410.0;;;;a;n;a;2020-03;97209;0401;972090401;H;972;2.0;12.72;2.0;0.061;12.54;48.0;0.06;2500.0
pr;a;v;0;83;;5;270000;;;0;0;1;1;NS;;14.61813;-61.04336;Non;7.0;;2.0;;sud-est;;;1.0;;;True;;True;131.0;;;;;m;n;a;2020-03;97209;0401;972090401;H;972;2.0;;;;12.36;1.0;0.046;3253.01
pr;a;v;2;48;;3;200000;;;0;0;0;1;NS;;14.61813;-61.04336;Non;7.0;;1.0;;sud-est;;;1.0;;;False;;True;131.0;;;;;m;n;a;2020-03;97209;0401;972090401;H;972;2.0;12.72;2.0;0.037;12.54;48.0;0.036;4166.67
pr;a;v;3;72;;4;244000;;;0;0;1;1;NS;;14.61813;-61.04336;Non;7.0;;2.0;;sud-est;;;1.0;;;True;;True;131.0;;;;;m;n;a;2020-03;97209;0401;972090401;H;972;2.0;;;;12.22;35.0;0.043;3388.89
pr;m;v;0;230;866.0;10;180000;;;0;0;0;3;NS;;14.72246;-61.00673;Non;;;;;Est-Ouest;;;3.0;;;False;;;;;;;;m;n;m;2020-03;97212;1202;972121202;H;972;2.0;;;;;;;782.61
pr;m;v;0;223;4982.0;5;259000;;;0;0;2;1;NS;;14.63295;-60.95787;Non;;;;False;0;;;2.0;;;;;;;;;;;a;n;m;2020-03;97213;1309;972131309;H;972;2.0;;;;10.0;1.0;0.103;1161.43
pr;a;v;0;70;;3;160000;;;0;0;0;0;NS;;14.64769;-60.95911;Oui;;;2.0;;0;;;;;;;;;4.0;720.0;;;;a;n;a;2020-03;97213;1309;972131309;H;972;2.0;;;;13.08;13.0;0.069;2285.71
pr;a;v;0;89;;4;399940;;;0;0;3;0;VI;;14.62096;-61.05607;Non;7.0;;3.0;;0;VI;2020.0;1.0;;;True;;True;78.0;;;;;a;n;a;2020-03;97209;0602;972090602;H;972;2.0;10.62;1.0;0.028;12.22;35.0;0.033;4493.71
pr;a;v;3;88;;4;165000;;;0;0;1;0;NS;;14.62887;-61.05614;Non;4.0;;2.0;True;Nord-Est;;;1.0;;;False;;False;88.0;1200.0;;;;m;n;a;2020-03;97209;0603;972090603;H;972;2.0;10.92;1.0;0.07;12.22;35.0;0.078;1875.0
pr;a;v;1;62;;2;135000;;;0;0;1;0;G;600.0;14.58191;-60.96435;Oui;5.0;;2.0;False;0;G;2009.0;1.0;1.0;;;;True;133.0;154.0;;;;a;n;a;2020-03;97207;0705;972070705;H;972;2.0;15.0;1.0;0.083;15.0;3.0;0.083;2177.42
pr;a;v;0;41;;2;199000;;;0;1;0;0;VI;;14.59806;-61.04576;Non;7.0;;2.0;;0;VI;2020.0;;1.0;;;;True;79.0;;;;;a;n;a;2020-03;97209;0301;972090301;H;972;2.0;13.83;7.0;0.034;15.3;41.0;0.038;4853.66
pr;a;v;0;24;;1;140000;;;0;0;0;0;VI;;14.59797;-61.04581;Non;7.0;;2.0;;0;VI;2020.0;;1.0;;;;True;133.0;;;;;a;n;a;2020-03;97209;0301;972090301;H;972;2.0;;;;22.11;26.0;0.045;5833.33
pr;a;v;0;89;;4;399940;;;0;0;0;0;VI;;14.60139;-61.04426;Non;7.0;;;;0;VI;;;;;;;;;;;;;a;n;a;2020-03;97209;0301;972090301;H;972;2.0;12.26;6.0;0.033;12.22;35.0;0.033;4493.71
pr;m;v;0;864;;15;1250000;;;5118;0;0;0;0;;14.61519;-61.07194;Non;;;;;0;;;;;;;;;;;;;;a;n;m;2020-03;97209;0102;972090102;H;972;2.0;;;;;;;1446.76
pr;a;v;1;63;;3;210000;;;0;0;1;0;G;600;14.60878;-61.07211;Oui;;;1.0;True;0;G;2008.0;1.0;1.0;;;;True;21.0;;;;;a;n;a;2020-03;97209;0102;972090102;H;972;2.0;10.48;2.0;0.038;12.54;48.0;0.045;3333.33
pr;m;v;0;139;;6;570000;;;2369;0;0;0;0;;14.6235;-61.07555;Non;;;;;0;;;;;;;;;;;;;;a;n;m;2020-03;97209;0114;972090114;H;972;2.0;;;;17.24;2.0;0.05;4100.72
pr;a;v;2;31;;2;115000;;;0;1;1;0;G;451.0;14.63585;-61.08108;Oui;2.0;;1.0;True;Nord-Ouest;G;;;;;;;;;1404.6;;;;a;n;a;2020-03;97209;0114;972090114;H;972;2.0;;;;15.3;41.0;0.049;3709.68
pr;m;v;0;143;1500.0;6;579000;;;0;0;0;2;0;;14.6196;-61.07772;Non;0.0;;5.0;;0;;;;;;;;;;;;;;a;n;m;2020-03;97209;0114;972090114;H;972;2.0;;;;17.24;2.0;0.051;4048.95
pr;a;v;0;139;;4;360400;;;0;0;0;0;NS;;14.62121;-61.07725;Non;;;;False;0;;;1.0;;;;;True;;;;;;a;n;a;2020-03;97209;0114;972090114;H;972;2.0;13.33;2.0;0.062;12.22;35.0;0.057;2592.81
pr;m;v;0;139;1398.0;6;577500;;;0;0;0;0;NS;;14.62398;-61.07777;Non;;;;False;0;;;;;;;;;;;;;;a;n;m;2020-03;97209;0114;972090114;H;972;2.0;;;;17.24;2.0;0.05;4154.68
pr;m;v;0;53;60.0;2;80000;;;0;0;0;1;0;;14.6165;-61.07294;Non;;;;;0;;;;;;;;;;;;;;a;n;m;2020-03;97209;0114;972090114;H;972;2.0;;;;;;;1509.43
