DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
70;70002;pr;a;m;v;8;E;200.0;70000.0;350.0;;;0.0;1.0;2.0;1
70;70006;pr;a;m;v;3;NS;90.0;47000.0;522.22;;;0.0;0.0;1.0;1
70;70006;pr;a;m;v;4;D;132.0;107500.0;814.39;;;0.0;0.0;1.0;1
70;70006;pr;a;m;v;5;D;148.0;72000.0;486.49;;;0.0;0.0;1.0;1
70;70006;pr;a;m;v;6;D;150.0;98000.0;653.33;;;0.0;1.0;1.0;1
70;70006;pr;a;m;v;8;E;145.0;129000.0;889.66;;;0.0;0.0;1.0;1
70;70006;pr;m;m;v;5;VI;124.0;38990.0;314.44;;;0.0;0.0;1.0;1
70;70011;pr;a;m;v;7;0;130.0;167000.0;1284.62;;;0.0;1.0;1.0;1
70;70013;pr;m;m;v;4;E;109.0;86000.0;788.99;;;0.0;0.0;1.0;1
70;70017;pr;a;m;v;10;D;240.0;115000.0;479.17;;;0.0;2.0;0.0;1
70;70017;pr;a;m;v;5;E;95.0;44500.0;468.42;;;0.0;1.0;1.0;1
70;70017;pr;m;m;v;5;E;135.0;75000.0;555.56;;;0.0;0.0;1.0;1
70;70018;pr;a;m;v;5;NS;210.0;140000.0;666.67;;;0.0;1.0;0.0;1
70;70018;pr;a;m;v;7;D;191.0;271000.0;1418.85;;;1.0;1.0;0.0;1
70;70023;pr;m;m;v;4;NS;200.0;23990.0;119.95;;;0.0;0.0;0.0;1
70;70026;pr;a;a;v;4;C;90.0;108000.0;1200.0;;;0.0;1.0;0.0;1
70;70026;pr;a;m;v;3;VI;79.0;65000.0;822.78;;;0.0;0.0;0.0;1
70;70026;pr;a;m;v;4;F;100.0;120000.0;1200.0;;;0.0;1.0;1.0;1
70;70026;pr;a;m;v;7;E;172.0;139000.0;808.14;;;0.0;1.0;0.0;1
70;70026;pr;a;m;v;8;E;210.0;126000.0;600.0;;;0.0;1.0;0.0;1
70;70027;pr;m;m;v;5;E;112.0;50000.0;446.43;;;0.0;0.0;0.0;1
70;70031;pr;a;m;v;4;VI;87.0;55000.0;632.18;;;0.0;0.0;1.0;1
70;70035;pr;a;m;v;6;E;126.0;40000.0;317.46;;;0.0;0.0;1.0;1
70;70039;pr;a;m;v;5;E;134.0;183000.0;1365.67;;;0.0;1.0;0.0;1
70;70039;pr;m;m;v;5;E;192.0;164000.0;854.17;;;0.0;0.0;0.0;1
70;70040;pr;a;m;v;7;D;215.0;170000.0;790.7;;;0.0;1.0;0.0;1
70;70051;pr;a;m;v;7;E;134.0;120000.0;895.52;;;0.0;0.0;1.0;1
70;70051;pr;a;m;v;8;0;165.0;113000.0;684.85;;;0.0;1.0;1.0;1
70;70052;pr;m;m;v;5;VI;198.0;72000.0;363.64;;;0.0;0.0;0.0;1
70;70054;pr;a;m;v;7;E;172.0;139000.0;808.14;;;0.0;1.0;0.0;1
70;70055;pr;a;m;v;10;E;270.0;128000.0;474.07;;;0.0;0.0;1.0;1
70;70055;pr;a;m;v;6;0;170.0;118000.0;694.12;;;0.0;1.0;0.0;1
70;70056;pr;a;m;v;4;0;109.0;38500.0;353.21;;;0.0;0.0;0.0;1
70;70056;pr;a;m;v;5;0;118.0;42000.0;355.93;;;0.0;0.0;0.0;1
70;70056;pr;a;m;v;9;0;195.0;138500.0;710.26;;;0.0;0.0;0.0;1
70;70058;pr;a;m;v;6;D;125.0;99000.0;792.0;;;0.0;1.0;1.0;1
70;70063;pr;a;m;v;8;VI;235.0;159000.0;676.6;;;0.0;0.0;2.0;1
70;70066;pr;a;m;v;4;0;108.0;25000.0;231.48;;;0.0;0.0;1.0;1
70;70074;pr;m;m;v;2;D;104.0;45000.0;432.69;;;0.0;0.0;0.0;1
70;70076;pr;a;m;v;6;C;311.0;270000.0;868.17;;;0.0;0.0;0.0;1
70;70076;pr;cm;m;v;4;A;92.0;191000.0;2076.09;;;0.0;0.0;1.0;1
70;70076;pr;cm;mn;v;4;0;92.0;191000.0;2076.09;;;0.0;0.0;0.0;1
70;70081;pr;a;m;v;11;E;410.0;609000.0;1499.64;;;0.0;1.5;2.5;2
70;70083;pr;a;m;v;3;NS;80.0;55000.0;687.5;;;0.0;1.0;0.0;1
70;70083;pr;a;m;v;4;VI;94.0;74000.0;787.23;;;0.0;0.0;0.0;1
70;70084;pr;cm;m;v;3;A;78.0;265500.0;3403.85;;;0.0;0.0;1.0;1
70;70084;pr;cm;m;v;4;A;84.5;239400.0;2723.42;;;0.0;0.0;1.0;4
70;70084;pr;cm;m;v;5;A;95.0;243600.0;2564.21;;;0.0;0.0;1.0;1
70;70085;pr;cm;m;v;4;A;97.0;195500.0;2015.46;;;0.0;0.0;1.0;2
70;70085;pr;cm;m;v;5;A;91.0;189100.0;2078.02;;;0.0;0.0;1.0;1
