DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
66;66002;pr;a;a;v;2;0;37.0;109000.0;2945.95;14.32;0.058;0.0;0.0;1.0;1
66;66002;pr;a;a;v;3;0;221.0;595000.0;2692.31;;;0.0;0.0;3.0;1
66;66002;pr;a;a;v;3;C;60.0;106000.0;1766.67;;;0.0;1.0;1.0;1
66;66002;pr;a;a;v;4;D;141.0;164500.0;1166.66;;;0.0;0.5;0.5;2
66;66002;pr;a;m;v;3;C;94.0;242000.0;2574.47;13.95;0.065;0.0;0.0;1.0;1
66;66002;pr;a;m;v;3;D;97.0;224350.0;2311.26;13.95;0.073;0.0;1.0;0.5;2
66;66002;pr;a;m;v;3;VI;83.5;122500.0;1466.68;13.95;0.114;0.0;1.0;0.0;2
66;66002;pr;a;m;v;4;0;126.0;342000.0;2714.29;8.68;0.038;0.0;0.0;1.0;1
66;66002;pr;a;m;v;4;A;132.0;399000.0;3022.73;8.68;0.034;0.0;0.0;3.0;1
66;66002;pr;a;m;v;4;B;144.0;349000.0;2423.61;8.68;0.043;0.0;1.0;1.0;1
66;66002;pr;a;m;v;4;C;97.0;268500.0;2738.63;8.68;0.039;0.0;1.0;0.5;2
66;66002;pr;a;m;v;4;E;90.0;148000.0;1644.44;8.68;0.063;0.0;0.0;1.0;1
66;66002;pr;a;m;v;5;B;124.5;325000.0;2687.78;;;0.0;0.17;1.67;6
66;66002;pr;a;m;v;5;C;108.0;348000.0;3220.69;;;0.0;1.0;1.0;3
66;66002;pr;a;m;v;5;D;85.0;196000.0;2305.88;;;0.0;1.0;0.0;1
66;66002;pr;a;m;v;5;E;97.0;272000.0;2804.12;;;0.0;1.0;0.0;1
66;66002;pr;a;m;v;6;B;225.0;680000.0;3022.22;;;0.0;2.0;0.0;1
66;66002;pr;a;m;v;8;C;175.0;192000.0;1097.14;;;0.0;1.0;1.0;1
66;66002;pr;cm;mn;v;6;0;170.0;424480.0;2496.94;;;0.0;0.0;0.0;1
66;66002;pr;m;a;v;2;C;42.0;150000.0;3571.43;14.32;0.048;0.0;1.0;0.0;1
66;66002;pr;m;m;v;3;C;83.0;194000.0;2337.35;13.95;0.072;0.0;0.0;0.0;1
66;66002;pr;m;m;v;4;D;87.0;216000.0;2482.76;8.68;0.042;0.0;0.0;0.0;1
66;66002;pr;m;m;v;6;C;130.0;345000.0;2653.85;;;0.0;0.0;0.0;1
66;66003;pr;a;a;v;1;0;20.0;30000.0;1500.0;13.66;0.109;0.0;1.0;0.0;1
66;66003;pr;a;a;v;1;D;27.0;55000.0;2037.04;13.66;0.08;0.0;0.0;1.0;1
66;66003;pr;a;a;v;1;E;27.0;38500.0;1456.25;13.66;0.109;0.12;0.38;0.62;8
66;66003;pr;a;a;v;1;F;21.0;39500.0;1769.23;13.66;0.09;0.0;1.0;0.0;3
66;66003;pr;a;a;v;1;G;19.0;35000.0;1842.11;13.66;0.089;0.0;1.0;0.0;1
66;66003;pr;a;a;v;1;NS;27.0;52750.0;1953.7;13.66;0.084;0.5;0.5;0.5;2
66;66003;pr;a;a;v;1;VI;20.5;32000.0;1555.95;13.66;0.107;0.0;1.0;0.0;2
66;66003;pr;a;a;v;11;B;311.0;338000.0;1086.82;;;0.0;11.0;0.0;1
66;66003;pr;a;a;v;2;0;46.0;72000.0;1460.54;;;0.5;0.75;0.25;4
66;66003;pr;a;a;v;2;C;50.0;76000.0;1673.08;;;0.5;0.5;0.5;6
66;66003;pr;a;a;v;2;D;45.0;65000.0;1586.21;;;0.6;0.4;0.6;5
66;66003;pr;a;a;v;2;E;45.0;60000.0;1322.22;;;0.44;1.0;0.11;9
66;66003;pr;a;a;v;2;F;38.0;59800.0;1573.68;;;0.0;0.0;1.0;1
66;66003;pr;a;a;v;2;G;52.0;60000.0;1153.85;;;0.0;1.0;0.0;1
66;66003;pr;a;a;v;2;NS;43.0;55000.0;1500.0;;;0.14;0.29;0.71;7
66;66003;pr;a;a;v;2;VI;34.0;49214.5;1345.28;;;0.0;0.5;0.25;4
66;66003;pr;a;a;v;3;0;48.0;83250.0;1753.3;7.79;0.054;0.5;0.5;0.5;2
66;66003;pr;a;a;v;3;D;66.0;102000.0;1515.15;7.79;0.064;0.11;0.67;0.22;9
66;66003;pr;a;a;v;3;E;71.0;75000.0;1415.09;7.79;0.078;0.67;0.67;0.33;3
66;66003;pr;a;a;v;3;VI;52.5;55500.0;953.66;7.79;0.116;0.0;0.0;0.5;2
66;66003;pr;a;a;v;4;NS;62.0;77000.0;1241.94;;;0.0;0.0;1.0;1
66;66003;pr;a;a;v;5;C;149.0;174000.0;1167.79;;;1.0;0.0;2.0;1
66;66003;pr;a;a;v;5;E;133.0;80000.0;601.5;;;0.0;1.0;0.0;1
66;66003;pr;a;m;v;10;D;315.0;620000.0;1968.25;;;1.0;3.0;1.0;1
66;66003;pr;a;m;v;11;E;431.0;118000.0;273.78;;;0.0;0.0;0.0;1
66;66003;pr;a;m;v;17;F;351.0;505000.0;1439.33;;;0.0;3.0;2.5;2
