type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;125;;9;65990;;;0;0;0;0;D;201.0;43.05896;2.22016;Non;;;;;0;B;;;;;False;;;;;;;;m;n;m;2020-04;11206;0102;112060102;H;11;;;;;;;527.92
pr;m;v;0;120;;4;115000;;;0;0;1;1;VI;;43.19436;2.21551;Non;;;;;0;;;2.0;;;;;;;;;;;a;n;m;2020-04;11018;0000;110180000;Z;11;;;;;;;958.33
pr;m;v;0;137;;5;115000;;;0;0;0;1;D;213;43.26256;2.04099;Non;1.0;;;;Sud;C;;2.0;;;;;;;;;;;a;n;m;2020-04;11281;0000;112810000;Z;11;;;;;;;839.42
pr;m;v;0;50;1114.0;3;176800;;;0;0;1;0;D;230.03;43.05816;2.79077;Non;;;;;0;E;;2.0;;;False;;;;;Bois;;Individuel;m;n;m;2020-04;11152;0000;111520000;Z;11;;;;;;;3536.0
pr;m;v;0;130;;5;84590;;;0;0;1;1;E;307;43.23269;2.23509;Non;;;1.0;True;0;C;;2.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-04;11437;0000;114370000;Z;11;6.05;1.0;0.112;6.05;1.0;0.112;650.69
pr;m;v;0;115;484.0;4;199990;;;0;0;1;0;D;164;43.21534;2.4567;Non;;;;;Nord-Sud;C;;1.0;;;False;;;;;Gaz;;Individuel;m;n;m;2020-04;11397;0101;113970101;H;11;7.59;2.0;0.052;7.59;2.0;0.052;1739.04
pr;mn;v;0;85;545.0;5;160000;;;0;0;1;0;0;;43.09607;2.1733;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11197;0000;111970000;Z;11;;;;;;;1882.35
pr;mn;v;0;90;300.0;5;158000;;;0;0;1;0;0;;43.27058;2.35034;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11425;0000;114250000;Z;11;5.1;1.0;0.035;5.1;1.0;0.035;1755.56
pr;m;v;0;148;387.0;9;163500;;;0;0;1;0;VI;;43.28843;2.58276;Non;2.0;;;False;0;VI;;2.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-04;11315;0000;113150000;Z;11;;;;;;;1104.73
pr;m;v;0;310;1035.0;11;291000;;;0;0;0;0;NS;;43.28477;2.59825;Non;;;;;0;;;;;;False;;;;;;;;m;n;m;2020-04;11315;0000;113150000;Z;11;;;;;;;938.71
pr;mn;v;0;100;1000.0;5;200000;;;0;0;1;0;0;;43.24609;2.37017;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11429;0000;114290000;Z;11;7.73;1.0;0.046;7.73;1.0;0.046;2000.0
pr;mn;v;0;85;300.0;4;168000;;;0;0;1;0;0;;43.17302;2.83549;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11267;0000;112670000;Z;11;;;;;;;1976.47
pr;mn;v;0;94;300.0;6;178000;115100.0;62900.0;0;0;0;0;0;;43.17302;2.83549;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11267;0000;112670000;Z;11;;;;;;;1893.62
pr;mn;v;0;76;300.0;5;170000;107100.0;62900.0;0;0;0;0;0;;43.17302;2.83549;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11267;0000;112670000;Z;11;;;;;;;2236.84
pr;mn;v;0;95;700.0;5;195000;;;0;0;1;0;0;;43.17131;2.38939;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11272;0000;112720000;Z;11;;;;;;;2052.63
pr;m;v;0;145;450.0;6;189990;;;0;0;0;1;D;201;43.2146;2.35805;Non;1.0;;;;0;F;;2.0;;;False;;;;;Fioul;;Individuel;m;n;m;2020-04;11069;0101;110690101;H;11;;;;6.93;4.0;0.063;1310.28
pr;mn;v;0;85;620.0;5;175000;;;0;0;1;0;0;;43.2152;2.47864;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11330;0000;113300000;Z;11;4.62;1.0;0.027;4.62;1.0;0.027;2058.82
pr;m;v;0;145;1415.0;5;172500;;;0;1;1;1;0;;42.95891;2.27729;Non;1.0;;1.0;False;0;;1979.0;2.0;;;;;;;;;;;a;n;m;2020-04;11209;0000;112090000;Z;11;;;;;;;1189.66
pr;mn;v;0;85;210.0;5;165000;;;0;0;1;0;0;;43.20861;2.63944;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11337;0000;113370000;Z;11;;;;;;;1941.18
pr;mn;v;0;95;949.0;5;194000;;;0;0;1;0;0;;43.14066;2.28248;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11299;0000;112990000;Z;11;;;;;;;2042.11
pr;m;v;0;160;100.0;7;171580;;;0;0;1;1;NS;;43.20896;2.33684;Non;2.0;;;;Sud;;;;;;False;;;;;Gaz;;;m;n;m;2020-04;11069;0902;110690902;H;11;;;;6.9;1.0;0.077;1072.38
pr;mn;v;0;100;1800.0;5;195000;;;0;0;1;0;0;;43.16455;2.12386;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;11059;0000;110590000;Z;11;;;;;;;1950.0
pr;m;v;0;87;6031.0;5;179900;;;0;0;1;0;VI;;43.34656;2.30537;Non;;;;;0;G;1989.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-04;11413;0000;114130000;Z;11;;;;;;;2067.82
