type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;94100;;0;122;;5;1040000;;;4315;0;0;0;0;;48.79474;2.51637;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;94068;0504;940680504;H;94;;;;21.23;5.0;0.03;8524.59
pr;a;v;94600;;0;38;;2;173956;;;0;0;0;0;0;;48.76854;2.40664;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;94022;0101;940220101;H;94;20.69;9.0;0.054;20.91;51.0;0.055;4577.79
pr;a;v;94400;;0;84;;4;320000;;;1361;0;0;0;0;;48.792;2.39851;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94081;0111;940810111;H;94;;;;17.14;27.0;0.054;3809.52
pr;a;v;94400;;0;68;;3;260000;;;1109;0;0;0;0;;48.792;2.39851;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94081;0111;940810111;H;94;21.22;2.0;0.067;17.17;44.0;0.054;3823.53
pr;a;v;94350;;0;81;;4;380000;;;1595;0;0;0;0;;48.82349;2.54518;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94079;0102;940790102;H;94;15.445;2.0;0.04;16.025;8.0;0.041;4691.36
pr;m;v;94100;;0;90;;4;790000;;;3285;0;0;0;0;;48.8014;2.5119;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;94068;0401;940680401;H;94;14.12;1.0;0.019;16.625;2.0;0.023;8777.78
pr;a;v;94380;;0;80;;4;273000;;;0;0;0;0;0;;48.76716;2.48484;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;94011;0108;940110108;H;94;15.48;1.0;0.054;16.43;2.0;0.058;3412.5
pr;mn;v;94350;;0;110;378.0;4;519999;219999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;4727.26
pr;mn;v;94350;;0;100;378.0;7;499999;199999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;4999.99
pr;mn;v;94350;;0;120;378.0;6;509999;209999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;4249.99
pr;mn;v;94350;;0;70;378.0;4;469999;169999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;6714.27
pr;mn;v;94350;;0;95;378.0;4;459999;159999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;4842.09
pr;mn;v;94350;;0;118;440.0;5;487900;182900.0;305000.0;0;0;2;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;20.62;1.0;0.06;4134.75
pr;mn;v;94350;;0;87;380.0;4;350900;130900.0;220000.0;0;0;1;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;4033.33
pr;mn;v;94350;;0;105;378.0;5;539999;239999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;20.62;1.0;0.048;5142.85
pr;mn;v;94350;;0;98;378.0;5;529999;229999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;20.62;1.0;0.046;5408.15
pr;mn;v;94350;;0;141;378.0;6;529999;229999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;3758.86
pr;mn;v;94350;;0;104;378.0;4;519999;219999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;4999.99
pr;mn;v;94350;;0;122;378.0;6;499999;199999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;4098.35
pr;mn;v;94350;;0;96;222.0;5;399999;169999.0;230000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;20.62;1.0;0.059;4166.66
pr;mn;v;94350;;0;121;378.0;6;509999;209999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;4214.87
pr;mn;v;94350;;0;162;378.0;6;539999;239999.0;300000.0;0;0;0;0;0;;48.826;2.54557;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94079;0106;940790106;H;94;;;;;;;3333.33
pr;mn;v;94290;;0;87;300.0;4;290900;130900.0;160000.0;0;0;1;0;0;;48.73328;2.4099;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94077;0106;940770106;H;94;;;;;;;3343.68
pr;a;v;94350;;0;63;;3;299000;;;0;0;0;0;0;;48.82246;2.54251;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;94079;0103;940790103;H;94;17.12;13.0;0.043;16.4;45.0;0.041;4746.03
pr;mn;v;94190;;0;197;845.0;8;429900;;;0;0;0;0;0;;48.73684;2.45307;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94078;0204;940780204;H;94;;;;;;;2182.23
pr;a;v;94130;;0;62;;3;430000;;;1806;0;0;0;0;;48.83578;2.47418;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94052;0110;940520110;H;94;;;;21.01;19.0;0.036;6935.48
pr;mn;v;94190;;0;87;300.0;4;280900;130900.0;150000.0;0;0;1;0;0;;48.73684;2.45307;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94078;0204;940780204;H;94;;;;13.14;1.0;0.049;3228.74
pr;a;v;94140;;0;83;;4;510000;;;2121;0;0;0;0;;48.8021;2.42691;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94046;0101;940460101;H;94;17.384999999999998;2.0;0.034;18.61;18.0;0.036;6144.58
pr;a;v;94140;;0;73;;3;460000;;;1910;0;0;0;0;;48.8021;2.42691;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94046;0101;940460101;H;94;20.03;11.0;0.038;19.845;114.0;0.038;6301.37
pr;a;v;94800;;0;108;;5;590000;;;2461;0;0;0;0;;48.79272;2.35928;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94076;0111;940760111;H;94;;;;17.3;7.0;0.038;5462.96
pr;a;v;94800;;0;85;;4;490000;;;2061;0;0;0;0;;48.79272;2.35928;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94076;0111;940760111;H;94;17.195;2.0;0.036;16.95;25.0;0.035;5764.71
pr;m;v;94800;;0;114;;5;680000;;;2844;0;0;0;0;;48.79272;2.35928;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;94076;0111;940760111;H;94;;;;20.0;1.0;0.04;5964.91
pr;a;v;94800;;0;45;;2;320000;;;1357;0;0;0;0;;48.79272;2.35928;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94076;0111;940760111;H;94;22.45;11.0;0.038;21.74;80.0;0.037;7111.11
pr;a;v;94800;;0;81;;4;480000;;;1999;0;0;0;0;;48.79272;2.35928;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94076;0111;940760111;H;94;17.195;2.0;0.035;16.95;25.0;0.034;5925.93
pr;a;v;94500;;0;80;;4;310000;;;1295;0;0;0;0;;48.81689;2.51176;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94017;0704;940170704;H;94;;;;15.71;21.0;0.049;3875.0
pr;a;v;94500;;0;41;;2;220000;;;930;0;0;0;0;;48.81689;2.51176;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94017;0704;940170704;H;94;21.83;4.0;0.049;19.45;83.0;0.043;5365.85
pr;mn;v;94490;;0;118;300.0;5;403900;183900.0;220000.0;0;0;2;0;0;;48.78495;2.53561;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94055;0103;940550103;H;94;19.17;1.0;0.067;15.945;4.0;0.056;3422.88
pr;a;v;94370;;0;61;;3;280000;;;1175;0;0;0;0;;48.77088;2.52216;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;94071;0109;940710109;H;94;17.74;3.0;0.046;16.62;11.0;0.043;4590.16
pr;mn;v;94500;;0;87;200.0;4;359900;174900.0;185000.0;0;0;1;0;0;;48.81583;2.52449;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;94017;0901;940170901;H;94;;;;19.7;3.0;0.057;4136.78
