DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
91;91016;pa;a;a;l;2;0;33.0;480.0;0.0;0.0;0.33;3
91;91016;pr;a;a;l;1;E;30.0;443.0;0.0;0.0;1.0;1
91;91016;pr;a;a;l;2;E;45.0;615.0;0.0;1.0;0.0;1
91;91016;pr;a;a;l;2;G;34.0;552.5;0.0;0.0;1.0;2
91;91016;pr;a;a;l;2;VI;29.0;452.0;0.0;0.0;1.0;1
91;91016;pr;a;a;l;3;0;65.5;760.0;0.0;0.0;1.0;2
91;91016;pr;a;a;l;3;D;46.0;647.0;0.0;1.0;1.0;1
91;91016;pr;a;a;l;3;VI;78.0;799.0;1.0;0.0;1.0;1
91;91016;pr;a;m;l;3;0;60.0;650.0;0.0;0.0;2.0;1
91;91016;pr;a;m;l;4;C;87.0;900.0;0.0;0.0;1.0;3
91;91017;pr;a;a;l;1;0;28.0;463.0;0.0;1.0;0.0;1
91;91017;pr;a;a;l;1;E;26.0;465.0;0.0;0.0;0.0;1
91;91017;pr;a;a;l;1;G;20.0;420.0;0.0;0.67;0.33;3
91;91017;pr;a;a;l;1;VI;28.0;483.0;0.0;1.0;0.0;1
91;91017;pr;a;a;l;2;0;41.0;600.0;0.0;0.0;1.0;1
91;91017;pr;a;a;l;2;D;43.0;670.0;0.0;1.0;0.0;1
91;91017;pr;a;m;l;3;E;80.0;1150.0;0.0;0.0;1.0;1
91;91017;pr;a;m;l;4;E;110.0;1180.0;0.0;0.0;1.0;1
91;91021;pa;a;a;l;1;0;29.0;585.0;1.0;0.0;1.0;1
91;91021;pa;a;a;l;2;0;45.0;790.0;1.0;0.0;1.0;1
91;91021;pa;a;a;l;3;0;71.0;931.0;1.0;0.0;1.0;1
91;91021;pa;a;m;l;3;E;52.0;1100.0;1.0;0.0;0.0;1
91;91021;pr;a;a;l;1;0;31.0;578.0;0.0;1.0;0.0;1
91;91021;pr;a;a;l;1;B;31.0;631.0;0.0;0.0;0.0;1
91;91021;pr;a;a;l;1;D;30.0;544.0;0.14;0.43;0.36;14
91;91021;pr;a;a;l;1;E;30.0;550.0;0.15;0.38;0.31;13
91;91021;pr;a;a;l;1;F;28.0;570.0;0.0;0.0;0.86;7
91;91021;pr;a;a;l;1;G;30.0;680.0;0.0;1.0;0.0;1
91;91021;pr;a;a;l;1;NS;24.0;550.0;0.0;1.0;0.0;1
91;91021;pr;a;a;l;2;0;43.0;689.5;0.38;0.5;0.5;8
91;91021;pr;a;a;l;2;B;51.0;742.0;0.33;0.0;1.0;3
91;91021;pr;a;a;l;2;C;52.0;772.0;0.0;0.0;0.0;3
91;91021;pr;a;a;l;2;D;46.0;715.0;0.09;0.27;0.27;11
91;91021;pr;a;a;l;2;E;40.0;631.0;0.18;0.55;0.27;11
91;91021;pr;a;a;l;2;F;41.5;700.0;0.17;0.33;0.5;6
91;91021;pr;a;a;l;2;G;31.0;660.0;0.0;1.0;0.0;1
91;91021;pr;a;a;l;2;NS;36.0;731.0;1.0;1.0;0.0;1
91;91021;pr;a;a;l;2;VI;35.0;696.0;0.25;0.25;0.0;4
91;91021;pr;a;a;l;3;0;65.0;915.0;0.4;0.0;0.8;5
91;91021;pr;a;a;l;3;A;64.0;880.0;1.0;0.0;1.0;1
91;91021;pr;a;a;l;3;B;61.0;894.0;0.2;0.0;0.9;10
91;91021;pr;a;a;l;3;C;58.5;903.0;0.0;0.0;0.0;2
91;91021;pr;a;a;l;3;D;62.0;835.5;0.33;0.08;0.75;12
91;91021;pr;a;a;l;3;E;60.5;793.5;0.1;0.2;0.5;10
91;91021;pr;a;a;l;3;NS;59.0;855.0;1.0;0.0;0.0;1
91;91021;pr;a;a;l;4;0;67.0;950.0;0.0;1.0;0.0;1
91;91021;pr;a;a;l;4;D;101.0;1340.0;0.33;0.67;0.67;3
91;91021;pr;a;m;l;3;0;56.0;850.0;0.0;0.0;1.0;1
91;91021;pr;a;m;l;3;G;75.0;1000.0;0.0;0.0;0.0;1
91;91021;pr;a;m;l;4;0;116.0;1150.0;0.0;0.0;2.0;1
91;91021;pr;a;m;l;6;D;112.0;1600.0;0.0;1.0;1.0;1
91;91027;pa;a;a;l;1;0;22.5;565.0;0.0;0.0;0.0;2
91;91027;pa;a;a;l;1;D;35.0;800.0;0.0;0.0;1.0;1
91;91027;pa;a;a;l;1;F;27.5;653.0;0.5;0.5;0.5;2
91;91027;pa;a;a;l;2;0;43.5;830.0;0.0;0.0;0.25;4
91;91027;pa;a;a;l;2;B;45.0;752.0;1.0;0.0;1.0;1
91;91027;pa;a;a;l;2;D;33.0;735.0;0.0;1.0;0.0;1
91;91027;pa;a;a;l;2;G;42.0;780.0;0.0;0.0;0.0;1
91;91027;pa;a;a;l;3;0;56.0;1200.0;0.0;0.0;0.0;1
91;91027;pa;a;m;l;5;0;100.0;1650.0;1.0;0.0;1.0;1
91;91027;pa;a;m;l;7;0;150.0;2150.0;2.0;0.0;0.0;1
91;91027;pr;a;a;l;1;0;39.0;557.0;1.0;0.0;1.0;2
91;91027;pr;a;a;l;1;B;29.0;613.0;0.0;0.6;0.2;5
91;91027;pr;a;a;l;1;C;44.0;785.0;0.0;0.0;1.0;1
91;91027;pr;a;a;l;1;D;25.0;553.0;0.0;1.0;0.0;1
91;91027;pr;a;a;l;1;E;30.5;606.0;0.0;0.38;0.5;8
91;91027;pr;a;a;l;1;F;29.0;565.0;0.0;0.4;0.6;5
91;91027;pr;a;a;l;1;G;22.0;509.5;0.0;0.67;0.33;6
91;91027;pr;a;a;l;1;VI;15.0;550.0;0.0;0.0;1.0;1
91;91027;pr;a;a;l;2;0;45.0;700.0;0.09;0.45;0.27;11
91;91027;pr;a;a;l;2;A;40.0;732.0;0.0;0.0;0.0;1
91;91027;pr;a;a;l;2;B;42.0;713.0;0.45;0.35;0.65;20
91;91027;pr;a;a;l;2;C;46.0;800.0;0.67;0.33;0.67;3
91;91027;pr;a;a;l;2;D;44.5;761.0;0.5;0.5;0.38;8
91;91027;pr;a;a;l;2;E;43.0;750.0;0.0;0.44;0.44;9
91;91027;pr;a;a;l;2;F;38.0;712.0;0.33;0.33;0.33;3
91;91027;pr;a;a;l;2;G;38.0;747.0;0.0;0.0;0.33;3
91;91027;pr;a;a;l;2;NS;53.0;867.0;0.0;1.0;0.0;1
91;91027;pr;a;a;l;2;VI;39.0;690.0;0.0;0.5;0.5;6
91;91027;pr;a;a;l;3;0;64.5;944.5;0.1;0.0;0.8;10
91;91027;pr;a;a;l;3;A;70.0;914.5;0.5;0.0;1.0;2
91;91027;pr;a;a;l;3;B;64.0;955.0;0.42;0.08;0.83;12
91;91027;pr;a;a;l;3;C;60.0;980.0;1.0;0.33;1.0;3
91;91027;pr;a;a;l;3;D;69.5;950.0;0.33;0.33;0.67;6
91;91027;pr;a;a;l;3;E;62.0;828.0;0.8;0.2;0.8;5
91;91027;pr;a;a;l;3;F;47.0;772.0;0.0;0.33;0.33;3
91;91027;pr;a;a;l;3;VI;65.0;920.0;0.0;0.0;1.0;1
91;91027;pr;a;a;l;4;0;73.0;1150.0;0.33;0.33;0.33;3
91;91027;pr;a;a;l;4;D;84.0;1177.0;0.29;0.86;0.86;7
91;91027;pr;a;a;l;5;B;90.0;1224.0;1.0;1.0;1.0;1
91;91027;pr;a;a;l;5;E;74.0;650.0;1.0;0.0;0.0;1
91;91027;pr;a;a;l;5;F;127.0;1321.0;0.0;0.0;1.0;1
91;91027;pr;a;m;l;3;D;50.0;1015.0;0.0;0.5;0.0;2
91;91027;pr;a;m;l;3;E;68.0;1250.0;1.0;1.0;0.0;1
91;91027;pr;a;m;l;5;0;133.0;1500.0;0.0;1.0;0.0;1
91;91027;pr;a;m;l;5;B;90.0;1400.0;0.0;0.0;1.0;1
91;91027;pr;a;m;l;5;C;125.0;1411.0;0.0;2.0;1.0;1
91;91027;pr;a;m;l;5;E;105.0;1300.0;0.0;0.0;0.0;1
91;91027;pr;m;a;l;5;E;74.0;500.0;1.0;0.0;0.0;1
91;91035;pr;a;m;l;3;D;77.0;725.0;0.0;0.5;0.0;2
91;91038;pr;a;a;l;2;F;25.0;420.0;1.0;1.0;0.0;1
91;91038;pr;a;a;l;2;G;36.0;590.0;1.0;1.0;0.0;1
91;91038;pr;a;a;l;3;E;70.0;700.0;1.0;1.0;0.0;1
91;91038;pr;a;a;l;3;VI;74.0;750.0;1.0;0.0;1.0;1
91;91038;pr;a;m;l;3;E;52.0;775.0;0.0;0.0;1.0;1
91;91041;pa;a;m;l;4;0;82.0;1420.0;0.0;1.0;0.0;1
91;91044;pr;a;a;l;1;E;22.0;547.0;0.0;1.0;0.0;2
91;91044;pr;a;a;l;1;VI;28.0;550.0;1.0;1.0;0.0;1
91;91044;pr;a;a;l;2;G;29.0;509.0;0.0;0.0;1.0;1
91;91044;pr;a;a;l;2;VI;49.0;850.0;0.0;0.0;1.0;1
91;91044;pr;a;a;l;3;0;67.0;931.0;1.0;0.0;1.0;1
91;91044;pr;a;a;l;3;D;62.0;1025.5;0.5;0.0;0.5;2
91;91044;pr;a;a;l;3;NS;83.0;1750.0;0.0;1.0;0.0;1
91;91044;pr;a;m;l;2;F;28.0;675.0;0.0;1.0;0.0;1
91;91045;pa;a;a;l;2;0;41.0;600.0;0.0;0.5;0.5;2
91;91045;pa;a;l;l;6;0;180.0;1800.0;0.0;0.0;0.0;1
91;91045;pr;a;a;l;1;E;26.0;500.0;0.0;0.33;0.33;3
91;91045;pr;a;a;l;2;C;38.0;696.0;0.0;1.0;0.0;1
91;91045;pr;a;a;l;2;D;53.0;657.0;0.33;0.67;0.33;3
91;91045;pr;a;a;l;2;E;43.5;673.0;0.0;0.5;0.5;2
91;91045;pr;a;a;l;2;F;31.0;630.0;0.0;1.0;0.0;1
91;91045;pr;a;a;l;2;NS;53.0;840.0;0.0;1.0;0.0;1
91;91045;pr;a;a;l;3;D;77.0;944.0;0.0;0.0;2.0;1
91;91045;pr;a;m;l;2;0;189.0;1900.0;0.0;0.0;0.0;1
91;91045;pr;a;m;l;5;E;95.0;1059.0;0.0;1.0;1.0;1
91;91045;pr;a;m;l;6;D;140.0;1485.0;0.0;1.0;1.0;1
91;91047;pr;a;a;l;1;E;36.0;525.0;0.0;0.0;1.0;1
91;91047;pr;a;a;l;1;G;34.0;520.0;0.0;0.0;1.0;1
91;91047;pr;a;a;l;2;0;39.0;800.0;0.0;0.0;0.0;1
91;91047;pr;a;a;l;2;G;33.0;560.0;0.0;1.0;0.0;1
91;91047;pr;a;m;l;3;VI;58.0;750.0;0.0;0.0;0.0;1
91;91064;pa;a;a;l;1;0;15.0;550.0;0.0;0.0;0.0;1
91;91064;pa;a;a;l;2;0;46.0;960.0;0.0;0.0;0.0;1
91;91064;pa;a;a;l;3;0;62.0;1280.0;1.0;0.0;1.0;1
91;91064;pa;a;m;l;3;0;74.0;1200.0;0.0;0.0;0.0;1
91;91064;pr;a;a;l;1;0;19.0;600.0;0.0;1.0;0.0;4
91;91064;pr;a;a;l;1;E;22.0;640.0;0.0;1.0;0.0;5
91;91064;pr;a;a;l;1;F;23.0;650.0;0.0;1.0;0.0;1
91;91064;pr;a;a;l;1;NS;25.0;600.0;0.0;1.0;0.0;1
91;91064;pr;a;a;l;2;0;27.5;750.0;0.0;1.0;0.0;4
91;91064;pr;a;a;l;2;B;41.0;826.0;0.5;0.0;0.5;2
91;91064;pr;a;a;l;2;D;33.0;800.0;0.0;1.0;0.0;1
91;91064;pr;a;a;l;2;E;40.0;795.0;0.0;0.67;0.0;3
91;91064;pr;a;a;l;2;F;65.0;1011.0;0.0;0.0;1.0;2
91;91064;pr;a;a;l;2;G;43.0;730.5;0.0;0.0;1.0;2
91;91064;pr;a;a;l;3;0;48.0;1150.0;0.0;0.67;0.33;3
91;91064;pr;a;a;l;3;B;63.0;1200.0;2.0;0.0;1.0;1
91;91064;pr;a;a;l;3;E;53.0;990.5;1.0;1.0;0.0;2
91;91064;pr;a;a;l;3;NS;66.0;1500.0;0.0;0.0;1.0;1
91;91064;pr;a;a;l;4;0;88.0;1942.0;0.0;0.0;2.0;1
91;91064;pr;a;a;l;4;D;92.0;1494.0;0.0;0.0;1.0;1
91;91064;pr;a;m;l;2;E;60.0;1200.0;0.0;0.0;0.5;2
91;91064;pr;a;m;l;3;D;78.0;1514.0;0.0;1.0;1.0;1
91;91064;pr;a;m;l;3;E;60.0;1285.0;0.0;0.0;1.0;1
91;91069;pr;a;a;l;1;F;27.0;411.0;0.0;1.0;0.0;1
91;91069;pr;a;a;l;2;0;53.0;470.0;0.0;0.0;0.0;1
91;91069;pr;a;m;l;6;D;123.0;1250.0;0.0;0.0;0.0;1
91;91085;pr;a;a;l;1;F;23.0;480.0;0.0;1.0;0.0;1
91;91085;pr;a;a;l;1;VI;26.0;550.0;0.0;1.0;0.0;1
91;91085;pr;a;a;l;2;E;35.0;596.0;0.0;0.0;1.0;1
91;91085;pr;a;a;l;2;F;28.0;570.0;0.0;1.0;0.0;1
91;91085;pr;a;a;l;2;G;48.0;730.0;0.0;1.0;0.0;1
91;91085;pr;a;a;l;2;VI;34.0;680.0;0.0;0.0;0.0;1
91;91085;pr;a;m;l;3;F;51.0;685.0;0.0;1.0;0.0;1
91;91086;pa;a;m;l;5;C;98.0;1300.0;0.0;0.0;1.0;1
91;91086;pr;a;a;l;2;0;43.0;509.0;0.5;0.5;0.0;2
91;91086;pr;a;a;l;2;B;40.0;708.0;1.0;0.0;1.0;1
91;91086;pr;a;a;l;2;D;50.0;731.0;0.0;0.0;1.0;1
91;91086;pr;a;a;l;2;E;39.0;776.0;0.25;0.0;1.0;4
91;91086;pr;a;a;l;2;VI;42.0;719.0;1.0;0.0;1.0;1
91;91086;pr;a;a;l;3;0;62.5;650.5;0.0;0.0;0.0;2
91;91086;pr;a;a;l;3;B;53.0;834.0;0.0;0.0;0.67;3
91;91086;pr;a;a;l;3;C;58.0;950.0;0.0;0.0;1.0;1
91;91086;pr;a;a;l;3;VI;59.5;770.0;0.5;0.0;1.0;2
91;91086;pr;a;a;l;4;B;73.0;1350.0;0.0;0.0;1.0;1
