DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
59;59002;pr;a;a;l;2;0;47.0;400.0;0.0;0.0;1.0;1
59;59002;pr;a;m;l;3;0;34.0;400.0;0.0;1.0;0.0;1
59;59004;pa;a;a;l;2;0;46.0;620.0;1.0;0.0;1.0;1
59;59005;pa;a;m;l;2;0;67.0;830.0;0.0;1.0;0.0;1
59;59005;pr;a;m;l;5;B;94.0;1100.0;0.0;0.0;1.0;1
59;59008;pa;a;m;l;4;0;102.0;690.0;0.0;0.0;1.0;1
59;59008;pr;a;a;l;2;A;39.0;530.0;0.0;0.0;1.0;2
59;59008;pr;a;m;l;3;E;57.0;600.0;0.0;1.0;0.0;1
59;59008;pr;a;m;l;4;D;49.0;420.0;0.0;0.0;1.0;1
59;59008;pr;a;m;l;5;0;102.0;600.0;0.0;0.0;0.0;1
59;59009;pa;a;a;l;1;0;16.0;330.0;0.0;0.0;0.0;1
59;59009;pa;a;a;l;2;0;30.0;550.0;0.0;0.0;0.0;1
59;59009;pa;a;a;l;2;E;44.0;650.0;1.0;0.0;0.0;1
59;59009;pa;a;m;l;4;A;85.0;1195.0;0.0;0.0;1.0;1
59;59009;pa;a;m;l;5;0;109.0;1450.0;1.0;1.0;1.0;1
59;59009;pr;a;a;l;1;0;19.0;500.0;0.0;0.09;0.64;11
59;59009;pr;a;a;l;1;C;15.0;450.0;0.0;0.0;1.0;1
59;59009;pr;a;a;l;1;D;24.0;470.0;0.0;0.0;0.0;1
59;59009;pr;a;a;l;1;E;19.0;407.0;0.0;0.0;0.5;6
59;59009;pr;a;a;l;1;G;31.0;500.0;0.0;0.0;1.0;1
59;59009;pr;a;a;l;2;0;38.0;615.0;0.18;0.09;0.55;11
59;59009;pr;a;a;l;2;A;47.0;595.0;0.33;0.33;0.0;3
59;59009;pr;a;a;l;2;C;51.0;673.0;0.0;0.0;1.0;2
59;59009;pr;a;a;l;2;D;44.0;712.0;0.0;0.0;1.0;2
59;59009;pr;a;a;l;2;E;46.0;672.0;0.14;0.14;0.57;7
59;59009;pr;a;a;l;2;F;28.0;480.0;0.0;0.0;1.0;1
59;59009;pr;a;a;l;2;G;46.0;622.0;0.0;0.2;0.4;5
59;59009;pr;a;a;l;2;NS;45.5;640.0;0.0;1.0;0.0;2
59;59009;pr;a;a;l;3;0;63.0;790.0;0.0;0.0;0.6;5
59;59009;pr;a;a;l;3;A;77.0;1015.0;0.0;0.0;1.0;1
59;59009;pr;a;a;l;3;B;69.0;830.0;0.2;0.0;0.6;5
59;59009;pr;a;a;l;3;D;66.0;830.0;0.75;0.0;1.0;4
59;59009;pr;a;a;l;3;E;46.0;742.5;0.0;0.0;1.0;2
59;59009;pr;a;a;l;3;NS;65.0;801.0;0.0;0.0;1.0;1
59;59009;pr;a;a;l;4;0;86.0;1200.0;0.0;0.0;0.0;1
59;59009;pr;a;a;l;4;D;85.0;1100.0;0.0;0.33;1.0;3
59;59009;pr;a;a;l;4;E;91.0;923.0;0.0;0.0;1.0;1
59;59009;pr;a;a;l;5;D;115.0;400.0;0.0;0.0;1.0;1
59;59009;pr;a;m;l;3;0;76.0;930.0;0.0;0.0;0.0;1
59;59009;pr;a;m;l;3;F;73.0;771.0;0.0;1.0;0.0;1
59;59009;pr;a;m;l;3;VI;47.0;660.0;0.0;1.0;1.0;1
59;59009;pr;a;m;l;4;0;97.0;880.0;0.0;0.0;1.0;1
59;59009;pr;a;m;l;4;D;86.0;1005.0;0.0;0.0;0.75;4
59;59009;pr;a;m;l;4;E;89.0;1017.5;0.0;0.0;0.5;4
59;59009;pr;a;m;l;5;D;105.0;1305.0;0.0;1.0;1.0;1
59;59011;pa;a;a;l;4;0;90.0;670.0;0.0;0.0;1.0;1
59;59013;pr;a;m;l;5;D;110.0;1266.0;0.0;1.0;1.0;1
59;59014;pa;a;a;l;2;0;47.5;519.0;0.0;0.0;1.0;2
59;59014;pr;a;a;l;1;0;32.0;343.0;0.0;0.0;1.0;1
59;59014;pr;a;a;l;1;D;39.0;300.0;0.0;0.0;0.25;4
59;59014;pr;a;a;l;1;E;32.0;370.0;0.0;0.22;0.33;9
59;59014;pr;a;a;l;1;F;37.0;350.0;0.0;0.0;1.0;1
59;59014;pr;a;a;l;2;0;47.0;507.0;0.5;0.5;1.0;2
59;59014;pr;a;a;l;2;C;48.5;540.5;0.0;0.0;0.5;2
59;59014;pr;a;a;l;2;D;48.5;485.0;0.33;0.0;0.92;12
59;59014;pr;a;a;l;2;E;50.5;475.0;0.0;0.5;0.5;2
59;59014;pr;a;a;l;2;F;46.0;500.0;0.0;0.33;0.33;3
59;59014;pr;a;a;l;2;G;32.0;366.0;0.0;0.0;0.0;1
59;59014;pr;a;a;l;3;0;76.0;618.0;0.0;0.0;1.0;2
59;59014;pr;a;a;l;3;A;70.0;630.0;0.0;0.0;0.0;1
59;59014;pr;a;a;l;3;C;60.0;629.0;0.0;0.0;0.0;1
59;59014;pr;a;a;l;3;E;64.0;574.0;0.0;0.0;0.6;5
59;59014;pr;a;a;l;4;C;83.0;660.0;0.0;0.0;2.0;1
59;59014;pr;a;a;l;4;D;83.0;715.0;0.0;0.0;0.0;1
59;59014;pr;a;m;l;4;0;99.0;800.0;0.0;0.0;1.0;1
59;59014;pr;a;m;l;4;C;75.0;509.0;0.0;0.0;0.0;1
59;59015;pr;a;a;l;2;D;41.0;470.0;0.0;1.0;1.0;1
59;59015;pr;a;a;l;3;VI;50.0;500.0;0.0;0.0;1.0;1
59;59015;pr;a;m;l;5;C;108.0;665.0;0.0;0.0;0.0;1
59;59015;pr;a;m;l;6;D;108.0;630.0;0.0;1.0;1.0;1
59;59017;pa;a;a;l;2;0;38.0;550.0;0.0;0.0;0.33;3
59;59017;pa;a;a;l;2;D;42.0;480.0;0.0;0.0;1.0;1
59;59017;pa;a;a;l;3;0;103.0;692.5;0.25;0.0;0.75;4
59;59017;pa;a;a;l;3;D;47.0;600.0;0.0;0.0;1.0;1
59;59017;pa;a;l;l;5;0;158.0;1000.0;0.0;0.0;0.0;1
59;59017;pa;a;m;l;2;0;45.0;600.0;0.0;0.0;1.0;1
59;59017;pr;a;a;l;1;B;30.0;406.0;0.0;1.0;0.0;1
59;59017;pr;a;a;l;1;F;26.0;400.0;0.0;0.0;1.0;1
59;59017;pr;a;a;l;2;0;41.0;525.0;0.11;0.04;0.85;27
59;59017;pr;a;a;l;2;B;43.0;500.0;0.33;0.0;0.67;3
59;59017;pr;a;a;l;2;C;48.0;520.0;0.0;0.0;1.0;2
59;59017;pr;a;a;l;2;D;47.0;555.0;0.4;0.2;0.4;5
59;59017;pr;a;a;l;2;E;42.0;580.0;0.33;0.33;0.67;3
59;59017;pr;a;a;l;2;F;40.5;497.5;0.0;0.5;0.17;6
59;59017;pr;a;a;l;2;VI;38.0;460.0;0.0;0.4;0.6;5
59;59017;pr;a;a;l;3;0;63.5;612.5;0.0;0.0;0.5;2
59;59017;pr;a;a;l;3;B;66.0;740.0;1.0;0.0;0.0;1
59;59017;pr;a;a;l;3;D;71.0;709.0;0.6;0.0;0.8;5
59;59017;pr;a;a;l;3;E;67.5;640.0;0.0;0.0;1.0;2
59;59017;pr;a;a;l;3;VI;51.5;580.0;0.0;0.75;0.25;4
59;59017;pr;a;a;l;4;0;78.0;690.0;0.0;0.0;0.67;3
59;59017;pr;a;a;l;4;C;110.0;970.0;0.0;0.0;1.5;2
59;59017;pr;a;a;l;4;E;89.0;767.5;0.5;0.5;0.5;2
59;59017;pr;a;a;l;6;E;115.0;850.0;0.0;1.0;0.0;1
59;59017;pr;a;m;l;2;E;55.0;575.0;0.0;1.0;0.0;1
59;59017;pr;a;m;l;4;0;74.5;693.5;0.0;0.0;1.5;2
59;59017;pr;a;m;l;4;B;84.0;950.0;0.0;0.0;1.0;1
59;59017;pr;a;m;l;4;C;95.0;700.0;0.0;0.0;1.0;1
59;59017;pr;a;m;l;4;D;72.0;600.0;0.0;0.0;1.0;1
59;59017;pr;a;m;l;4;VI;88.0;925.0;0.0;0.0;1.0;1
59;59017;pr;a;m;l;5;0;86.0;720.0;0.0;0.0;1.0;1
59;59017;pr;a;m;l;6;VI;170.0;1250.0;0.0;0.0;1.0;1
59;59023;pr;a;a;l;3;VI;50.0;525.0;0.0;1.0;0.0;1
59;59024;pa;a;m;l;3;0;56.0;585.0;0.0;1.0;0.0;1
59;59025;pr;a;m;l;7;E;146.0;970.0;0.0;0.0;3.0;1
59;59027;pr;a;a;l;1;D;34.0;350.0;0.0;1.0;0.0;1
59;59028;pr;a;m;l;6;C;97.0;665.0;0.0;0.0;1.0;1
59;59032;pr;a;a;l;1;0;32.0;379.5;0.17;0.83;0.17;6
59;59032;pr;a;a;l;1;A;32.0;380.0;0.0;0.67;0.33;3
59;59032;pr;a;a;l;1;B;35.0;420.0;0.0;1.0;0.0;1
59;59032;pr;a;a;l;2;0;45.5;479.5;0.5;0.67;0.33;6
59;59032;pr;a;a;l;3;0;72.5;650.0;0.0;0.0;0.0;2
59;59032;pr;a;a;l;3;F;71.0;525.0;0.0;0.0;0.0;1
59;59032;pr;a;m;l;3;A;40.0;510.0;0.0;0.0;0.0;1
59;59032;pr;a;m;l;4;0;52.0;520.0;0.0;0.0;1.0;1
