DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
69;69001;pr;a;m;l;6;D;134.0;905.0;0.0;1.0;1.0;1
69;69003;pa;a;a;l;2;0;41.0;600.0;0.0;0.0;1.0;1
69;69003;pa;a;a;l;3;0;62.0;850.0;1.0;0.0;0.0;1
69;69003;pr;a;a;l;1;0;26.0;450.0;1.0;0.0;1.0;1
69;69003;pr;a;a;l;1;E;36.0;400.0;0.0;0.0;0.0;1
69;69003;pr;a;a;l;2;0;41.5;552.5;0.5;0.0;1.0;2
69;69003;pr;a;a;l;2;B;41.5;576.5;0.5;1.0;0.5;2
69;69003;pr;a;a;l;2;D;37.0;496.0;0.0;0.0;1.0;1
69;69003;pr;a;a;l;2;E;32.0;400.0;0.0;0.0;0.0;1
69;69003;pr;a;a;l;3;B;60.5;672.5;0.5;0.0;1.0;2
69;69003;pr;a;a;l;3;D;75.0;750.0;1.0;0.0;1.0;1
69;69006;pr;a;a;l;1;E;35.0;200.0;0.0;1.0;0.0;1
69;69006;pr;a;a;l;1;F;21.0;195.0;0.0;0.0;1.0;1
69;69006;pr;a;a;l;1;NS;42.0;307.5;0.0;0.0;0.5;2
69;69006;pr;a;a;l;1;VI;33.0;270.0;0.0;1.0;0.0;1
69;69006;pr;a;a;l;2;C;53.0;390.0;0.0;1.0;0.0;1
69;69006;pr;a;a;l;2;D;60.0;560.0;0.0;0.0;1.0;1
69;69006;pr;a;a;l;2;F;56.0;290.0;0.0;0.0;1.0;1
69;69006;pr;a;a;l;2;VI;85.0;326.0;0.0;0.0;1.0;1
69;69006;pr;a;a;l;3;C;71.0;385.0;0.0;1.0;0.0;1
69;69006;pr;a;a;l;3;D;89.0;467.5;0.0;0.5;0.0;2
69;69006;pr;a;a;l;3;E;58.5;456.5;0.0;1.0;0.0;2
69;69006;pr;a;a;l;3;F;66.0;402.0;0.0;0.0;1.0;1
69;69006;pr;a;a;l;3;VI;55.0;377.5;0.0;0.5;0.5;4
69;69006;pr;a;a;l;4;0;70.0;390.0;0.0;0.0;1.0;1
69;69006;pr;a;a;l;4;C;85.0;545.0;0.0;1.0;0.0;1
69;69006;pr;a;a;l;4;D;91.5;512.5;0.0;0.5;1.0;2
69;69006;pr;a;a;l;4;NS;112.0;491.0;0.0;0.5;0.5;2
69;69006;pr;a;a;l;4;VI;87.0;500.0;2.0;0.0;1.0;1
69;69006;pr;a;a;l;5;C;100.0;540.0;0.0;0.0;1.0;1
69;69006;pr;a;a;l;7;D;123.0;500.0;0.0;0.0;1.0;1
69;69006;pr;a;m;l;4;D;61.0;450.0;0.0;0.0;1.0;1
69;69007;pr;a;a;l;2;0;34.5;437.5;0.0;0.0;1.0;2
69;69007;pr;a;a;l;2;D;29.0;355.0;0.0;1.0;0.0;1
69;69007;pr;a;a;l;3;0;67.0;1100.0;0.0;0.0;0.0;1
69;69007;pr;a;a;l;3;VI;50.0;497.0;0.0;1.0;0.0;1
69;69007;pr;a;a;l;4;0;74.0;780.0;0.0;2.0;0.0;1
69;69007;pr;a;a;l;4;C;63.0;720.0;1.0;1.0;1.0;1
69;69007;pr;a;m;l;3;NS;60.0;650.0;0.0;1.0;0.0;1
69;69009;pa;a;m;l;6;C;130.0;1250.0;1.0;0.0;1.0;1
69;69009;pr;a;a;l;1;0;28.0;413.0;0.0;1.0;0.0;1
69;69009;pr;a;a;l;1;VI;25.0;352.0;0.0;0.0;1.0;1
69;69009;pr;a;a;l;2;0;42.0;550.0;0.0;0.2;0.2;5
69;69009;pr;a;a;l;2;A;48.0;643.0;1.0;1.0;0.0;1
69;69009;pr;a;a;l;2;D;50.0;570.0;0.0;0.0;0.67;3
69;69009;pr;a;a;l;2;E;41.0;418.5;0.0;0.5;0.5;2
69;69009;pr;a;a;l;2;F;37.0;500.0;0.0;0.0;0.0;1
69;69009;pr;a;a;l;3;0;65.5;747.5;0.75;0.75;0.75;4
69;69009;pr;a;a;l;3;A;63.0;753.0;1.0;1.0;0.0;1
69;69009;pr;a;a;l;3;B;84.0;846.0;1.0;0.0;1.0;1
69;69009;pr;a;a;l;3;C;72.0;679.0;1.0;0.0;1.0;3
69;69009;pr;a;a;l;3;D;67.0;660.0;0.0;0.0;0.67;3
69;69009;pr;a;a;l;3;VI;51.0;557.0;0.0;0.0;1.0;1
69;69009;pr;a;a;l;4;C;84.5;884.0;0.5;0.0;1.0;2
69;69009;pr;a;m;l;2;0;30.0;510.0;0.0;1.0;0.0;1
69;69009;pr;a;m;l;4;0;88.0;799.0;0.0;0.0;1.0;1
69;69009;pr;a;m;l;4;D;125.0;874.0;0.0;0.0;1.0;1
69;69009;pr;a;m;l;4;E;92.0;1104.0;0.0;0.0;1.0;1
69;69009;pr;a;m;l;5;E;140.0;1600.0;0.0;1.0;1.0;1
69;69009;pr;a;m;l;5;F;116.0;1400.0;0.0;0.0;0.0;1
69;69009;pr;a;m;l;6;D;107.0;1360.0;0.0;0.0;1.0;2
69;69010;pa;a;a;l;3;0;68.0;720.0;0.0;0.0;1.0;1
69;69010;pa;a;a;l;4;0;68.0;900.0;0.0;0.0;1.0;1
69;69010;pr;a;a;l;1;D;30.0;1000.0;0.0;0.0;0.0;1
69;69010;pr;a;a;l;1;E;34.5;399.5;0.0;0.0;1.0;2
69;69010;pr;a;a;l;1;VI;35.5;382.5;0.0;0.5;0.0;2
69;69010;pr;a;a;l;2;0;41.0;390.0;0.0;1.0;0.0;1
69;69010;pr;a;a;l;2;C;59.0;495.0;0.0;1.0;0.0;1
69;69010;pr;a;a;l;2;E;38.0;430.0;0.0;0.33;0.67;3
69;69010;pr;a;a;l;2;F;35.0;355.0;0.0;0.0;1.0;2
69;69010;pr;a;a;l;3;E;48.0;535.0;0.0;0.0;1.0;3
69;69010;pr;a;a;l;3;F;56.0;522.0;0.0;0.0;1.0;1
69;69010;pr;a;a;l;3;VI;74.0;620.0;0.0;0.6;0.0;5
69;69010;pr;a;a;l;4;0;62.0;559.0;0.0;0.0;1.0;1
69;69010;pr;a;a;l;4;D;69.5;632.5;1.0;0.0;1.0;2
69;69010;pr;a;a;l;4;E;63.0;550.0;0.0;0.0;1.0;3
69;69010;pr;a;a;l;4;VI;94.0;743.0;0.0;0.0;0.0;1
69;69010;pr;a;m;l;4;0;94.0;582.0;0.0;1.0;0.0;1
69;69010;pr;a;m;l;5;E;99.0;966.0;0.0;0.0;1.0;1
69;69010;pr;a;m;l;5;F;112.0;1012.0;0.0;0.0;1.0;1
69;69013;pa;a;a;l;3;C;63.0;609.0;1.0;0.0;1.0;1
69;69013;pr;a;a;l;2;D;53.0;582.0;0.0;0.0;1.0;1
