DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
72;72001;pr;a;m;l;7;E;134.0;830.0;0.0;1.0;1.0;1
72;72003;pa;a;a;l;3;0;71.0;530.0;1.0;0.0;1.0;1
72;72003;pa;a;m;l;6;A;148.0;995.0;0.0;0.0;1.0;1
72;72003;pr;a;a;l;2;0;48.0;434.0;1.0;0.0;1.0;1
72;72003;pr;a;a;l;2;C;50.0;444.0;1.0;0.0;1.0;3
72;72003;pr;a;a;l;2;D;48.0;434.0;0.6;0.4;0.6;5
72;72003;pr;a;a;l;2;E;50.0;461.5;0.5;0.33;0.67;6
72;72003;pr;a;a;l;3;C;71.0;530.0;0.0;0.0;1.0;1
72;72003;pr;a;a;l;3;D;58.0;508.0;1.0;0.0;1.0;1
72;72003;pr;a;a;l;3;E;64.0;530.0;0.0;0.0;1.0;1
72;72003;pr;a;a;l;4;E;73.0;668.0;0.0;0.0;1.0;1
72;72003;pr;a;a;l;5;B;80.0;525.0;0.0;0.0;1.0;1
72;72003;pr;a;a;l;5;D;79.0;575.0;0.0;1.0;0.0;1
72;72003;pr;a;m;l;6;A;148.0;995.0;0.0;1.0;1.0;1
72;72006;pr;a;m;l;4;E;77.5;611.0;0.0;0.0;1.0;2
72;72008;pr;a;a;l;2;F;54.0;490.0;0.0;1.0;0.0;1
72;72008;pr;a;a;l;3;C;70.0;493.5;0.0;0.0;0.0;2
72;72008;pr;a;a;l;4;C;81.0;595.0;0.0;0.0;0.5;2
72;72012;pr;a;m;l;5;D;99.0;630.0;0.0;1.0;0.0;1
72;72013;pa;a;m;l;5;C;66.0;500.0;0.0;0.0;0.0;1
72;72013;pr;a;m;l;2;F;50.0;415.0;0.0;1.0;0.0;1
72;72013;pr;a;m;l;3;D;105.0;550.0;0.0;1.0;0.0;1
72;72013;pr;a;m;l;3;E;62.0;530.0;0.0;1.0;0.0;2
72;72016;pr;a;a;l;5;D;68.0;300.0;0.0;1.0;0.0;1
72;72019;pr;a;m;l;4;D;127.0;730.0;0.0;1.0;0.0;1
72;72022;pr;a;m;l;3;E;76.5;537.5;0.0;0.0;1.0;2
72;72024;pa;a;m;l;4;0;70.0;690.0;1.0;0.0;1.0;1
72;72024;pr;a;a;l;1;F;29.0;323.0;0.0;1.0;0.0;1
72;72024;pr;a;m;l;5;C;92.0;830.0;0.0;0.0;1.0;1
72;72024;pr;a;m;l;6;D;155.0;880.0;0.0;1.0;1.0;1
72;72025;pa;a;m;l;3;0;93.0;410.0;0.0;0.0;1.0;1
72;72028;pr;a;m;l;5;G;115.0;520.0;0.0;0.0;0.0;1
72;72035;pr;a;a;l;1;E;23.0;220.0;0.0;1.0;0.0;1
72;72035;pr;a;m;l;4;D;66.0;350.0;0.0;1.0;0.0;1
72;72042;pr;a;m;l;4;E;53.0;495.0;0.0;1.0;0.0;1
72;72045;pr;a;m;l;3;D;69.0;620.0;0.0;1.0;0.0;1
72;72045;pr;a;m;l;9;C;248.0;1150.0;0.0;0.0;0.0;1
72;72046;pr;a;m;l;2;F;62.0;400.0;0.0;0.0;0.0;1
72;72046;pr;a;m;l;4;E;67.0;525.0;0.0;1.0;0.0;1
72;72050;pr;a;a;l;1;F;34.0;339.0;0.0;1.0;0.0;1
72;72050;pr;a;a;l;2;E;32.0;334.0;0.0;1.0;0.0;1
72;72051;pr;a;m;l;5;D;105.0;650.0;0.0;1.0;0.0;2
72;72052;pr;a;a;l;2;0;34.0;180.0;0.0;0.0;0.0;1
72;72052;pr;a;a;l;2;C;48.0;350.0;0.0;0.0;0.0;1
72;72052;pr;a;a;l;2;D;45.0;230.0;0.0;0.0;0.0;1
72;72052;pr;a;a;l;3;C;53.0;380.0;0.0;0.0;0.0;1
72;72053;pa;a;m;l;4;0;65.0;550.0;0.0;0.0;1.0;1
72;72056;pr;a;m;l;5;E;96.0;600.0;0.0;0.0;0.0;1
72;72058;pr;a;a;l;2;C;54.0;459.0;1.0;0.0;0.0;1
72;72061;pr;a;a;l;2;D;47.0;308.0;0.0;1.0;0.0;1
72;72061;pr;a;a;l;3;0;75.0;300.0;0.0;0.0;0.0;1
72;72061;pr;a;a;l;3;F;57.0;426.0;0.0;1.0;0.0;1
72;72061;pr;a;a;l;3;VI;75.0;300.0;0.0;1.0;1.0;1
72;72061;pr;a;m;l;3;0;70.0;420.0;0.0;1.0;0.0;1
72;72061;pr;a;m;l;3;E;77.0;503.0;0.0;1.0;0.0;1
72;72061;pr;a;m;l;3;G;49.0;380.0;0.0;1.0;0.0;1
