DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
90;90001;pr;a;m;l;5;D;130.0;915.0;0.0;0.0;1.0;2
90;90008;pr;a;a;l;1;0;22.0;285.0;0.0;1.0;0.0;1
90;90008;pr;a;a;l;1;D;35.0;405.0;0.0;0.0;1.0;2
90;90008;pr;a;a;l;1;VI;22.0;285.0;0.0;1.0;0.0;1
90;90009;pa;a;a;l;2;0;52.0;460.0;0.0;0.0;1.0;1
90;90009;pr;a;a;l;2;0;38.0;400.0;0.0;0.0;1.0;1
90;90009;pr;a;a;l;2;D;52.0;415.0;0.0;1.0;0.0;1
90;90009;pr;a;a;l;2;F;43.0;395.0;0.0;0.5;0.5;2
90;90009;pr;a;a;l;3;0;73.0;975.0;0.0;2.0;0.0;1
90;90009;pr;a;a;l;3;C;55.0;520.0;0.0;1.0;0.0;1
90;90009;pr;a;a;l;3;E;62.0;450.0;0.0;1.0;0.0;1
90;90009;pr;a;a;l;3;G;70.0;495.0;0.0;0.0;1.0;1
90;90010;pa;a;a;l;1;0;30.0;447.5;0.0;0.0;0.5;2
90;90010;pa;a;a;l;1;C;25.0;370.0;0.0;0.0;0.0;1
90;90010;pa;a;a;l;1;D;21.5;337.5;0.0;0.5;0.5;2
90;90010;pa;a;a;l;2;0;46.0;460.0;0.0;0.5;0.5;2
90;90010;pa;a;a;l;2;C;46.0;522.5;1.0;0.0;0.5;2
90;90010;pa;a;a;l;2;D;43.5;445.0;0.0;0.0;0.5;2
90;90010;pa;a;a;l;2;E;41.5;420.0;0.0;0.0;0.5;2
90;90010;pa;a;a;l;2;F;39.0;440.0;0.0;1.0;0.0;1
90;90010;pa;a;a;l;3;0;68.0;630.0;0.17;0.17;0.17;6
90;90010;pa;a;a;l;3;C;67.0;640.0;0.0;0.0;1.0;1
90;90010;pa;a;a;l;3;D;80.0;730.0;1.0;0.0;1.0;1
90;90010;pa;a;a;l;3;E;66.0;660.0;0.0;0.0;1.0;1
90;90010;pa;a;a;l;4;D;60.0;570.0;0.0;0.0;1.0;1
90;90010;pa;a;a;l;5;0;110.0;370.0;1.0;0.0;2.0;2
90;90010;pa;a;a;l;5;A;80.0;610.0;1.0;0.0;0.0;1
90;90010;pa;a;m;l;9;0;250.0;2500.0;0.0;0.0;3.0;1
90;90010;pr;a;a;l;1;0;24.5;375.0;0.0;0.5;0.25;4
90;90010;pr;a;a;l;1;C;64.5;380.0;0.0;0.5;0.0;2
90;90010;pr;a;a;l;1;D;30.0;350.0;0.22;0.44;0.33;9
90;90010;pr;a;a;l;1;E;35.0;391.0;1.0;0.0;0.5;2
90;90010;pr;a;a;l;1;F;26.0;350.0;0.0;0.0;1.0;3
90;90010;pr;a;a;l;1;G;29.0;370.0;0.0;0.0;0.0;1
90;90010;pr;a;a;l;1;VI;27.0;390.0;0.0;0.5;0.5;4
90;90010;pr;a;a;l;2;0;43.0;455.0;0.14;0.29;0.71;7
90;90010;pr;a;a;l;2;A;43.0;400.0;0.0;0.0;0.0;1
90;90010;pr;a;a;l;2;C;45.5;489.5;0.33;0.17;0.5;6
90;90010;pr;a;a;l;2;D;41.0;450.0;0.28;0.28;0.33;18
90;90010;pr;a;a;l;2;E;44.5;438.5;0.43;0.07;0.6;30
90;90010;pr;a;a;l;2;F;47.0;399.0;0.56;0.11;0.56;9
90;90010;pr;a;a;l;2;G;27.0;325.0;0.0;0.0;1.0;2
90;90010;pr;a;a;l;2;VI;43.0;400.0;0.14;0.43;0.57;7
