DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
86;86014;pr;a;m;l;4;D;82.0;615.0;0.0;0.0;1.0;1
86;86016;pr;a;m;l;5;A;99.0;840.0;0.0;0.0;1.0;1
86;86019;pr;a;m;l;4;D;84.5;680.0;0.0;0.0;0.5;2
86;86019;pr;a;m;l;4;E;78.0;660.0;0.0;1.0;0.0;1
86;86025;pr;a;m;l;5;F;190.0;609.0;0.0;0.0;1.0;1
86;86026;pr;a;a;l;2;D;37.0;288.0;0.0;1.0;0.0;1
86;86026;pr;a;m;l;3;D;68.0;400.0;0.0;0.0;1.0;1
86;86031;pr;a;m;l;4;VI;100.0;620.0;0.0;0.0;1.0;1
86;86032;pr;a;a;l;1;E;17.5;308.5;0.0;1.0;0.0;2
86;86032;pr;a;m;l;2;E;42.0;422.0;0.0;1.0;0.0;3
86;86032;pr;a;m;l;3;E;82.0;515.0;0.0;1.0;0.0;1
86;86032;pr;a;m;l;4;D;110.0;645.0;0.0;0.0;1.0;1
86;86036;pr;a;m;l;4;F;94.0;435.0;0.0;0.0;1.0;1
86;86041;pa;a;a;l;1;0;30.0;355.0;0.0;0.0;1.0;1
86;86041;pr;a;a;l;1;B;29.0;361.0;0.0;1.0;0.0;1
86;86041;pr;a;a;l;1;D;21.0;300.0;0.0;1.0;0.0;1
86;86041;pr;a;a;l;1;E;20.5;315.0;0.0;1.0;0.0;2
86;86041;pr;a;a;l;2;0;36.0;447.5;0.0;0.5;0.0;2
86;86041;pr;a;a;l;2;C;46.0;491.5;1.0;0.5;0.5;2
86;86041;pr;a;a;l;2;D;43.0;468.5;0.5;0.0;1.0;2
86;86041;pr;a;a;l;2;E;37.5;457.0;0.33;0.5;0.5;6
86;86041;pr;a;a;l;2;F;34.0;435.0;0.67;0.33;0.67;3
86;86041;pr;a;a;l;3;0;69.0;695.0;1.0;0.0;1.0;1
86;86041;pr;a;a;l;3;C;64.0;618.0;1.0;0.0;1.0;5
86;86041;pr;a;a;l;3;D;70.0;626.0;0.67;0.0;0.67;3
86;86041;pr;a;m;l;4;A;90.0;750.0;0.0;0.0;1.0;1
86;86041;pr;a;m;l;4;VI;100.0;750.0;0.0;1.0;0.0;1
86;86041;pr;a;m;l;5;D;109.0;833.0;0.0;1.0;1.0;1
86;86041;pr;a;m;l;6;C;112.0;924.0;0.0;1.0;1.0;1
86;86045;pr;a;a;l;2;F;35.0;450.0;0.0;1.0;0.0;1
86;86045;pr;a;a;l;3;F;55.0;490.0;0.0;0.0;0.0;1
86;86045;pr;a;m;l;4;F;133.0;770.0;0.0;0.0;1.0;1
86;86046;pa;a;m;l;5;0;96.0;800.0;0.0;0.0;0.0;1
86;86046;pr;a;a;l;2;D;42.0;365.0;0.0;1.0;0.0;1
86;86052;pr;a;m;l;4;0;115.0;638.0;0.0;1.0;0.0;1
86;86054;pr;a;m;l;3;D;90.0;480.0;0.0;0.0;0.0;1
86;86054;pr;a;m;l;4;D;108.0;600.0;0.0;0.0;0.0;1
86;86061;pr;a;m;l;2;0;36.0;315.0;0.0;0.0;0.0;1
86;86062;pr;a;a;l;1;B;20.5;320.0;0.0;0.5;0.5;2
86;86062;pr;a;a;l;1;E;30.0;365.0;1.0;0.0;1.0;1
86;86062;pr;a;a;l;1;VI;29.0;325.0;0.0;0.0;1.0;1
86;86062;pr;a;a;l;2;0;41.0;430.0;0.5;1.0;0.0;2
86;86062;pr;a;a;l;2;A;39.5;400.0;0.0;0.0;0.0;2
86;86062;pr;a;a;l;2;E;29.0;360.0;0.0;0.0;1.0;2
86;86062;pr;a;a;l;3;0;71.0;610.0;1.0;0.0;2.0;1
86;86062;pr;a;a;l;3;A;59.0;525.5;0.0;0.0;0.0;2
86;86062;pr;a;a;l;3;F;54.0;445.0;0.0;0.0;0.0;1
86;86062;pr;a;a;l;3;VI;47.0;520.0;0.0;0.0;0.0;1
86;86062;pr;a;m;l;3;A;59.0;500.0;0.0;0.0;0.0;1
86;86062;pr;a;m;l;5;VI;141.0;675.0;0.0;0.0;0.0;1
86;86063;pr;a;m;l;4;D;95.0;390.0;0.0;0.0;1.0;1
86;86063;pr;a;m;l;5;C;120.0;420.0;0.0;1.0;1.0;1
86;86066;pa;a;a;l;1;0;25.0;310.0;0.0;0.0;0.0;1
86;86066;pa;a;a;l;2;0;60.0;600.0;0.67;0.0;0.33;3
86;86066;pa;a;a;l;2;A;58.0;399.0;0.0;1.0;0.0;1
86;86066;pa;a;a;l;2;D;33.0;368.0;0.0;0.0;1.0;1
86;86066;pa;a;a;l;2;E;46.0;595.0;0.0;0.0;1.0;1
86;86066;pa;a;a;l;3;D;62.5;509.0;0.0;0.5;0.5;2
86;86066;pa;a;m;l;3;0;62.0;530.0;0.0;1.0;0.0;1
86;86066;pr;a;a;l;1;0;30.0;250.0;0.0;1.57;0.14;7
86;86066;pr;a;a;l;1;A;38.0;324.0;0.0;0.0;0.0;1
86;86066;pr;a;a;l;1;D;30.0;336.0;0.17;0.5;0.33;6
86;86066;pr;a;a;l;1;E;26.0;340.0;0.0;0.5;0.4;10
86;86066;pr;a;a;l;1;F;35.0;328.0;0.0;1.0;0.0;3
86;86066;pr;a;a;l;1;G;15.0;315.0;0.0;1.0;0.0;1
86;86066;pr;a;a;l;1;VI;17.0;360.0;0.0;1.0;0.0;1
86;86066;pr;a;a;l;2;0;48.0;360.0;0.09;0.45;0.36;11
86;86066;pr;a;a;l;2;C;38.0;375.0;0.2;0.8;0.2;5
86;86066;pr;a;a;l;2;D;44.0;434.0;0.19;0.44;0.56;16
86;86066;pr;a;a;l;2;E;43.0;395.0;0.07;0.53;0.53;15
86;86066;pr;a;a;l;2;F;46.0;459.5;0.0;1.0;0.0;2
86;86066;pr;a;a;l;2;NS;39.5;361.5;0.0;0.75;0.25;4
86;86066;pr;a;a;l;2;VI;31.0;352.0;0.0;0.33;1.0;3
86;86066;pr;a;a;l;3;0;70.0;589.0;0.09;0.64;0.36;11
86;86066;pr;a;a;l;3;C;68.5;464.0;0.0;0.5;1.0;2
86;86066;pr;a;a;l;3;D;64.0;487.5;0.07;0.43;0.5;14
86;86066;pr;a;a;l;3;E;64.0;490.0;0.33;0.67;0.33;6
86;86066;pr;a;a;l;3;F;55.0;485.0;0.0;0.67;0.33;3
86;86066;pr;a;a;l;3;G;48.0;350.0;0.0;1.0;0.0;1
86;86066;pr;a;a;l;3;NS;64.0;430.0;0.0;1.0;0.0;2
86;86066;pr;a;a;l;3;VI;60.5;530.0;0.0;0.5;0.5;4
86;86066;pr;a;a;l;4;B;113.0;860.0;1.0;2.0;0.0;1
