type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;3;33;;2;95184;;;0;0;0;1;VI;;46.68235;-1.42953;Oui;;;1.0;;Ouest;;;1.0;;;;;;;248.0;;;;a;n;a;2020-04;85191;0304;851910304;H;85;12.5;1.0;0.052;10.86;84.0;0.045;2884.36
pr;a;v;0;30;;1;139900;;;0;1;1;0;D;;46.49588;-1.76462;Non;2.0;;;True;0;E;1974.0;1.0;;;;;;10.0;300.0;Gaz;Radiateur;Individuel;a;n;a;2020-04;85194;0103;851940103;H;85;16.67;1.0;0.043;16.82;10.0;0.043;4663.33
pr;m;v;0;140;2794.0;5;336000;;;0;0;1;0;E;272;46.45348;-1.1703;Non;;;1.0;False;0;B;;1.0;1.0;;;;;;;;;Individuel;a;n;m;2020-04;85128;0104;851280104;H;85;;;;5.1;1.0;0.026;2400.0
pr;a;v;1;29;;1;59400;;;0;0;0;1;E;330;46.44822;-1.68757;Non;2.0;;;;0;C;1985.0;1.0;;;;;False;72.0;1000.0;Électrique;Radiateur;Individuel;a;n;a;2020-04;85288;0102;852880102;H;85;;;;;;;2048.28
pr;m;v;0;135;2000.0;5;582400;;;0;0;1;1;F;387;46.46829;-1.6922;Non;1.0;;3.0;False;0;F;1970.0;1.0;;;;;;;;Fioul;;;a;n;m;2020-04;85288;0102;852880102;H;85;;;;;;;4314.07
pr;m;v;0;133;193.0;6;85000;;;0;0;1;0;VI;;46.39147;-1.18535;Non;1.0;;;False;0;VI;;1.0;;;;;;;;;;;a;n;m;2020-04;85297;0000;852970000;Z;85;;;;;;;639.1
pr;mn;v;0;90;449.0;5;140199;;;0;0;1;0;0;;46.82981;-0.97463;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;85259;0000;852590000;Z;85;;;;;;;1557.77
pr;mn;v;0;88;541.0;5;144316;;;0;0;1;0;0;;46.82981;-0.97463;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;85259;0000;852590000;Z;85;;;;;;;1639.95
pr;mn;v;0;89;475.0;4;156925;;;0;0;1;0;0;;46.82981;-0.97463;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;85259;0000;852590000;Z;85;;;;;;;1763.2
pr;mn;v;0;82;471.0;5;136718;;;0;0;0;0;0;;46.84407;-1.64587;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;85102;0000;851020000;Z;85;;;;;;;1667.29
