type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;mn;v;80170;;0;102;900.0;5;130400;113400.0;17000.0;0;0;0;0;0;;49.7906;2.7525;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80520;0000;805200000;Z;80
pr;mn;v;80430;;0;75;739.0;3;138986;112686.0;26300.0;0;0;0;0;0;;49.84444;1.78192;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80062;0000;800620000;Z;80
pr;mn;v;80430;;0;105;739.0;5;143627;117327.0;26300.0;0;0;0;0;0;;49.84444;1.78192;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80062;0000;800620000;Z;80
pr;mn;v;80430;;0;85;739.0;4;138942;112642.0;26300.0;0;0;0;0;0;;49.84444;1.78192;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80062;0000;800620000;Z;80
pr;mn;v;80430;;0;86;739.0;5;140570;114270.0;26300.0;0;0;0;0;0;;49.84444;1.78192;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80062;0000;800620000;Z;80
pr;mn;v;80480;;0;89;571.0;5;235900;117900.0;118000.0;0;0;1;0;0;;49.85346;2.28025;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80261;0000;802610000;Z;80
pr;mn;v;80130;;0;84;515.0;4;165038;134038.0;31000.0;0;0;0;0;0;;50.08374;1.54084;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80368;0000;803680000;Z;80
pr;m;l;80130;;0;95;;5;500;;;0;0;0;0;0;;50.09092;1.5519;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;80368;0000;803680000;Z;80
pr;mn;v;80136;;0;133;283.0;6;251900;171900.0;80000.0;0;0;2;0;0;;49.90426;2.33118;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80674;0000;806740000;Z;80
pr;mn;v;80250;;0;93;530.0;5;188900;118900.0;70000.0;0;0;2;0;0;;49.7816;2.34134;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80291;0000;802910000;Z;80
pr;mn;v;80470;;0;133;367.0;6;241900;171900.0;70000.0;0;0;2;0;0;;49.9183;2.18633;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80011;0000;800110000;Z;80
pr;mn;v;80136;;0;132;283.0;5;206400;134000.0;72400.0;0;0;0;0;0;;49.90426;2.33118;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80674;0000;806740000;Z;80
pr;mn;v;80780;;0;96;540.0;5;183900;142900.0;41000.0;0;0;1;0;0;;50.05739;2.14196;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80706;0000;807060000;Z;80
pr;mn;v;80130;;0;82;800.0;4;137856;108856.0;29000.0;0;0;0;0;0;;50.08594;1.49257;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80018;0000;800180000;Z;80
pr;mn;v;80110;;0;99;429.0;4;168400;108500.0;59900.0;0;0;0;0;0;;49.82077;2.46408;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80094;0000;800940000;Z;80
pr;mn;v;80310;;0;89;565.0;5;212900;137900.0;75000.0;0;0;1;0;0;;49.97101;2.19568;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80722;0000;807220000;Z;80
pr;mn;v;80310;;0;86;593.0;5;195900;125900.0;70000.0;0;0;1;0;0;;49.97101;2.19568;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80722;0000;807220000;Z;80
pr;mn;v;80290;;0;84;452.0;4;171792;137292.0;34500.0;0;0;0;0;0;;49.75505;1.9775;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80630;0000;806300000;Z;80
pr;a;l;80330;;0;21;;1;300;;;0;0;0;0;0;;49.876;2.34952;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;80489;0000;804890000;Z;80
pr;a;l;80000;;0;67;;3;700;;;0;0;0;0;0;;49.87934;2.27867;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;80021;0702;800210702;H;80
pr;mn;v;80910;;0;128;790.0;5;169600;127000.0;42600.0;0;0;0;0;0;;49.72678;2.63501;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80031;0000;800310000;Z;80
pr;a;l;80000;;0;29;;1;500;;;0;0;0;0;E;247;49.8865;2.30164;Oui;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;80021;1201;800211201;H;80
pr;a;v;80230;;0;59;;3;238000;;;0;0;0;0;0;;50.18384;1.63911;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;80721;0000;807210000;Z;80
pr;a;v;80230;;0;73;;4;262000;;;0;0;0;0;0;;50.18384;1.63911;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;80721;0000;807210000;Z;80
pr;mn;v;80300;;0;88;800.0;4;126600;104600.0;22000.0;0;0;0;0;0;;50.00638;2.7812;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80560;0000;805600000;Z;80
pr;m;v;80460;;0;151;;71;300000;;;1259;0;0;0;0;;50.09204;1.4345;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;80039;0000;800390000;Z;80
pr;mn;v;80460;;0;123;609.0;6;274465;229945.0;44520.0;0;0;0;0;0;;50.09693;1.45002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80039;0000;800390000;Z;80
pr;mn;v;80250;;0;88;450.0;4;196200;135200.0;61000.0;0;0;0;0;0;;49.7469;2.352;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80010;0000;800100000;Z;80
pr;mn;v;80000;;0;84;600.0;4;230500;162500.0;68000.0;0;0;0;0;0;;49.89555;2.2925;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80021;1701;800211701;H;80
