DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
47;47001;pa;a;a;l;1;0;36.0;512.5;0.0;0.0;0.5;2
47;47001;pa;a;a;l;1;D;26.0;275.0;0.0;0.5;0.0;2
47;47001;pa;a;a;l;2;0;45.5;469.5;0.25;0.0;0.5;4
47;47001;pa;a;a;l;2;D;49.0;590.0;0.0;1.0;0.0;1
47;47001;pa;a;a;l;2;E;35.0;430.0;0.0;0.0;0.0;1
47;47001;pa;a;a;l;3;0;59.0;538.0;2.0;0.0;0.0;1
47;47001;pa;a;a;l;4;0;93.0;800.0;0.0;0.0;1.0;1
47;47001;pa;a;a;l;4;C;86.0;580.0;0.0;1.0;0.0;1
47;47001;pa;a;m;l;3;0;78.0;580.0;0.0;0.5;0.5;2
47;47001;pa;a;m;l;5;D;92.0;735.0;1.0;1.0;0.0;1
47;47001;pr;a;a;l;1;0;20.5;382.5;0.0;0.0;1.17;6
47;47001;pr;a;a;l;1;C;25.0;345.0;1.0;1.0;0.0;1
47;47001;pr;a;a;l;1;D;30.0;334.0;0.08;0.33;0.42;12
47;47001;pr;a;a;l;1;E;25.5;342.5;0.1;0.4;0.3;10
47;47001;pr;a;a;l;1;F;32.0;342.5;0.17;0.67;0.33;6
47;47001;pr;a;a;l;1;G;27.5;307.5;0.0;0.0;0.5;2
47;47001;pr;a;a;l;1;NS;28.0;350.0;1.0;0.0;1.0;1
47;47001;pr;a;a;l;1;VI;25.0;305.0;0.14;0.71;0.29;7
47;47001;pr;a;a;l;2;0;44.0;460.0;0.15;0.08;0.77;13
47;47001;pr;a;a;l;2;B;49.5;487.5;0.5;0.25;0.75;4
47;47001;pr;a;a;l;2;C;45.0;421.0;0.33;0.11;0.89;9
47;47001;pr;a;a;l;2;D;43.0;433.5;0.12;0.42;0.52;52
47;47001;pr;a;a;l;2;E;42.0;430.0;0.35;0.25;0.7;20
47;47001;pr;a;a;l;2;F;39.0;400.0;0.0;0.54;0.31;13
47;47001;pr;a;a;l;2;NS;42.0;485.0;0.0;0.0;1.0;1
47;47001;pr;a;a;l;2;VI;46.0;412.5;0.07;0.64;0.14;14
47;47001;pr;a;a;l;3;0;65.0;543.0;0.18;0.35;0.82;17
47;47001;pr;a;a;l;3;C;52.0;462.5;0.0;0.0;1.0;2
47;47001;pr;a;a;l;3;D;66.0;529.0;0.24;0.27;0.52;33
47;47001;pr;a;a;l;3;E;65.0;530.0;0.09;0.45;0.45;11
47;47001;pr;a;a;l;3;F;60.0;562.0;0.0;0.5;1.0;2
47;47001;pr;a;a;l;3;VI;66.0;590.0;0.23;0.38;0.54;13
47;47001;pr;a;a;l;4;0;79.0;912.5;0.25;0.5;1.0;4
47;47001;pr;a;a;l;4;C;113.0;763.5;0.25;0.0;1.0;4
47;47001;pr;a;a;l;4;D;85.0;656.0;0.64;0.64;0.64;11
47;47001;pr;a;a;l;4;E;77.5;537.5;0.5;0.0;1.5;2
47;47001;pr;a;a;l;4;VI;96.0;550.0;0.0;0.67;0.0;3
47;47001;pr;a;a;l;5;B;168.0;1200.0;0.0;3.0;1.0;1
47;47001;pr;a;a;l;5;C;115.0;740.0;0.0;0.0;1.0;1
