type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;65290;;0;121;1074.0;5;214400;149400.0;65000.0;0;0;0;0;0;;43.1796;0.01811;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;65284;0000;652840000;Z;65;;;;;;;1771.9
pr;mn;v;65310;;0;85;500.0;4;189500;137000.0;52500.0;0;0;0;0;0;;43.19552;0.05702;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;65331;0000;653310000;Z;65;;;;;;;2229.41
pr;m;v;65310;;0;98;;5;140000;;;610;0;0;0;E;326;43.19673;0.05121;Oui;;;;;0;D;;;;;;;;100.0;;;;;a;n;m;2020-03;65331;0000;653310000;Z;65;;;;;;;1428.57
pr;m;v;65000;;0;110;;3;300000;;;1245;0;0;0;E;286;43.22659;0.06425;Non;;;;;0;B;;;;;;;;;;;;;a;n;m;2020-03;65440;0402;654400402;H;65;;;;8.005;4.0;0.035;2727.27
pr;a;v;65170;65388;3;28;;1;46000;;;0;0;1;0;E;259;42.81809;0.28967;Non;9.0;;;True;Nord-Ouest;C;;1.0;;;False;;True;788.0;884.0;Électrique;;Individuel;a;n;a;2020-03;65388;0000;653880000;Z;65;13.79;1.0;0.101;13.79;1.0;0.101;1642.86
pr;a;v;65170;65388;3;27;;2;70400;;;0;1;1;1;F;338;42.81627;0.28854;Non;0.0;;1.0;;0;B;1986.0;1.0;0.0;;True;;True;1.0;399.0;Électrique;;Individuel;a;n;a;2020-03;65388;0000;653880000;Z;65;;;;;;;2607.41
pr;a;v;65170;65388;3;30;;2;105000;;;0;0;0;1;VI;;42.80937;0.31492;Non;3.0;;1.0;True;Est;VI;;1.0;;;False;;True;65.0;924.0;Électrique;;Individuel;a;n;a;2020-03;65388;0000;653880000;Z;65;;;;;;;3500.0
pr;a;v;65000;65440;0;49;;2;107400;;;0;0;0;1;VI;;43.23657;0.06987;Non;7.0;;;;0;VI;;1.0;1.0;;True;;True;;1200.0;Électrique;Radiateur;Individuel;a;n;a;2020-03;65440;0202;654400202;H;65;8.57;17.0;0.047;9.83;129.0;0.054;2191.84
pr;m;v;65000;65440;0;307;;2;133500;;;0;0;0;0;NS;;43.23692;0.06991;Non;;;0.0;;0;;;;;;;;;;;;;;a;n;m;2020-03;65440;0202;654400202;H;65;;;;7.98;3.0;0.22;434.85
pr;a;v;65000;65440;0;138;;3;171900;;;0;0;1;1;B;67;43.23555;0.07221;Oui;;;1.0;;Est-Ouest;C;2003.0;1.0;1.0;;True;;True;;1537.23;Gaz;Radiateur;Individuel;a;n;a;2020-03;65440;0202;654400202;H;65;8.58;7.0;0.083;8.285;86.0;0.08;1245.65
pr;a;v;65000;65440;3;66;;3;80000;;;0;0;0;0;C;99;43.23249;0.07387;Non;4.0;;1.0;;0;D;;;;;;;True;;;;;Individuel;a;n;a;2020-03;65440;0203;654400203;H;65;7.955;14.0;0.079;8.285;86.0;0.082;1212.12
pr;a;v;65000;65440;1;91;;3;106000;;;0;0;0;0;C;141;43.23301;0.07285;0;;;;;0;;;;;;;;;;;;Convecteur;;a;n;a;2020-03;65440;0203;654400203;H;65;7.955;14.0;0.082;8.285;86.0;0.085;1164.84
pr;a;v;65000;65440;2;78;;3;88700;;;0;0;1;0;D;194;43.24001;0.07625;Non;5.0;;;;0;B;;1.0;;;False;;True;175.0;1177.62;Électrique;;Individuel;a;n;a;2020-03;65440;0203;654400203;H;65;7.955;14.0;0.084;8.285;86.0;0.087;1137.18
pr;m;v;65000;65440;0;130;800.0;5;212000;;;0;0;0;1;D;194;43.23202;0.07435;Non;;;;;Sud;B;;;;;False;;;;;;;Individuel;m;n;m;2020-03;65440;0203;654400203;H;65;;;;7.56;7.0;0.056;1630.77
pr;a;v;65000;65440;2;127;;5;148000;;;0;1;2;1;D;185;43.23066;0.07532;Oui;7.0;;1.0;;0;E;;1.0;;;True;;True;40.0;1723.96;Gaz;;Individuel;a;n;a;2020-03;65440;0203;654400203;H;65;6.18;1.0;0.064;7.77;5.0;0.08;1165.35
pr;m;v;65000;65440;0;160;1263.0;5;384200;;;0;0;0;0;A;;43.23852;0.07437;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;65440;0203;654400203;H;65;;;;7.56;7.0;0.038;2401.25
pr;a;v;65000;65440;0;58;;3;77850;;;0;0;0;1;0;;43.23164;0.08541;Oui;5.0;;1.0;;0;;;1.0;;;True;;True;145.0;1141.72;Électrique;;Individuel;a;n;a;2020-03;65440;0205;654400205;H;65;7.734999999999999;8.0;0.069;8.285;86.0;0.074;1342.24
pr;a;v;65000;65440;0;69;;3;68000;;;0;1;0;0;E;245.0;43.23093;0.07708;Oui;7.0;;;True;0;C;;;;;False;;True;45.0;1072.0;Électrique;Radiateur;Individuel;m;n;a;2020-03;65440;0205;654400205;H;65;7.734999999999999;8.0;0.094;8.285;86.0;0.101;985.51
pr;a;v;65000;65440;4;36;;2;61760;;;0;0;0;1;D;214;43.22996;0.08538;Oui;4.0;;1.0;;0;B;;1.0;;;;;True;144.0;800.0;Électrique;;Individuel;a;n;a;2020-03;65440;0205;654400205;H;65;9.665;12.0;0.068;9.83;129.0;0.069;1715.56
pr;m;v;65000;65440;0;95;2680.0;3;135900;;;0;0;0;0;NS;;43.23427;0.07824;Non;;;;;0;;;;;;False;;;;;;;;m;n;m;2020-03;65440;0204;654400204;H;65;6.235;2.0;0.052;8.005;4.0;0.067;1430.53
pr;m;v;65800;65047;0;90;520.0;5;168740;;;0;0;0;1;A;;43.23823;0.09914;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;65047;0102;650470102;H;65;8.76;1.0;0.056;8.76;1.0;0.056;1874.89
pr;m;v;65800;65047;0;117;1000.0;4;211900;;;0;0;0;0;A;;43.23823;0.09914;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;65047;0102;650470102;H;65;8.43;1.0;0.056;8.43;1.0;0.056;1811.11
pr;m;v;65800;65047;0;115;1000.0;4;286900;;;0;0;0;0;A;;43.23823;0.09914;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;65047;0102;650470102;H;65;8.43;1.0;0.041;8.43;1.0;0.041;2494.78
pr;m;v;65800;65047;0;126;846.0;5;289399;;;0;0;0;0;A;;43.23823;0.09914;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;65047;0102;650470102;H;65;8.76;1.0;0.046;8.76;1.0;0.046;2296.82
pr;m;v;65800;65047;0;121;500.0;5;246700;;;0;0;0;0;A;;43.23823;0.09914;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;65047;0102;650470102;H;65;8.76;1.0;0.052;8.76;1.0;0.052;2038.84
pr;a;v;65800;65047;3;69;;3;72390;;;0;1;0;1;0;;43.2362;0.10254;Oui;4.0;;0.0;;0;;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;65047;0102;650470102;H;65;7.79;4.0;0.089;8.57;7.0;0.098;1049.13
pr;m;v;65800;65047;0;93;550.0;4;175600;;;0;0;0;0;A;;43.23823;0.09914;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;65047;0102;650470102;H;65;8.43;1.0;0.054;8.43;1.0;0.054;1888.17
