REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
2.0;972;97201;pr;a;m;v;5;0;141.0;169500.0;1202.13;;;0.0;-1.0;1.0;1
2.0;972;97201;pr;a;m;v;5;VI;141.0;169500.0;1202.13;;;0.0;0.0;1.0;1
2.0;972;97202;pr;a;m;vp;4;0;80.0;600000.0;7500.0;;;0.0;0.0;2.0;1
2.0;972;97203;pr;a;m;v;4;0;94.0;219000.0;2329.79;;;0.0;2.0;2.0;1
2.0;972;97203;pr;a;m;v;4;F;96.0;180000.0;1875.0;;;0.0;-0.5;3.0;2
2.0;972;97203;pr;a;m;v;4;VI;100.0;295000.0;2950.0;;;0.0;1.0;1.0;1
2.0;972;97203;pr;a;m;v;6;0;158.0;269000.0;1702.53;9.64;0.068;0.0;3.0;0.0;1
2.0;972;97203;pr;a;m;v;6;VI;158.0;270000.0;1708.86;9.64;0.068;0.0;3.0;0.0;1
2.0;972;97203;pr;a;m;v;7;VI;198.0;428000.0;2161.62;;;0.0;2.0;1.0;1
2.0;972;97204;pr;a;m;v;4;0;124.0;278200.0;2243.55;;;0.0;1.0;3.0;1
2.0;972;97204;pr;a;m;v;6;NS;134.0;450000.0;3358.21;;;0.0;2.0;0.0;1
2.0;972;97205;pr;a;a;v;3;0;59.0;200000.0;3389.83;;;1.0;1.0;0.0;1
2.0;972;97205;pr;a;a;v;3;VI;59.0;198450.0;3363.56;;;0.0;1.0;0.0;3
2.0;972;97205;pr;a;m;v;5;0;201.5;705000.0;3586.38;12.76;0.043;0.0;1.5;1.0;2
2.0;972;97205;pr;a;m;v;5;NS;180.0;770000.0;4277.78;12.76;0.036;0.0;4.0;0.0;1
2.0;972;97205;pr;a;m;v;7;0;139.0;340000.0;2446.04;;;1.0;2.0;1.0;1
2.0;972;97205;pr;a;m;v;7;NS;225.0;880000.0;3972.22;;;0.0;2.0;0.0;2
2.0;972;97205;pr;a;m;v;8;0;208.0;374525.0;1800.6;;;1.0;3.0;1.0;1
2.0;972;97206;pr;a;a;v;2;0;42.0;167400.0;3985.71;14.56;0.046;0.0;0.0;0.67;3
2.0;972;97206;pr;a;a;v;2;NS;42.0;167400.0;3985.71;14.56;0.044;0.0;0.0;1.0;1
2.0;972;97206;pr;a;a;v;3;G;51.0;207000.0;4058.82;;;1.0;2.0;0.0;1
2.0;972;97206;pr;a;m;v;5;0;138.0;564000.0;4177.78;;;0.0;0.67;2.33;3
2.0;972;97206;pr;a;m;v;5;G;107.0;560000.0;4166.67;;;0.0;2.67;0.0;3
2.0;972;97206;pr;a;m;v;6;0;400.0;774000.0;1935.0;;;0.0;1.33;0.0;3
2.0;972;97206;pr;a;m;v;6;VI;90.0;275000.0;3055.56;;;1.0;2.0;1.0;1
2.0;972;97206;pr;a;m;v;7;0;280.0;495000.0;1767.86;;;0.0;2.0;2.0;1
2.0;972;97206;pr;a;m;v;7;G;230.0;862000.0;3747.83;;;0.0;5.0;1.0;1
2.0;972;97206;pr;a;m;v;7;NS;230.0;866250.0;3766.3;;;0.0;5.0;1.0;1
2.0;972;97206;pr;a;m;v;7;VI;300.0;1260000.0;4200.0;;;2.0;4.0;1.0;1
2.0;972;97206;pr;a;m;v;8;0;230.0;869000.0;3778.26;;;0.0;0.0;4.0;1
2.0;972;97206;pr;a;m;vp;7;0;212.0;573000.0;2702.83;;;0.0;4.0;1.0;1
2.0;972;97206;pr;a;m;vp;9;0;170.0;881875.0;5187.5;;;0.0;4.0;0.0;1
2.0;972;97207;pr;a;a;v;1;0;25.0;55000.0;2214.17;;;0.0;0.0;1.0;2
2.0;972;97207;pr;a;a;v;1;VI;28.0;55000.0;1964.29;;;0.0;1.0;0.0;1
2.0;972;97207;pr;a;a;v;2;E;42.0;140000.0;3333.33;15.0;0.054;0.0;1.0;0.0;1
2.0;972;97207;pr;a;a;v;2;G;62.0;135000.0;2177.42;15.0;0.083;0.0;1.0;0.0;1
2.0;972;97207;pr;a;a;v;2;VI;36.0;118000.0;3194.44;15.0;0.057;0.0;0.67;0.0;3
2.0;972;97207;pr;a;a;v;3;0;74.0;170500.0;2511.37;12.92;0.07;0.0;0.25;0.25;4
2.0;972;97207;pr;a;a;v;3;G;64.0;167000.0;2609.38;12.92;0.059;1.0;1.0;0.0;1
2.0;972;97207;pr;a;a;v;3;NS;70.0;196000.0;2361.45;12.92;0.064;0.0;0.2;0.0;5
2.0;972;97207;pr;a;a;v;3;VI;66.0;164250.0;2515.57;12.92;0.058;0.5;1.0;0.0;4
2.0;972;97207;pr;a;a;v;4;0;81.0;136000.0;1679.01;9.4;0.067;0.0;0.0;2.0;1
2.0;972;97207;pr;a;m;v;10;0;250.0;560000.0;2240.0;;;0.0;0.0;0.0;1
2.0;972;97207;pr;a;m;v;11;0;356.0;905000.0;2542.13;;;0.0;0.0;4.0;1
2.0;972;97207;pr;a;m;v;3;0;71.0;314000.0;4422.54;;;0.0;0.0;2.0;1
2.0;972;97207;pr;a;m;v;4;0;100.0;314000.0;3032.79;10.7;0.039;0.0;0.33;1.67;3
