type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;an;v;0;86;;4;309000;;;0;0;0;0;0;;45.58129;5.95687;0;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-04;73222;0102;732220102;H;73;12.18;2.0;0.041;12.18;2.0;0.041;3593.02
pr;mn;v;0;113;1118.0;5;465000;259300.0;205700.0;0;0;0;0;0;;45.59002;5.95619;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73222;0102;732220102;H;73;13.24;1.0;0.039;13.24;1.0;0.039;4115.04
pr;mn;v;0;105;1074.0;5;250000;;;0;0;1;0;0;;45.80474;5.80246;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73073;0000;730730000;Z;73;;;;;;;2380.95
pr;mn;v;0;85;330.0;4;284000;;;0;0;1;0;0;;45.49534;5.98518;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73151;0000;731510000;Z;73;;;;;;;3341.18
pr;an;v;0;43;;2;191500;;;0;0;0;0;0;;45.52647;5.9478;0;;;;False;0;;;;;;False;;False;;;;;;ca;o;a;2020-04;73225;0000;732250000;Z;73;11.51;1.0;0.031;11.51;1.0;0.031;4453.49
pr;mn;v;0;91;1000.0;4;425000;;;0;0;0;0;0;;45.52972;5.94688;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73225;0000;732250000;Z;73;;;;;;;4670.33
pr;a;v;1;35;;2;168000;;;0;1;1;0;F;382.0;45.17183;6.43148;Non;6.0;;1.0;False;0;G;;1.0;;;;;True;;;Électrique;;;a;n;a;2020-04;73306;0000;733060000;Z;73;;;;;;;4800.0
pr;mn;v;0;107;812.0;4;288000;;;0;0;2;0;0;;45.50484;6.15177;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73302;0000;733020000;Z;73;;;;;;;2691.59
pr;mn;v;0;90;812.0;4;238500;;;0;0;1;0;0;;45.50484;6.15177;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73302;0000;733020000;Z;73;;;;;;;2650.0
pr;mn;v;0;95;1226.0;4;298000;;;0;0;1;0;0;;45.54111;5.81724;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73001;0000;730010000;Z;73;;;;;;;3136.84
pr;mn;v;0;85;1014.0;4;210000;;;0;0;1;0;0;;45.76145;5.7964;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73149;0000;731490000;Z;73;;;;;;;2470.59
pr;an;v;0;92;;4;365000;;;0;0;0;0;0;;45.69574;5.90932;0;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-04;73008;0302;730080302;H;73;10.95;1.0;0.033;11.6;46.0;0.035;3967.39
pr;a;v;0;58;;3;210000;;;0;0;0;1;B;70.0;45.69883;5.90977;Non;;;;;Sud;C;;1.0;;;False;;False;40.0;800.0;Gaz;;Individuel;m;n;a;2020-04;73008;0302;730080302;H;73;12.5;13.0;0.041;12.5;99.0;0.041;3620.69
pr;mn;v;0;100;1000.0;5;450000;210000.0;240000.0;0;0;0;0;0;;45.53856;5.85612;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73326;0000;733260000;Z;73;8.18;1.0;0.022;8.18;1.0;0.022;4500.0
pr;mn;v;0;90;360.0;4;279000;;;0;0;2;0;0;;45.53856;5.85612;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73326;0000;733260000;Z;73;;;;;;;3100.0
pr;mn;v;0;105;1000.0;5;460000;220000.0;240000.0;0;0;0;0;0;;45.53856;5.85612;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73326;0000;733260000;Z;73;8.18;1.0;0.022;8.18;1.0;0.022;4380.95
pr;an;v;0;45;;2;202650;;;0;0;0;0;0;;45.69923;5.88882;0;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-04;73008;0202;730080202;H;73;14.83;13.0;0.04;14.14;106.0;0.038;4503.33
pr;a;v;0;27;;2;160000;;;672;0;0;0;E;326;45.7492;6.57959;Non;;;;;0;C;;;;;;;;99.0;;;;;a;;a;2020-04;73132;0000;731320000;Z;73;;;;;;;5925.93
pr;a;v;0;33;;2;180000;;;759;0;0;0;F;419;45.75676;6.53977;Non;;;;;0;D;;;;;;;;63.0;;;;;a;;a;2020-04;73132;0000;731320000;Z;73;;;;;;;5454.55
pr;a;v;0;36;;2;220000;;;916;0;0;0;G;934;45.75598;6.54176;Non;;;;;0;E;;;;;;;;32.0;;;;;a;;a;2020-04;73132;0000;731320000;Z;73;;;;;;;6111.11
pr;m;v;0;76;;4;309000;;;0;0;0;0;0;;45.71468;5.89267;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;73059;0000;730590000;Z;73;13.72;1.0;0.04;13.72;1.0;0.04;4065.79
pr;mn;v;0;120;750.0;4;565000;;;0;0;0;0;0;;45.74147;5.88877;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;73059;0000;730590000;Z;73;13.72;1.0;0.035;13.72;1.0;0.035;4708.33
