type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;3;76;;3;109990;;;0;1;1;0;C;120;47.72215;-1.37664;Non;2.0;;2.0;True;Sud;A;;1.0;;;False;;False;20.0;642.0;Électrique;;Individuel;m;n;a;2020-04;44036;0101;440360101;H;44;8.98;6.0;0.074;8.98;8.0;0.074;1447.24
pr;a;v;2;58;;2;183600;;;0;1;1;0;0;;47.20889;-1.59558;Oui;5.0;;1.0;;0;;;1.0;;;False;;True;30.0;960.0;Électrique;;Individuel;a;n;a;2020-04;44109;0204;441090204;H;44;11.78;4.0;0.045;13.73;511.0;0.052;3165.52
pr;a;v;0;57;;3;306000;;;0;1;1;0;0;;47.29155;-2.51321;Non;2.0;;1.0;True;0;;;1.0;;;True;;True;;;Gaz;;Individuel;a;n;a;2020-04;44049;0000;440490000;Z;44;10.96;6.0;0.024;10.96;6.0;0.024;5368.42
pr;m;v;0;377;4228.0;14;780000;;;0;0;1;1;E;315;47.47718;-1.24014;Non;1.0;;;;Sud;B;;2.0;;;;;;;;;;Individuel;a;n;m;2020-04;44118;0000;441180000;Z;44;;;;;;;2068.97
pr;m;v;0;264;375.0;10;886125;;;0;1;3;1;VI;;47.232;-1.55876;Non;2.0;;;True;Sud;G;1930.0;3.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;44109;0407;441090407;H;44;;;;;;;3356.53
pr;a;v;4;39;;1;93800;;;0;1;0;1;C;108;47.20788;-1.61378;Non;4.0;;1.0;True;0;B;;1.0;;;False;;False;20.0;830.0;Gaz;;Collectif;a;n;a;2020-04;44162;0505;441620505;H;44;;;;14.25;18.0;0.071;2405.13
pr;an;v;0;22;;1;129900;;;0;0;0;0;0;;47.18922;-1.54727;0;;False;0.0;False;0;;;;;;;;;;;;;;ca;o;a;2020-04;44143;0301;441430301;H;44;13.7;7.0;0.028;13.39;15.0;0.027;5904.55
pr;a;v;1;62;;3;289000;;;0;0;0;1;NS;;47.26427;-1.51978;Non;;;1.0;;0;;;1.0;;;;;;19.0;;;;;a;n;a;2020-04;44109;0910;441090910;H;44;10.58;9.0;0.027;11.74;377.0;0.03;4661.29
pr;a;v;0;63;2148.0;3;241500;;;0;1;1;0;D;188.0;47.22629;-1.57161;Oui;5.0;;;True;Sud-Est;E;1948.0;1.0;;;;;True;51.0;1741.0;Gaz;;Collectif;a;n;a;2020-04;44109;0406;441090406;H;44;17.4;2.0;0.054;11.74;377.0;0.037;3833.33
pr;a;v;1;60;;3;282000;;;0;0;0;1;NS;;47.26427;-1.51978;Non;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;a;2020-04;44109;0910;441090910;H;44;10.58;9.0;0.027;11.74;377.0;0.03;4700.0
pr;a;v;1;81;;4;463900;;;0;0;0;1;0;;47.25907;-2.33877;Non;3.0;;1.0;;0;;;;;;;;True;53.0;0.0;;;Individuel;a;o;a;2020-04;44132;0102;441320102;H;44;;;;14.35;1.0;0.03;5727.16
pr;a;v;1;84;;4;454900;;;0;0;0;2;0;;47.25907;-2.33877;Non;3.0;;1.0;;0;;;;;;;;True;53.0;0.0;;;Individuel;a;o;a;2020-04;44132;0102;441320102;H;44;;;;14.35;1.0;0.032;5415.48
pr;a;v;1;80;;3;463900;;;0;0;0;1;0;;47.25527;-2.33036;Non;3.0;;2.0;False;0;;;1.0;;;True;;True;57.0;1.0;;;;a;n;a;2020-04;44132;0102;441320102;H;44;12.2;3.0;0.025;12.56;9.0;0.026;5798.75
pr;a;v;3;81;;3;459900;;;0;0;0;1;0;;47.25907;-2.33877;Non;3.0;;1.0;;0;;;;;;;;True;53.0;0.0;;;Individuel;a;o;a;2020-04;44132;0102;441320102;H;44;12.2;3.0;0.026;12.56;9.0;0.027;5677.78
pr;a;v;4;106;;4;990000;;;0;0;1;1;0;;47.25821;-2.3273;Non;4.0;;2.0;;0;;;2.0;;;True;;True;401.0;1.0;;;;a;n;a;2020-04;44132;0102;441320102;H;44;;;;14.35;1.0;0.018;9339.62
pr;a;v;4;108;;4;990000;;;0;0;0;2;0;;47.25712;-2.33071;Non;4.0;;2.0;;0;;;;;;;;True;;0.0;;;Individuel;a;n;a;2020-04;44132;0102;441320102;H;44;;;;14.35;1.0;0.019;9166.67
pr;a;v;3;62;;3;329500;;;0;0;0;1;0;;47.25712;-2.33071;Non;3.0;;2.0;;0;;;;;;;;True;;0.0;;;Individuel;a;n;a;2020-04;44132;0102;441320102;H;44;12.2;3.0;0.028;12.56;9.0;0.028;5314.52
pr;a;v;2;61;;3;359900;;;0;0;0;0;0;;47.25907;-2.33877;Non;3.0;;1.0;;0;;;;;;;;True;53.0;0.0;;;Individuel;a;o;a;2020-04;44132;0102;441320102;H;44;12.2;3.0;0.025;12.56;9.0;0.026;5900.0
pr;a;v;1;80;;4;375000;;;0;0;1;0;D;225.0;47.21422;-1.58492;Oui;2.0;;;;sud-ouest;E;;;;;;;;7.0;1800.0;Électrique;;Individuel;a;n;a;2020-04;44109;0306;441090306;H;44;15.5;1.0;0.04;11.28;121.0;0.029;4687.5
pr;m;v;0;166;5000.0;7;322400;;;0;0;0;1;VI;;46.92928;-1.53884;Non;2.0;;;;0;VI;;2.0;;;;;;;;;;;a;n;m;2020-04;44156;0000;441560000;Z;44;;;;;;;1942.17
pr;mn;v;0;129;594.0;6;237900;182900.0;55000.0;0;0;2;0;0;;46.95419;-1.59833;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;44156;0000;441560000;Z;44;;;;;;;1844.19
