type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;1;81;;3;44000;;;0;0;0;1;C;103.0;47.01784;3.15507;Non;4.0;;1.0;;0;;;1.0;;;;;;;;;;;a;n;a;2020-04;58303;0102;583030102;H;58;;;;9.74;3.0;0.215;543.21
pr;m;v;0;250;1656.0;12;235400;;;0;0;0;0;E;;47.02323;3.08646;Oui;;;3.0;;0;;;;;;;;;;;;;;a;n;m;2020-04;58117;0101;581170101;H;58;;;;;;;941.6
pr;m;v;0;260;1600.0;8;220000;;;0;0;0;4;NS;;46.98983;3.15607;Non;1.0;;1.0;;0;;;4.0;;;;;;;;;;;a;n;m;2020-04;58194;0103;581940103;H;58;;;;;;;846.15
pr;m;v;0;125;;5;250000;;;0;0;0;2;NS;;47.11721;3.10051;Oui;;;1.0;;0;;;2.0;;;True;;;;;;;;a;n;m;2020-04;58067;0000;580670000;Z;58;;;;;;;2000.0
pr;m;v;0;115;957.0;5;235000;;;0;0;0;0;0;;47.4084;2.92506;Oui;;;1.0;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-04;58086;0101;580860101;H;58;;;;6.53;1.0;0.038;2043.48
pr;m;v;0;115;1636.0;5;145000;;;0;0;1;1;C;117;47.07005;3.20236;Non;;;;;0;D;;2.0;;;False;;;;;Gaz;;Individuel;m;n;m;2020-04;58300;0000;583000000;Z;58;;;;;;;1260.87
pr;m;v;0;188;13737.0;7;321800;;;0;0;0;1;0;;47.16351;3.07953;Non;2.0;;8.0;True;Nord-Sud;;1880.0;2.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;58056;0000;580560000;Z;58;;;;;;;1711.7
pr;m;v;0;103;1080.0;6;145000;;;0;0;0;1;VI;;46.71842;3.34347;Non;;;;;0;;;1.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-04;58104;0000;581040000;Z;58;;;;;;;1407.77
pr;m;v;0;70;;3;89500;;;0;0;1;2;NS;;47.17102;3.02975;Non;1.0;;;;0;;;2.0;;;;;;;;;;;a;n;m;2020-04;58059;0102;580590102;H;58;7.8;1.0;0.073;7.8;1.0;0.073;1278.57
pr;m;v;0;70;2760.0;4;65990;;;0;0;0;0;VI;;47.23681;3.04444;Oui;;;;;0;;;1.0;;;False;;;;;;;;m;n;m;2020-04;58302;0000;583020000;Z;58;;;;;;;942.71
