type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;mn;v;21170;;0;103;605.0;5;157065;119565.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;mn;v;21170;;0;83;605.0;4;135450;97950.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;mn;v;21170;;0;89;605.0;4;142880;105380.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;mn;v;21170;;0;94;605.0;5;155100;117600.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;mn;v;21170;;0;98;605.0;5;159064;121564.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;mn;v;21170;;0;91;605.0;5;140871;103371.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;mn;v;21170;;0;63;605.0;3;123357;85857.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;mn;v;21170;;0;82;605.0;4;129600;92100.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;mn;v;21170;;0;74;605.0;3;133156;95656.0;37500.0;0;0;1;0;0;;47.07447;5.27553;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;21356;0000;213560000;Z;21
pr;a;l;21000;;0;48;;2;700;;;0;0;0;0;0;;47.31945;5.04556;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;21231;0103;212310103;H;21
pr;a;l;21000;;0;36;;2;500;;;0;0;0;0;F;;47.32118;5.0373;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;21231;0101;212310101;H;21
pr;a;l;21000;;0;17;;1;400;;;0;0;0;0;0;;47.32194;5.03862;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;21231;0101;212310101;H;21
pr;a;l;21000;;0;51;;2;500;;;0;0;0;0;D;224;47.31986;5.03642;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;21231;0101;212310101;H;21
pr;a;l;21200;;0;68;;3;400;;;0;0;0;0;0;;47.03685;4.83896;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;21054;0110;210540110;H;21
