type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;0;61;;3;223900;;;0;0;0;1;NS;;49.19261;-0.44761;Non;4.0;;1.0;False;Sud;NS;2019.0;1.0;1.0;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;14137;0000;141370000;Z;14;28.0;;;;;;;3670.49
pr;a;v;0;63;;3;239900;;;0;0;0;0;NS;;49.18786;-0.43122;Non;3.0;;1.0;False;0;NS;2019.0;;1.0;;;;True;;;;;;a;n;a;2020-04;14137;0000;141370000;Z;14;28.0;;;;;;;3807.94
pr;a;v;0;71;;3;225900;;;0;1;0;1;NS;;49.19261;-0.44761;Non;4.0;;1.0;False;0;VI;2019.0;1.0;;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;14137;0000;141370000;Z;14;28.0;;;;;;;3181.69
pr;a;v;0;72;;3;223900;;;0;1;0;1;NS;;49.18807;-0.43107;Non;4.0;;1.0;False;Ouest;NS;2019.0;1.0;;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;14137;0000;141370000;Z;14;28.0;;;;;;;3109.72
pr;m;v;0;178;3879.0;7;449000;;;0;0;1;1;D;218;49.02403;-1.25497;Non;1.0;;;;0;F;;3.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;50111;0000;501110000;Z;50;28.0;;;;;;;2522.47
pr;a;v;0;30;;1;109000;;;0;0;0;1;E;325.0;49.18023;-0.37487;Non;1.0;;1.0;False;0;C;;1.0;;;False;;False;20.0;360.0;Électrique;;Individuel;a;n;a;2020-04;14118;0501;141180501;H;14;28.0;15.85;7.0;0.052;17.7;371.0;0.058;3633.33
pr;m;vp;0;110;5000.0;5;105000;;;0;0;0;1;0;;48.62542;-0.7981;Non;1.0;;2.0;True;0;;;1.0;;;;;;;;;;;m;n;m;2020-04;50029;0000;500290000;Z;50;28.0;;;;;;;954.55
pr;m;v;0;212;5000.0;8;265000;;;0;0;0;1;VI;;49.54679;1.03643;Oui;1.0;;;True;Ouest;G;1972.0;1.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;76245;0000;762450000;Z;76;28.0;;;;;;;1250.0
pr;m;v;0;229;13692.0;6;450000;;;0;0;0;2;VI;;49.69086;0.86317;Oui;1.0;;;;Sud;VI;1700.0;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;76491;0000;764910000;Z;76;28.0;;;;;;;1965.07
pr;m;v;0;136;296.0;5;259975;;;0;0;1;0;C;111.0;49.48242;1.72338;Non;1.0;;2.0;True;sud-ouest;D;;1.0;;;False;;;;;Gaz;;;m;n;m;2020-04;76312;0102;763120102;H;76;28.0;;;;5.0;1.0;0.031;1911.58
pr;m;v;0;110;999.0;6;238500;;;0;0;0;2;D;227.0;48.45283;0.10533;Non;;;;;0;C;2012.0;2.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;61497;0000;614970000;Z;61;28.0;;;;;;;2168.18
pr;m;v;0;96;468.0;4;117700;;;0;0;0;2;E;264;48.74515;-0.55078;Non;;;;;0;F;1900.0;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;61169;0302;611690302;H;61;28.0;;;;7.71;4.0;0.075;1226.04
pr;m;v;0;158;444.0;7;277500;;;0;0;0;1;D;184;49.37294;1.10303;Non;2.0;;;;0;D;;;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;76575;0802;765750802;H;76;28.0;;;;2.68;3.0;0.018;1756.33
pr;a;v;0;93;;5;189900;;;0;0;0;2;NS;;49.42263;1.09809;Non;4.0;;;;0;;;;;;;;;;2272.0;;Radiateur;Collectif;a;n;a;2020-04;76540;1001;765401001;H;76;28.0;7.96;2.0;0.047;9.0;26.0;0.053;2041.94
pr;a;v;0;82;;2;80000;;;0;0;0;0;E;320.0;49.28871;1.00646;Non;0.0;;1.0;;0;F;;;;;;;;12.0;2000.0;;;Individuel;a;n;a;2020-04;76231;0101;762310101;H;76;28.0;10.44;4.0;0.128;10.18;30.0;0.125;975.61
pr;m;v;0;100;;4;165000;;;0;0;0;1;C;103;48.42195;0.08778;Non;3.0;;;False;0;D;;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;61001;0304;610010304;H;61;28.0;;;;8.54;6.0;0.062;1650.0
pr;m;v;0;119;;6;127000;;;0;0;1;1;NS;;48.63618;-1.41689;Non;;;1.0;;0;;;1.0;;;True;;;;;;;;a;n;m;2020-04;50146;0000;501460000;Z;50;28.0;;;;;;;1067.23
pr;m;v;0;81;603.0;4;164975;;;0;0;0;1;0;;49.66566;-1.30381;Oui;;;4.0;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-04;50469;0000;504690000;Z;50;28.0;;;;;;;2036.73
pr;m;v;0;170;1000.0;7;294000;;;0;0;0;2;D;162.0;48.99694;1.23993;Non;1.0;;4.0;;0;;;2.0;;;;;;;;;;Collectif;a;n;m;2020-04;27684;0000;276840000;Z;27;28.0;;;;;;;1729.41
pr;m;v;0;163;1070.0;6;144450;;;0;0;0;0;NS;;48.85432;-0.53037;Non;;;;;0;NS;1900.0;;;;;;;;;;;;a;n;m;2020-04;14174;0103;141740103;H;14;28.0;;;;;;;886.2
pr;m;v;0;87;560.0;7;107200;;;0;0;1;0;E;293;48.76784;-0.58266;Oui;1.0;;;True;0;B;1970.0;1.0;;;False;;;;;Électrique;;;a;n;m;2020-04;61391;0000;613910000;Z;61;28.0;;;;;;;1232.18
pr;m;v;0;155;1075.0;6;417350;;;0;0;2;1;C;145;49.26487;-0.27047;Non;1.0;;2.0;;0;D;2005.0;2.0;;;False;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;14488;0102;144880102;H;14;28.0;;;;;;;2692.58
pr;m;v;0;123;454.0;5;165000;;;0;0;0;2;0;;49.56792;0.95441;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;76495;0102;764950102;H;76;28.0;;;;;;;1341.46
pr;m;v;0;127;577.0;6;245000;;;0;0;0;1;0;;49.56792;0.95441;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;76495;0102;764950102;H;76;28.0;;;;;;;1929.13
pr;m;v;0;130;9000.0;6;325000;;;0;0;0;0;VI;;49.42704;0.96426;Non;1.0;;;;0;G;1900.0;;;;False;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;76513;0000;765130000;Z;76;28.0;;;;;;;2500.0
pr;a;v;3;44;;2;94990;;;0;0;0;1;E;250;49.02007;1.14744;Oui;4.0;;1.0;False;0;C;;1.0;;;True;;True;38.0;820.64;Électrique;;Individuel;a;n;a;2020-04;27229;0103;272290103;H;27;28.0;12.24;15.0;0.068;12.16;171.0;0.068;2158.86
pr;a;v;1;87;;4;139000;;;0;0;0;0;D;157;49.4125;1.04727;Oui;3.0;;;;0;E;;;;;;;;22.0;1260.0;Gaz;Radiateur;Individuel;a;n;a;2020-04;76322;0403;763220403;H;76;28.0;;;;9.96;2.0;0.075;1597.7
pr;m;v;0;130;;6;225000;;;0;0;0;1;D;165.0;49.34767;0.76375;Non;2.0;;2.0;;0;E;;;;;;;;;;Fioul;;;m;n;m;2020-04;27102;0000;271020000;Z;27;28.0;;;;;;;1730.77
pr;m;v;0;130;580.0;5;223570;;;0;0;1;1;VI;;48.77604;1.27141;Non;;;;;0;;;2.0;;;False;;;;;Gaz;;Individuel;m;n;m;2020-04;27548;0000;275480000;Z;27;28.0;;;;;;;1719.77
pr;a;v;6;71;;3;94000;;;0;1;0;1;D;160.0;49.46536;1.13322;Non;6.0;;2.0;False;0;C;;1.0;;;;;True;;;;;;a;n;a;2020-04;76095;0102;760950102;H;76;28.0;10.57;2.0;0.096;10.94;8.0;0.099;1323.94
pr;a;v;4;65;;3;132000;;;0;0;0;1;C;115.0;49.42813;1.08094;Non;6.0;;;;0;D;;;;;;;;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;76540;1003;765401003;H;76;28.0;10.75;17.0;0.064;11.0;506.0;0.065;2030.77
pr;an;v;0;39;;2;144300;;;0;0;0;0;0;;49.42367;1.07322;0;;True;1.0;True;0;;;;;;;;;;;;;;ca;o;a;2020-04;76540;1003;765401003;H;76;28.0;12.34;16.0;0.04;13.3;767.0;0.043;3700.0
