type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;61000;;0;60;400.0;4;116932;85732.0;31200.0;0;0;0;0;0;;48.43024;0.09427;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;61001;0102;610010102;H;61;;;;8.54;6.0;0.053;1948.87
pr;mn;v;61000;;0;93;610.0;6;114100;95800.0;18300.0;0;0;0;0;0;;48.43024;0.09427;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;61001;0102;610010102;H;61;;;;;;;1226.88
pr;mn;v;61370;;0;93;4500.0;6;159541;106541.0;53000.0;0;0;0;0;0;;48.73021;0.393;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;61150;0000;611500000;Z;61;;;;;;;1715.49
pr;mn;v;61250;;0;85;1000.0;5;137959;107959.0;30000.0;0;0;0;0;0;;48.45109;0.0344;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;61234;0000;612340000;Z;61;;;;;;;1623.05
pr;mn;v;61250;;0;91;1000.0;5;151668;121668.0;30000.0;0;0;0;0;0;;48.45109;0.0344;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;61234;0000;612340000;Z;61;;;;;;;1666.68
pr;mn;v;61250;;0;74;1000.0;5;136535;106535.0;30000.0;0;0;0;0;0;;48.45109;0.0344;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;61234;0000;612340000;Z;61;;;;;;;1845.07
pr;mn;v;61250;;0;97;655.0;4;163100;137555.0;25545.0;0;0;0;0;0;;48.50968;0.08948;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;61341;0000;613410000;Z;61;;;;;;;1681.44
pr;mn;v;61250;;0;75;655.0;4;129923;104378.0;25545.0;0;0;0;0;0;;48.50968;0.08948;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;61341;0000;613410000;Z;61;;;;;;;1732.31
pr;m;v;61260;;0;80;;4;40000;;;198;0;0;0;0;;48.22591;0.74911;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;61079;0000;610790000;Z;61;;;;;;;500.0
pr;mn;v;61120;;0;88;1795.0;4;134740;108240.0;26500.0;0;0;0;0;0;;48.92187;0.19325;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;61508;0000;615080000;Z;61;;;;;;;1531.14
pr;mn;v;61120;;0;96;3000.0;6;128721;108721.0;20000.0;0;0;0;0;0;;48.92187;0.19325;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;61508;0000;615080000;Z;61;;;;;;;1340.84
pr;mn;v;61120;;0;102;1795.0;4;144700;115200.0;29500.0;0;0;0;0;0;;48.92187;0.19325;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;61508;0000;615080000;Z;61;;;;;;;1418.63
