type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;15000;15014;4;68;;3;87200;;;0;0;1;0;0;;44.91568;2.45245;Oui;4.0;;;True;Est-Ouest;;;1.0;;;;;;;1200.0;Gaz;Radiateur;Collectif;a;n;a;2020-03;15014;0109;150140109;D;15;8.14;7.0;0.076;7.800000000000001;26.0;0.073;1282.35
pr;a;v;15000;15014;3;61;;3;65000;;;0;2;0;1;0;;44.91365;2.45734;Non;7.0;;;False;Est;;1970.0;1.0;;;;10.0;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-03;15014;0109;150140109;D;15;8.14;7.0;0.092;7.800000000000001;26.0;0.088;1065.57
pr;m;v;15000;15014;0;210;3200.0;10;390000;;;0;0;0;3;E;;44.92362;2.429;Non;2.0;;4.0;;0;E;;3.0;;;;;;;;Gaz;;;a;n;m;2020-03;15014;0109;150140109;D;15;;;;;;;1857.14
pr;m;v;15000;15014;0;100;;5;176500;;;0;0;1;0;VI;;44.91365;2.45734;Non;2.0;;;True;0;VI;;1.0;;;;;;;;;;Individuel;a;n;m;2020-03;15014;0109;150140109;D;15;7.55;1.0;0.051;7.41;2.0;0.05;1765.0
pr;m;v;15000;15014;0;110;1050.0;4;193500;;;0;0;0;0;F;344.0;44.91365;2.45734;Non;;;;False;0;C;1986.0;;;;;;;;;;;Individuel;a;n;m;2020-03;15014;0109;150140109;D;15;;;;;;;1759.09
pr;m;v;15000;15014;0;90;200.0;4;192600;;;0;0;2;0;E;;44.92702;2.42814;Non;;;;;0;E;;3.0;1.0;;;;;;;Gaz;;Individuel;a;n;m;2020-03;15014;0109;150140109;D;15;;;;;;;2140.0
pr;m;v;15000;15014;0;166;3148.0;5;406207;;;0;0;3;0;E;243.9;44.91321;2.45238;Non;1.0;;;;sud-ouest;E;;3.0;;;False;;;;;Gaz;;Individuel;m;n;m;2020-03;15014;0109;150140109;D;15;7.55;1.0;0.037;7.41;2.0;0.036;2447.03
pr;m;v;15000;15014;0;236;500.0;7;370000;;;0;0;2;0;F;;44.93277;2.45579;Oui;;;;;0;VI;1900.0;;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-03;15014;0109;150140109;D;15;;;;;;;1567.8
pr;m;v;15000;15014;0;98;1000.0;4;177300;;;0;0;1;0;0;;44.91365;2.45734;Non;1.0;;;False;0;;;1.0;;;;;;;;Gaz;;Individuel;a;n;m;2020-03;15014;0109;150140109;D;15;;;;;;;1809.18
pr;m;v;15000;;0;180;;7;220000;;;935;0;0;0;F;409;44.92452;2.4418;Oui;;;;;0;G;;;;;;;;;;;;;a;n;m;2020-03;15014;0101;150140101;H;15;;;;;;;1222.22
