REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
27.0;21;21003;pa;a;a;l;2;0;36.0;530.0;0.0;0.0;1.0;1
27.0;21;21003;pr;a;a;l;3;VI;61.0;642.0;0.0;0.0;1.0;1
27.0;21;21021;pr;a;a;l;1;VI;23.0;400.0;0.0;1.0;0.0;1
27.0;21;21021;pr;a;a;l;2;D;53.0;500.0;0.0;0.0;1.0;1
27.0;21;21021;pr;a;a;l;3;C;69.0;442.0;0.0;0.0;0.0;2
27.0;21;21021;pr;a;a;l;3;D;67.0;659.0;0.0;0.0;0.0;1
27.0;21;21021;pr;a;m;l;3;0;82.0;609.0;0.0;1.0;0.0;1
27.0;21;21021;pr;a;m;l;3;VI;81.0;699.5;0.0;0.5;0.5;2
27.0;21;21023;pr;a;a;l;1;D;30.0;216.0;0.0;0.0;0.0;1
27.0;21;21023;pr;a;a;l;3;D;68.0;374.0;0.0;0.0;0.0;1
27.0;21;21023;pr;a;a;l;4;E;76.0;423.0;0.0;0.0;0.0;1
27.0;21;21023;pr;a;a;l;4;F;80.0;464.0;0.0;0.0;0.0;1
27.0;21;21027;pr;a;a;l;3;A;68.0;612.0;0.0;0.0;1.0;1
27.0;21;21027;pr;a;a;l;3;D;68.0;551.0;0.0;0.0;0.0;1
27.0;21;21027;pr;a;a;l;5;D;88.0;738.0;0.0;0.0;0.0;1
27.0;21;21038;pa;a;a;l;2;E;49.0;590.0;1.0;0.0;1.0;1
27.0;21;21038;pr;a;a;l;1;VI;36.0;380.0;0.0;0.0;0.0;1
27.0;21;21038;pr;a;a;l;2;D;41.0;318.0;0.0;0.0;0.0;1
27.0;21;21038;pr;a;a;l;2;E;55.0;432.5;0.0;0.5;0.5;2
27.0;21;21038;pr;a;a;l;2;F;52.0;432.5;0.0;0.5;0.5;2
27.0;21;21038;pr;a;a;l;3;B;62.0;414.0;0.0;0.0;0.0;1
27.0;21;21038;pr;a;a;l;3;D;62.5;411.5;0.0;0.38;0.12;8
27.0;21;21038;pr;a;a;l;3;E;65.0;407.0;0.0;0.0;0.67;3
27.0;21;21038;pr;a;a;l;3;VI;40.0;380.0;0.0;0.0;0.0;1
27.0;21;21038;pr;a;a;l;4;C;65.0;354.0;0.0;0.0;0.0;1
27.0;21;21038;pr;a;a;l;4;D;68.5;455.0;0.0;0.0;0.0;4
27.0;21;21038;pr;a;m;l;5;C;102.0;770.0;0.0;0.0;1.0;1
27.0;21;21054;pa;a;a;l;1;A;35.0;320.0;0.0;0.0;1.0;1
27.0;21;21054;pa;a;a;l;2;0;40.0;500.0;0.0;0.0;1.0;1
27.0;21;21054;pa;a;a;l;4;0;86.0;700.0;0.0;0.0;1.0;1
27.0;21;21054;pa;a;a;l;4;B;107.0;1040.0;0.0;0.0;1.0;1
27.0;21;21054;pa;a;a;l;8;0;200.0;1400.0;0.0;2.0;0.0;1
27.0;21;21054;pr;a;a;l;1;D;27.0;503.0;0.0;1.0;0.0;1
27.0;21;21054;pr;a;a;l;1;E;36.0;490.0;0.0;0.5;0.17;6
27.0;21;21054;pr;a;a;l;1;F;14.0;262.0;0.0;1.0;0.0;1
27.0;21;21054;pr;a;a;l;1;G;25.0;400.0;0.0;0.0;0.6;5
27.0;21;21054;pr;a;a;l;1;VI;26.0;478.0;0.0;1.0;0.0;1
27.0;21;21054;pr;a;a;l;2;0;40.0;571.5;0.33;0.33;0.33;6
27.0;21;21054;pr;a;a;l;2;C;54.0;600.0;1.0;0.0;1.0;1
27.0;21;21054;pr;a;a;l;2;D;44.5;515.0;0.25;0.0;1.0;4
27.0;21;21054;pr;a;a;l;2;E;48.0;565.0;1.0;0.0;1.0;3
27.0;21;21054;pr;a;a;l;2;F;25.0;376.0;0.0;1.0;0.0;1
27.0;21;21054;pr;a;a;l;2;VI;39.5;624.0;0.0;0.5;0.0;2
27.0;21;21054;pr;a;a;l;3;0;67.0;500.0;0.09;0.09;0.09;11
27.0;21;21054;pr;a;a;l;3;C;67.0;730.0;0.0;0.0;1.0;1
27.0;21;21054;pr;a;a;l;3;D;66.5;660.0;0.38;0.12;0.62;8
27.0;21;21054;pr;a;a;l;3;E;64.0;620.0;0.17;0.0;0.83;6
27.0;21;21054;pr;a;a;l;3;F;55.0;610.0;0.0;0.0;1.0;1
27.0;21;21054;pr;a;a;l;3;NS;63.0;592.0;1.0;0.0;1.0;1
27.0;21;21054;pr;a;a;l;3;VI;61.0;658.5;0.75;0.25;0.75;4
27.0;21;21054;pr;a;a;l;4;0;81.0;605.0;0.0;0.0;0.0;3
27.0;21;21054;pr;a;a;l;4;C;73.0;600.0;0.0;0.0;0.0;3
27.0;21;21054;pr;a;a;l;4;D;73.0;716.0;1.0;0.0;1.0;2
27.0;21;21054;pr;a;a;l;4;E;73.0;716.0;1.0;0.0;1.0;1
27.0;21;21054;pr;a;a;l;5;C;84.0;641.0;0.0;0.0;0.0;1
27.0;21;21054;pr;a;m;l;3;VI;75.0;730.0;0.0;1.0;0.0;1
27.0;21;21054;pr;a;m;l;4;D;77.0;901.0;0.0;0.5;0.5;2
27.0;21;21054;pr;a;m;l;5;0;81.0;2500.0;0.0;0.0;0.0;1
27.0;21;21054;pr;a;m;l;5;D;66.0;768.0;0.0;0.0;1.0;2
27.0;21;21054;pr;a;m;l;5;E;97.0;905.0;0.0;0.0;1.0;3
27.0;21;21054;pr;a;m;l;5;VI;112.5;1075.0;0.0;1.0;0.5;2
27.0;21;21054;pr;a;m;l;8;D;175.0;1100.0;0.0;1.0;1.0;1
27.0;21;21056;pr;a;a;l;3;D;95.0;700.0;0.0;0.5;1.0;2
27.0;21;21059;pr;a;m;l;6;E;106.0;1050.0;0.0;1.0;0.0;1
27.0;21;21074;pa;a;m;l;6;E;94.0;800.0;0.0;1.0;0.0;1
27.0;21;21076;pr;a;a;l;4;E;84.0;580.0;0.0;0.0;1.0;1
27.0;21;21080;pr;a;a;l;3;0;90.0;460.0;0.0;0.0;0.0;1
27.0;21;21080;pr;a;m;l;3;VI;93.0;640.0;0.0;0.0;1.0;1
27.0;21;21086;pa;a;a;l;2;0;45.0;650.0;0.0;0.0;0.0;1
27.0;21;21086;pr;a;a;l;3;C;68.0;693.0;1.0;0.0;1.0;1
27.0;21;21086;pr;a;a;l;3;VI;100.0;780.0;0.0;0.0;1.0;1
27.0;21;21087;pr;a;a;l;3;G;65.0;500.0;0.0;0.0;0.0;1
27.0;21;21087;pr;a;m;l;3;0;85.0;508.0;0.0;1.0;0.0;1
27.0;21;21107;pr;a;m;l;4;C;99.0;1046.0;0.0;0.0;1.0;2
27.0;21;21110;pr;a;a;l;2;C;30.0;370.0;0.0;1.0;0.0;1
27.0;21;21111;pa;a;m;l;6;0;147.0;1260.0;1.0;0.0;0.0;1
27.0;21;21111;pr;a;a;l;5;B;147.0;1260.0;0.0;0.0;0.0;1
27.0;21;21134;pa;a;m;l;5;0;80.0;490.0;0.0;0.0;0.0;1
27.0;21;21134;pr;a;m;l;4;F;84.0;618.0;0.0;0.0;0.0;1
27.0;21;21154;pa;a;a;l;1;0;31.0;370.0;0.0;0.0;1.0;1
27.0;21;21154;pa;a;a;l;1;E;40.0;295.0;0.0;1.0;0.0;1
27.0;21;21154;pa;a;a;l;2;0;48.0;372.5;0.0;0.0;1.0;2
27.0;21;21154;pa;a;a;l;3;0;83.0;490.0;0.0;0.0;1.0;1
27.0;21;21154;pa;a;a;l;4;E;82.0;495.0;1.0;0.0;2.0;1
27.0;21;21154;pa;a;a;l;6;B;80.0;575.0;0.0;0.0;1.0;1
27.0;21;21154;pr;a;a;l;2;D;50.0;341.0;0.0;0.0;0.25;4
27.0;21;21154;pr;a;a;l;2;E;55.0;372.0;0.0;0.0;0.5;2
27.0;21;21154;pr;a;a;l;2;F;59.0;419.0;0.0;0.0;1.0;1
27.0;21;21154;pr;a;a;l;3;C;59.0;276.0;0.0;0.0;0.0;1
27.0;21;21154;pr;a;a;l;3;D;65.0;382.0;0.0;0.0;0.5;4
27.0;21;21154;pr;a;a;l;3;NS;60.0;463.0;0.0;0.0;0.0;1
27.0;21;21154;pr;a;a;l;4;D;67.0;481.0;0.0;0.0;0.0;3
27.0;21;21154;pr;a;a;l;4;E;76.0;413.0;0.0;0.0;0.0;3
27.0;21;21166;pa;a;a;l;3;0;63.0;765.0;0.5;0.0;0.5;2
27.0;21;21166;pr;a;a;l;1;0;34.0;313.5;0.0;0.0;0.0;2
27.0;21;21166;pr;a;a;l;1;B;27.0;425.0;0.0;1.0;0.0;1
27.0;21;21166;pr;a;a;l;1;C;34.0;314.0;0.0;0.0;0.33;3
27.0;21;21166;pr;a;a;l;1;D;29.0;375.0;0.0;0.33;0.67;3
27.0;21;21166;pr;a;a;l;1;E;35.0;395.0;1.0;1.0;0.0;1
27.0;21;21166;pr;a;a;l;2;0;56.0;686.0;1.0;0.0;1.0;1
27.0;21;21166;pr;a;a;l;2;B;40.0;554.0;0.67;0.33;0.67;9
