DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
69;69001;pr;cm;m;v;4;B;88.0;217057.0;2466.56;;;0.0;0.0;1.0;1
69;69002;pr;a;m;v;6;E;156.0;159000.0;1019.23;;;0.0;0.0;1.0;1
69;69003;pr;a;a;v;1;D;40.0;140000.0;3500.0;14.21;0.048;0.5;0.5;0.5;2
69;69003;pr;a;a;v;3;C;90.0;375000.0;4166.67;11.14;0.032;0.0;0.0;1.0;1
69;69003;pr;a;a;v;3;VI;87.0;395000.0;4021.92;11.14;0.032;0.0;0.0;0.0;3
69;69003;pr;a;m;v;4;A;128.0;550000.0;4296.88;;;0.0;0.0;2.0;1
69;69003;pr;a;m;v;4;VI;120.0;435000.0;3625.0;;;0.0;1.0;1.0;1
69;69003;pr;a;m;v;6;D;160.0;495000.0;3093.75;;;0.0;1.0;1.0;1
69;69003;pr;cm;mn;v;5;0;125.0;495000.0;3960.0;;;0.0;0.0;0.0;1
69;69003;pr;cm;mn;v;6;0;120.0;381200.0;3176.67;;;0.0;0.0;0.0;1
69;69003;pr;m;m;v;5;NS;150.0;250000.0;1666.67;;;0.0;0.0;0.0;1
69;69004;pr;a;m;v;3;G;100.0;277000.0;2770.0;;;0.0;0.0;1.0;1
69;69004;pr;a;m;v;3;NS;45.0;79000.0;1755.56;;;0.0;0.0;0.0;1
69;69004;pr;a;m;v;7;0;226.0;499000.0;2207.96;;;0.0;0.0;2.0;1
69;69005;pr;a;m;v;3;D;71.0;146000.0;2056.34;;;0.0;0.0;0.0;1
69;69005;pr;a;m;v;4;0;75.0;266000.0;3546.67;;;0.0;0.0;1.0;1
69;69006;pr;a;a;v;2;0;45.0;99000.0;1903.85;6.27;0.054;0.0;0.33;0.33;3
69;69006;pr;a;a;v;2;C;51.0;99000.0;1941.18;6.27;0.039;0.0;1.0;1.0;1
69;69006;pr;a;a;v;3;C;68.0;143000.0;2104.26;6.3;0.036;0.5;0.0;1.0;2
69;69006;pr;a;a;v;3;E;93.0;110000.0;1182.8;6.3;0.064;0.0;1.0;1.0;1
69;69006;pr;a;a;v;3;NS;94.0;49000.0;521.28;6.3;0.145;1.0;0.0;1.0;1
69;69006;pr;a;a;v;3;VI;44.5;122250.0;2748.11;6.3;0.028;1.0;1.0;0.0;2
69;69006;pr;a;a;v;4;0;77.0;196500.0;2551.95;5.57;0.026;1.0;1.0;0.0;1
69;69006;pr;a;a;v;4;D;85.0;87000.0;1032.62;5.57;0.066;0.0;1.0;0.5;2
69;69006;pr;a;a;v;4;NS;94.0;49000.0;521.28;5.57;0.128;1.0;0.0;1.0;1
69;69006;pr;a;a;v;5;VI;113.0;285000.0;2522.12;5.4;0.026;1.0;1.0;1.0;1
69;69006;pr;a;m;v;12;0;450.0;375000.0;833.33;;;1.0;1.0;1.0;1
69;69006;pr;a;m;v;3;D;75.0;90000.0;1200.0;;;0.0;0.0;1.0;1
69;69006;pr;a;m;v;3;F;91.0;107000.0;1175.82;;;0.0;0.0;1.0;1
69;69006;pr;a;m;v;4;D;114.0;210000.0;1842.11;7.38;0.048;0.0;1.0;1.0;1
69;69006;pr;a;m;v;4;G;104.0;115000.0;1105.77;7.38;0.08;0.0;0.0;1.0;1
69;69006;pr;a;m;v;5;D;100.0;179000.0;1790.0;;;0.0;0.0;1.0;1
69;69006;pr;a;m;v;5;VI;98.0;139000.0;1418.37;;;0.0;1.0;0.0;1
69;69006;pr;a;m;v;7;0;240.0;240000.0;1000.0;;;0.0;1.0;1.0;1
69;69006;pr;a;m;v;7;E;153.0;219000.0;1431.37;;;0.0;1.0;0.0;1
69;69006;pr;a;m;v;8;0;156.0;191000.0;1224.36;;;0.0;1.0;1.0;1
69;69006;pr;a;m;v;8;C;170.0;229000.0;1347.06;;;1.0;1.0;0.0;1
69;69006;pr;a;m;v;9;NS;290.0;345000.0;1189.66;;;1.0;1.0;1.0;1
69;69006;pr;m;a;v;4;C;102.0;169000.0;1656.86;5.57;0.04;0.0;0.0;2.0;1
69;69007;pr;a;a;v;3;D;87.0;180000.0;2068.97;13.18;0.076;0.0;1.0;0.0;1
69;69007;pr;a;m;v;3;NS;85.0;149000.0;1752.94;10.83;0.074;0.0;0.0;0.0;1
69;69007;pr;cm;mn;v;4;0;90.0;240000.0;2681.82;;;0.0;0.0;0.0;3
69;69007;pr;cm;mn;v;5;0;101.0;259000.0;2564.36;;;0.0;0.0;0.0;1
69;69008;pr;a;m;v;4;NS;103.0;90000.0;873.79;;;0.0;1.0;1.0;1
69;69008;pr;a;m;v;5;0;120.0;269000.0;2241.67;;;0.0;0.0;1.0;1
69;69008;pr;a;m;v;6;E;130.0;295000.0;2269.23;;;0.0;0.0;1.0;1
69;69009;pr;a;a;v;2;0;52.0;140000.0;2692.31;13.01;0.058;0.0;0.0;0.0;1
69;69009;pr;a;a;v;2;D;49.0;120000.0;2448.98;13.01;0.064;0.0;1.0;0.0;1
69;69009;pr;a;a;v;2;VI;48.0;186400.0;3883.33;13.01;0.04;0.0;0.0;0.0;1
69;69009;pr;a;a;v;3;B;64.0;209000.0;3265.62;10.45;0.038;0.0;1.0;0.0;1
69;69009;pr;a;a;v;4;A;80.0;258475.0;3230.94;10.48;0.039;0.0;0.0;1.0;1
69;69009;pr;a;a;v;4;VI;105.0;330500.0;3150.3;10.48;0.04;0.0;0.0;0.0;2
69;69009;pr;a;a;v;5;C;152.0;200000.0;1315.79;;;0.0;1.0;1.0;1
69;69009;pr;a;a;v;5;D;105.0;258500.0;2462.72;;;0.0;0.5;1.5;2
69;69009;pr;a;m;v;3;0;68.0;172000.0;2529.41;;;0.0;0.0;1.0;1
69;69009;pr;a;m;v;3;E;62.0;145000.0;2387.82;;;0.0;0.0;0.0;2
69;69009;pr;a;m;v;4;0;81.0;275000.0;3395.06;9.08;0.032;0.0;1.0;1.0;1
69;69009;pr;a;m;v;4;C;81.0;259000.0;3197.53;9.08;0.034;0.0;0.0;1.0;1
69;69009;pr;a;m;v;4;D;79.0;213500.0;2640.82;9.08;0.044;0.0;0.5;0.5;2
69;69009;pr;a;m;v;4;VI;108.0;380000.0;3518.52;9.08;0.031;0.0;2.0;1.0;1
69;69009;pr;a;m;v;5;0;97.5;295000.0;3035.3;11.75;0.046;0.0;1.0;0.0;2
69;69009;pr;a;m;v;5;E;157.0;220000.0;1401.27;11.75;0.101;0.0;0.0;0.0;1
69;69009;pr;a;m;v;6;C;170.0;720000.0;4235.29;12.71;0.036;0.0;1.0;1.0;1
