DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
78;78003;pa;a;a;l;2;0;44.0;635.0;0.0;0.0;1.0;1
78;78003;pr;a;a;l;2;D;43.0;567.5;0.0;1.0;0.0;2
78;78003;pr;a;m;l;3;0;69.0;765.0;0.0;1.0;0.0;1
78;78003;pr;a;m;l;3;VI;69.0;790.0;0.0;0.0;0.0;1
78;78005;pa;a;a;l;2;C;50.0;895.0;1.0;0.0;1.0;1
78;78005;pa;a;a;l;2;D;45.0;950.0;1.0;0.0;0.67;3
78;78005;pa;a;a;l;4;B;77.0;1480.0;0.0;0.0;1.0;1
78;78005;pa;a;a;l;4;D;82.0;1180.0;2.0;0.0;1.0;1
78;78005;pa;a;m;l;3;F;90.0;1350.0;0.0;0.0;1.0;1
78;78005;pr;a;a;l;1;B;26.0;600.0;0.0;0.0;0.0;1
78;78005;pr;a;a;l;1;E;28.0;619.0;0.0;1.0;0.0;1
78;78005;pr;a;a;l;2;0;44.0;715.0;0.0;0.0;0.0;1
78;78005;pr;a;a;l;2;B;46.0;850.0;1.0;0.0;1.0;1
78;78005;pr;a;a;l;2;D;45.0;848.0;0.0;0.0;0.5;2
78;78005;pr;a;a;l;2;E;38.0;850.0;0.0;0.0;0.0;1
78;78005;pr;a;a;l;2;VI;40.0;725.0;0.0;1.0;0.0;1
78;78005;pr;a;a;l;3;B;58.0;950.0;1.0;0.0;1.0;1
78;78005;pr;a;a;l;3;C;78.0;1100.0;1.0;0.0;1.0;1
78;78005;pr;a;a;l;3;E;58.0;929.0;0.33;0.0;1.0;3
78;78005;pr;a;a;l;3;VI;59.0;912.0;1.0;0.0;1.0;1
78;78005;pr;a;a;l;4;A;75.0;1077.0;1.0;1.0;1.0;1
78;78007;pr;a;a;l;4;0;74.0;1200.0;0.0;0.0;1.0;1
78;78007;pr;a;m;l;5;0;260.0;6900.0;0.0;0.0;0.0;1
78;78007;pr;a;m;l;6;0;214.0;5900.0;0.0;0.0;0.0;1
78;78015;pa;a;a;l;1;0;28.0;600.0;0.0;1.0;0.0;1
78;78015;pa;a;a;l;1;E;16.0;540.0;0.0;0.0;0.0;1
78;78015;pa;a;a;l;2;0;50.0;990.0;0.0;0.0;0.0;1
78;78015;pa;a;a;l;2;D;40.0;850.0;0.0;0.0;1.0;1
78;78015;pr;a;a;l;1;0;34.0;542.0;0.0;0.0;0.5;2
78;78015;pr;a;a;l;1;B;34.0;663.5;0.25;0.0;0.75;4
78;78015;pr;a;a;l;1;D;30.0;624.5;0.0;0.0;0.0;2
78;78015;pr;a;a;l;1;E;20.0;536.0;0.0;0.0;1.0;2
78;78015;pr;a;a;l;1;F;23.0;516.0;0.0;0.5;0.5;2
78;78015;pr;a;a;l;2;D;55.0;813.5;0.5;0.5;0.5;2
78;78015;pr;a;a;l;2;E;50.0;735.0;1.0;0.0;1.0;1
78;78015;pr;a;a;l;2;F;46.0;760.0;0.0;1.0;0.0;1
78;78015;pr;a;a;l;2;G;50.0;900.0;0.0;0.0;0.0;1
78;78015;pr;a;a;l;2;VI;40.0;850.0;0.0;0.0;0.0;1
78;78015;pr;a;a;l;3;0;60.0;1050.0;0.0;0.0;1.0;1
78;78015;pr;a;a;l;3;B;65.5;1166.5;0.0;0.0;1.0;2
78;78015;pr;a;a;l;3;E;53.0;531.5;0.0;0.5;0.0;2
78;78015;pr;a;a;l;4;B;72.0;1200.0;0.0;1.0;1.0;1
78;78015;pr;a;a;l;5;0;115.0;1500.0;1.0;0.0;1.0;1
78;78015;pr;a;m;l;3;VI;40.0;850.0;0.0;0.0;0.0;1
78;78015;pr;a;m;l;8;0;240.0;3500.0;0.0;1.0;1.0;1
78;78020;pr;a;m;l;4;F;90.0;1000.0;0.0;1.0;0.0;2
78;78029;pa;a;a;l;1;0;31.0;580.0;0.0;0.0;1.0;1
78;78029;pa;a;a;l;1;G;30.0;689.0;0.0;0.0;1.0;1
78;78029;pa;a;a;l;2;A;40.0;655.0;1.0;0.0;0.0;1
78;78029;pa;a;a;l;2;E;49.0;730.0;0.0;0.0;1.0;1
78;78029;pa;a;m;l;2;0;26.0;957.0;0.0;1.0;0.0;1
78;78029;pa;a;m;l;3;0;76.0;1095.0;0.0;0.0;1.0;1
78;78029;pa;a;m;l;4;0;70.0;1100.0;0.0;0.0;0.0;1
78;78029;pr;a;a;l;1;C;30.0;620.0;0.0;0.0;1.0;1
78;78029;pr;a;a;l;1;D;46.0;554.0;1.0;0.0;1.0;1
78;78029;pr;a;a;l;1;E;26.0;570.0;0.5;0.5;0.25;4
78;78029;pr;a;a;l;1;F;25.0;569.5;0.25;0.25;0.75;4
78;78029;pr;a;a;l;1;G;20.0;540.0;1.0;1.0;0.0;1
78;78029;pr;a;a;l;2;B;40.0;720.0;0.0;0.0;1.0;1
78;78029;pr;a;a;l;2;D;57.0;690.0;0.0;0.0;1.0;1
78;78029;pr;a;a;l;2;E;44.0;690.0;1.0;0.0;0.0;1
78;78029;pr;a;a;l;2;F;34.0;628.5;0.0;0.25;1.0;4
78;78029;pr;a;a;l;3;0;67.0;800.0;0.4;0.0;0.8;5
78;78029;pr;a;a;l;3;B;59.0;857.5;0.5;0.0;0.5;2
78;78029;pr;a;a;l;3;D;65.0;758.0;0.0;0.0;0.86;7
