type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;2;37;;1;390;;;0;1;0;1;E;262;46.57216;0.38768;0;2.0;;1.0;;0;C;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;86194;0503;861940503;H;86
pr;a;l;0;43;;2;499;;;0;1;0;1;NS;;46.57233;0.35491;0;;;;;0;;;;;;False;;False;;;;;;a;n;a;2020-04;86194;0701;861940701;H;86
pr;a;l;1;27;;1;380;;;0;0;0;1;D;208;46.57251;0.35775;0;2.0;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;86194;0701;861940701;H;86
pr;a;l;2;34;;1;440;;;0;0;0;1;E;245;46.574;0.36302;0;;;1.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;86194;0703;861940703;H;86
pr;a;l;0;52;;2;400;;;0;0;0;0;0;;46.57988;0.36315;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;86194;0703;861940703;H;86
pr;a;l;1;37;;2;405;;;0;0;0;1;0;;46.57447;0.32973;0;3.0;;;;0;;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;86194;0107;861940107;H;86
pr;a;l;0;43;;2;460;;;0;0;0;1;NS;;46.81125;0.51956;0;;;;;0;;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;86066;0402;860660402;H;86
pr;a;l;2;28;;1;305;;;0;0;0;1;D;191;46.81094;0.51925;0;2.0;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;86066;0402;860660402;H;86
pr;m;l;0;103;;5;803;;;0;1;0;4;B;58;46.55651;0.37498;0;1.0;;0.0;False;0;B;;;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;86157;0000;861570000;Z;86
pr;a;l;0;23;;1;325;;;0;0;1;0;E;258;46.59167;0.3688;0;1.0;;;;0;C;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;86041;0104;860410104;H;86
