type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;110;2400.0;5;135900;;;0;0;1;0;D;225.0;48.12874;-3.06348;Non;1.0;;1.0;False;0;B;;1.0;;;;;;;;;;;a;n;m;2020-04;56041;0000;560410000;Z;56;5.56;1.0;0.054;5.56;1.0;0.054;1235.45
pr;m;v;0;110;1087.0;5;311850;;;0;0;0;0;E;297.0;47.5232;-2.64881;Oui;1.0;;;False;0;C;1987.0;;;;False;;;;;Électrique;Radiateur;;m;n;m;2020-04;56252;0000;562520000;Z;56;;;;;;;2835.0
pr;a;v;1;32;;1;265000;;;0;0;0;1;D;210;47.7095;-3.37685;Oui;3.0;;1.0;;0;E;;;;;;;True;87.0;681.78;;;Individuel;a;n;a;2020-04;56107;0101;561070101;H;56;15.12;1.0;0.022;16.48;4.0;0.024;8281.25
pr;m;v;0;135;3796.0;6;418000;;;0;0;0;2;B;74.0;47.55653;-2.48497;Non;;;;;0;A;;;;;;;;;;;;Individuel;a;n;m;2020-04;56143;0000;561430000;Z;56;;;;;;;3096.3
pr;m;v;0;131;2255.0;5;112350;;;0;0;1;0;VI;;47.98065;-2.6042;Oui;;;;;0;VI;1800.0;1.0;;;False;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;56102;0000;561020000;Z;56;;;;;;;857.63
pr;m;v;0;131;1769.0;7;234150;;;0;0;2;0;D;165.0;47.665;-2.44889;Non;1.0;;;;0;D;1980.0;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;56184;0102;561840102;H;56;;;;;;;1787.4
pr;m;v;0;160;1500.0;5;191900;;;0;0;1;1;C;125;47.89061;-2.65199;Non;1.0;;;False;0;A;;2.0;;;;;;;;Électrique;;;a;n;m;2020-04;56071;0000;560710000;Z;56;;;;;;;1199.38
pr;m;v;0;160;1500.0;5;191900;;;0;0;1;1;C;125;47.83183;-2.73531;Non;1.0;;;False;0;A;;2.0;;;;;;;;Électrique;;;a;n;m;2020-04;56222;0000;562220000;Z;56;;;;;;;1199.38
pr;m;v;0;82;878.0;5;118500;;;0;0;1;1;D;184;48.15482;-3.1643;Non;1.0;;1.0;False;0;A;;2.0;;;;;;;;;;;a;n;m;2020-04;56245;0000;562450000;Z;56;;;;;;;1445.12
pr;a;v;1;32;;2;99300;;;0;0;0;1;NS;;47.7583;-3.37136;Non;3.0;;;True;0;;;1.0;;;False;;False;11.0;1087.0;Électrique;;Individuel;a;n;a;2020-04;56121;0403;561210403;H;56;14.81;5.0;0.057;11.56;77.0;0.045;3103.12
pr;a;v;2;81;;4;117700;;;0;1;1;0;C;117;47.73729;-3.39463;Oui;10.0;;;True;Sud;D;1975.0;1.0;;;;;True;87.0;1038.61;Gaz;Radiateur;Individuel;a;n;a;2020-04;56121;0702;561210702;H;56;;;;8.38;28.0;0.069;1453.09
pr;a;v;8;84;;4;207980;;;0;0;1;0;C;127;47.66292;-2.75499;Non;;;;;Sud;D;;1.0;;;False;;False;;;Gaz;;Individuel;m;n;a;2020-04;56260;0111;562600111;H;56;10.97;1.0;0.053;9.48;9.0;0.046;2475.95
pr;m;v;0;120;1300.0;7;185900;;;0;0;1;1;F;367;48.02255;-2.94586;Non;1.0;;;False;0;D;;2.0;;;;;;;;Électrique;;;a;n;m;2020-04;56237;0000;562370000;Z;56;;;;;;;1549.17
pr;m;v;0;115;1182.0;6;150900;;;0;0;0;1;E;292;48.13037;-2.995;Non;2.0;;2.0;True;0;A;;2.0;;;;;;;;;;;a;n;m;2020-04;56146;0000;561460000;Z;56;;;;;;;1312.17
pr;m;v;0;120;681.0;5;254400;;;0;0;1;1;C;119;47.71701;-2.77688;Oui;;;2.0;False;0;C;1999.0;2.0;1.0;;False;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;56132;0000;561320000;Z;56;;;;;;;2120.0
pr;m;v;0;115;3368.0;6;170000;;;0;0;2;0;NS;;47.58928;-2.25627;Oui;2.0;;;;Sud;NS;;2.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;56011;0000;560110000;Z;56;;;;;;;1478.26
pr;m;v;0;290;1576.0;10;372000;;;0;0;2;0;B;70;47.93871;-2.39065;Non;2.0;;2.0;False;0;D;;3.0;;;;;;;;Fioul;;;a;n;m;2020-04;56165;0101;561650101;H;56;;;;;;;1282.76
pr;m;v;0;170;3014.0;6;901320;;;0;0;1;1;NS;;47.60079;-2.92102;Non;2.0;;1.0;;Sud;;;3.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-04;56008;0000;560080000;Z;56;10.16;2.0;0.023;10.16;2.0;0.023;5301.88
pr;m;v;0;130;469.0;6;360500;;;0;0;2;1;C;120.0;47.6744;-2.76653;Oui;2.0;;1.0;False;0;D;1972.0;3.0;;;;;;;;Gaz;;;a;n;m;2020-04;56260;0103;562600103;H;56;;;;11.56;3.0;0.05;2773.08
pr;m;v;0;125;800.0;5;262500;;;0;0;0;0;E;;47.7325;-3.44219;Non;;;2.0;;0;;;;;;;;;;;;;;a;n;m;2020-04;56162;0106;561620106;H;56;;;;9.48;2.0;0.054;2100.0
pr;m;v;0;130;5157.0;5;363965;;;0;0;2;0;D;204;47.58505;-2.29111;Non;;;;;Sud;B;;2.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-04;56153;0000;561530000;Z;56;6.12;1.0;0.026;6.12;1.0;0.026;2799.73
pr;m;v;0;161;858.0;6;378238;;;0;0;0;0;D;213;47.80353;-3.43789;Oui;1.0;;;False;0;C;1978.0;;;;False;;;;;Électrique;Radiateur;;m;n;m;2020-04;56063;0000;560630000;Z;56;;;;;;;2349.3
pr;mn;v;0;115;698.0;5;239887;;;0;0;1;0;0;;47.826;-2.62474;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56172;0000;561720000;Z;56;;;;;;;2085.97
pr;mn;v;0;90;698.0;4;189887;;;0;0;0;0;0;;47.826;-2.62474;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56172;0000;561720000;Z;56;;;;;;;2109.86
pr;mn;v;0;105;1062.0;5;229780;;;0;0;1;0;0;;47.826;-2.62474;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56172;0000;561720000;Z;56;;;;;;;2188.38
pr;mn;v;0;130;698.0;6;290887;;;0;0;1;0;0;;47.826;-2.62474;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56172;0000;561720000;Z;56;;;;;;;2237.59
pr;mn;v;0;60;400.0;5;201900;;;0;0;0;0;0;;47.80696;-3.27433;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56083;0101;560830101;H;56;6.88;1.0;0.025;6.88;1.0;0.025;3365.0
pr;mn;v;0;60;540.0;5;274500;;;0;0;0;0;0;;47.92588;-3.33286;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56166;0000;561660000;Z;56;;;;;;;4575.0
pr;m;v;0;122;1450.0;5;145900;;;0;0;1;0;D;218;47.91287;-2.11901;Non;1.0;;;False;0;E;;1.0;;;;;;;;Gaz;;;a;n;m;2020-04;56075;0101;560750101;H;56;6.68;4.0;0.067;6.19;7.0;0.062;1195.9
pr;m;v;0;83;;4;259000;;;0;0;0;0;0;;47.62637;-2.66468;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;56251;0102;562510102;H;56;;;;;;;3120.48
pr;m;v;0;68;27.0;3;182600;;;0;0;0;1;D;222;47.77191;-3.51686;Oui;1.0;;2.0;False;Sud;C;2009.0;;0.0;;;;;0.0;0.0;Électrique;Convecteur;Individuel;a;n;m;2020-04;56078;0102;560780102;H;56;;;;;;;2685.29
pr;m;v;0;80;495.0;4;218360;;;0;0;0;0;D;229;47.67957;-2.55606;Non;;;;;0;C;;;;;;;;;;;;;a;n;m;2020-04;56247;0000;562470000;Z;56;;;;;;;2729.5
pr;m;v;0;45;754.0;2;21990;;;0;0;0;0;NS;;48.00048;-3.21341;Non;;;;;0;;;;;;False;;;;;;;;m;n;m;2020-04;56156;0000;561560000;Z;56;;;;;;;488.67
pr;m;v;0;213;8900.0;8;415960;;;0;0;1;2;C;97;47.64563;-2.16355;Non;2.0;;;;0;B;;2.0;;;False;;;;;;;Individuel;m;n;m;2020-04;56001;0000;560010000;Z;56;;;;;;;1952.86
pr;mn;v;0;128;950.0;6;242953;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;;;;6.94;1.0;0.044;1898.07
pr;mn;v;0;87;782.0;3;161735;112000.0;49735.0;0;0;0;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;8.5;2.0;0.055;9.01;3.0;0.058;1859.02
pr;mn;v;0;77;1019.0;4;192323;;;0;0;1;0;0;;47.90213;-2.96858;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56074;0000;560740000;Z;56;;;;;;;2497.7
pr;mn;v;0;128;572.0;5;219484;;;0;0;1;0;0;;47.90213;-2.96858;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56074;0000;560740000;Z;56;;;;;;;1714.72
pr;mn;v;0;85;572.0;4;168994;;;0;0;1;0;0;;47.90213;-2.96858;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56074;0000;560740000;Z;56;;;;;;;1988.16
pr;mn;v;0;78;468.0;4;207983;;;0;0;1;0;0;;47.73203;-2.59638;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56053;0000;560530000;Z;56;;;;;;;2666.45
pr;mn;v;0;135;468.0;5;263363;;;0;0;1;0;0;;47.73203;-2.59638;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56053;0000;560530000;Z;56;8.18;1.0;0.05;8.18;1.0;0.05;1950.84
pr;mn;v;0;127;468.0;5;261494;;;0;0;1;0;0;;47.73203;-2.59638;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56053;0000;560530000;Z;56;8.18;1.0;0.048;8.18;1.0;0.048;2059.01
pr;mn;v;0;126;468.0;5;269077;;;0;0;1;0;0;;47.73203;-2.59638;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56053;0000;560530000;Z;56;8.18;1.0;0.046;8.18;1.0;0.046;2135.53
pr;mn;v;0;153;468.0;6;326454;;;0;0;1;0;0;;47.73203;-2.59638;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56053;0000;560530000;Z;56;;;;;;;2133.69
pr;m;v;0;104;472.0;6;134375;;;0;0;0;1;F;331.0;47.72604;-2.57823;Non;;;1.0;;Sud;G;1960.0;1.0;1.0;;;;;;;;;;a;n;m;2020-04;56053;0000;560530000;Z;56;;;;;;;1292.07
pr;mn;v;0;126;789.0;5;234464;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;8.55;4.0;0.055;8.55;4.0;0.055;1860.83
pr;mn;v;0;127;1075.0;5;228436;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;8.55;4.0;0.057;8.55;4.0;0.057;1798.71
pr;mn;v;0;136;763.0;6;293156;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;;;;6.94;1.0;0.039;2155.56
pr;mn;v;0;78;990.0;4;198492;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;6.43;1.0;0.03;6.29;2.0;0.03;2544.77
pr;mn;v;0;77;990.0;4;202369;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;6.43;1.0;0.029;6.29;2.0;0.029;2628.17
pr;mn;v;0;107;950.0;4;273944;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;6.43;1.0;0.03;6.29;2.0;0.029;2560.22
pr;mn;v;0;109;763.0;5;214940;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;8.55;4.0;0.052;8.55;4.0;0.052;1971.93
pr;mn;v;0;98;763.0;4;194844;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;6.43;1.0;0.039;6.29;2.0;0.038;1988.2
pr;mn;v;0;111;1075.0;4;272941;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;6.43;1.0;0.031;6.29;2.0;0.031;2458.93
pr;mn;v;0;135;990.0;5;253872;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;8.55;4.0;0.055;8.55;4.0;0.055;1880.53
pr;mn;v;0;153;582.0;6;302380;;;0;0;1;0;0;;47.65692;-2.43727;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56184;0101;561840101;H;56;;;;6.94;1.0;0.042;1976.34
pr;mn;v;0;115;601.0;4;246953;;;0;0;1;0;0;;48.07246;-2.97018;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56178;0105;561780105;H;56;;;;;;;2147.42
pr;mn;v;0;109;540.0;5;194902;;;0;0;1;0;0;;48.07246;-2.97018;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56178;0105;561780105;H;56;;;;;;;1788.09
pr;mn;v;0;98;540.0;4;174806;;;0;0;1;0;0;;48.07246;-2.97018;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56178;0105;561780105;H;56;;;;;;;1783.73
pr;mn;v;0;87;540.0;4;176211;;;0;0;1;0;0;;48.07246;-2.97018;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56178;0105;561780105;H;56;;;;;;;2025.41
pr;mn;v;0;92;750.0;4;143310;126060.0;17250.0;0;0;0;0;0;;47.54311;-2.17126;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56212;0000;562120000;Z;56;;;;;;;1557.72
pr;mn;v;0;132;828.0;5;159420;142500.0;16920.0;0;0;0;0;0;;47.54311;-2.17126;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56212;0000;562120000;Z;56;;;;;;;1207.73
pr;mn;v;0;78;700.0;4;160441;;;0;0;1;0;0;;48.07246;-2.97018;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56178;0105;561780105;H;56;;;;;;;2056.94
pr;mn;v;0;77;540.0;4;157682;;;0;0;1;0;0;;48.07246;-2.97018;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56178;0105;561780105;H;56;;;;;;;2047.82
pr;mn;v;0;127;452.0;5;212891;;;0;0;1;0;0;;48.07246;-2.97018;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56178;0105;561780105;H;56;;;;;;;1676.31
pr;mn;v;0;128;452.0;6;215615;;;0;0;1;0;0;;48.07246;-2.97018;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56178;0105;561780105;H;56;;;;;;;1684.49
pr;mn;v;0;100;345.0;5;173673;;;0;0;1;0;0;;47.82492;-3.14627;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56101;0102;561010102;H;56;;;;7.58;2.0;0.052;1736.73
pr;mn;v;0;90;468.0;5;206310;;;0;0;1;0;0;;47.82492;-3.14627;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56101;0102;561010102;H;56;;;;7.58;2.0;0.04;2292.33
pr;mn;v;0;85;345.0;4;186673;;;0;0;1;0;0;;47.82492;-3.14627;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56101;0102;561010102;H;56;;;;;;;2196.15
pr;mn;v;0;115;345.0;4;236673;;;0;0;1;0;0;;47.82492;-3.14627;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56101;0102;561010102;H;56;;;;;;;2058.03
pr;mn;v;0;126;806.0;7;254179;;;0;0;1;0;0;;47.82492;-3.14627;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56101;0102;561010102;H;56;;;;;;;2017.29
pr;mn;v;0;60;806.0;4;310400;;;0;0;0;0;0;;47.82492;-3.14627;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;56101;0102;561010102;H;56;;;;;;;5173.33
