type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;90;;4;139000;;;0;1;1;0;F;427;45.85112;5.43289;Oui;2.0;;;True;0;C;;2.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-04;01444;0000;014440000;Z;01;;;;;;;1544.44
pr;m;v;0;85;;5;125000;;;0;1;1;0;VI;;46.17668;4.81371;Oui;1.0;;;False;Nord-Sud;VI;1900.0;1.0;;;False;;;;;Électrique;;Individuel;a;n;m;2020-04;01348;0000;013480000;Z;01;;;;;;;1470.59
pr;m;v;0;237;;5;570000;;;0;0;0;0;C;150;46.20129;5.80663;Oui;2.0;;;;Sud;D;;;;;;;;;;Gaz;Radiateur;;a;n;m;2020-04;01081;0000;010810000;Z;01;;;;;;;2405.06
pr;m;v;0;209;;7;1100000;;;0;0;0;0;A;37;46.29575;6.10029;0;1.0;;;;Nord Sud Est Ouest;B;;;;True;;;;;;Gaz;Sol;Individuel;a;n;m;2020-04;01435;0000;014350000;Z;01;;;;;;;5263.16
pr;m;v;0;104;688.0;5;262898;;;0;0;0;1;0;;46.20374;5.23467;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;01053;0501;010530501;H;01;;;;8.42;3.0;0.04;2527.87
pr;m;v;0;107;;4;485000;;;0;0;0;0;A;38.0;46.20516;5.94477;0;;;;;Sud-Est;A;;;;;;;;;144.0;;Pompe à chaleur, Sol;Individuel;a;n;m;2020-04;01360;0000;013600000;Z;01;17.43;1.0;0.046;17.43;1.0;0.046;4532.71
pr;m;v;0;115;;5;440000;;;0;0;0;0;0;;46.20959;5.95236;0;;;;;0;;;;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;01360;0000;013600000;Z;01;;;;;;;3826.09
pr;a;v;0;64;168.81;3;173635;;;0;0;1;0;NS;;46.20561;5.24251;Non;3.0;;1.0;False;0;NS;;1.0;1.0;;;;;;;Gaz;Radiateur;Collectif;m;n;a;2020-04;01053;0503;010530503;H;01;9.52;1.0;0.042;8.12;94.0;0.036;2713.05
pr;a;v;1;58;;3;142865;;;0;1;0;1;NS;;46.19702;5.24626;Non;3.0;;1.0;False;0;NS;;1.0;1.0;;;7.0;;;;Gaz;Radiateur;Collectif;m;n;a;2020-04;01053;0701;010530701;H;01;10.39;5.0;0.051;8.12;94.0;0.04;2463.19
pr;m;v;0;105;;4;590000;;;0;0;0;0;D;217;46.28428;6.06331;0;1.0;;;;Sud;B;;;;;;;;;;Électrique;Radiateur;;a;n;m;2020-04;01103;0000;011030000;Z;01;;;;;;;5619.05
