type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;m;l;0;87;;4;473;;;0;0;1;0;D;165;43.21588;2.47452;0;2.0;;;;0;B;;;;;False;;;;;Électrique;;;a;n;m;2020-04;11330;0000;113300000;Z;11
pr;a;l;0;36;;2;300;;;0;0;0;0;D;197;43.22839;2.35254;Oui;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;11069;0403;110690403;H;11
pr;m;l;0;45;;3;470;;;0;0;1;0;VI;;43.25253;2.65465;0;1.0;;;False;0;VI;;1.0;;;;;;;;Gaz;;;a;n;m;2020-04;11190;0000;111900000;Z;11
pr;a;l;0;55;;2;460;;;0;0;0;1;VI;;43.21316;2.34976;0;2.0;;;False;0;VI;;1.0;;;;;False;;;;;;a;n;a;2020-04;11069;0103;110690103;H;11
pr;a;l;1;26;;1;302;;;0;0;0;1;F;374;43.2128;2.35018;0;3.0;;;;0;C;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-04;11069;0103;110690103;H;11
pr;a;l;3;29;;1;304;;;0;0;1;0;0;;43.2128;2.35018;0;3.0;;;;0;;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;11069;0103;110690103;H;11
pr;a;l;4;28;;1;395;;;0;1;0;0;D;176;43.21116;2.34921;0;;;;True;Sud;A;;;;;False;;False;;;;;;a;n;a;2020-04;11069;0103;110690103;H;11
pr;m;l;0;93;;4;900;;;0;0;0;0;C;148;43.10724;3.08935;Non;;;;;0;B;;;;;;;;;;;;;a;;m;2020-04;11170;0000;111700000;Z;11
pr;a;l;0;74;;4;726;;;0;0;0;0;A;-4;42.91096;3.025;0;;;;False;0;;;;;;;;True;;;Électrique;;;a;n;a;2020-04;11202;0000;112020000;Z;11
pr;a;l;0;74;;4;700;;;0;0;0;0;A;4;42.91149;3.02504;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;11202;0000;112020000;Z;11
pr;a;l;2;42;;2;470;;;0;1;0;0;C;147;43.31314;1.94972;0;3.0;;1.0;True;0;B;2003.0;;;;;5.0;False;;;;Radiateur;Individuel;a;n;a;2020-04;11076;0104;110760104;H;11
pr;a;l;2;47;;2;395;;;0;0;1;0;0;;43.31882;1.95447;0;3.0;;;False;Sud-Est-Ouest;;;;;;;;False;;;;;Individuel;a;n;a;2020-04;11076;0104;110760104;H;11
pr;a;l;1;59;;3;560;;;0;0;0;1;A;31;43.18443;3.02578;0;3.0;;1.0;;0;A;;;;;False;;True;;;;;Individuel;a;n;a;2020-04;11262;0403;112620403;H;11
pr;a;l;0;21;;1;360;;;0;0;0;1;D;206.0;43.18983;3.01671;0;1.0;;1.0;;0;B;;;;;;;;;;Électrique;;Individuel;a;n;a;2020-04;11262;0305;112620305;H;11
pr;m;l;0;105;;5;900;;;0;1;1;1;C;150.0;43.16407;2.97053;0;2.0;;1.0;;0;B;;;;;False;;;;;Électrique;Convecteur;;a;n;m;2020-04;11262;0206;112620206;H;11
pr;a;l;1;33;;2;444;;;0;1;1;0;C;127;43.20716;2.34795;0;3.0;;;;Sud;A;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-04;11069;0201;110690201;H;11
pr;m;l;0;67;;4;599;;;0;0;0;1;D;206;43.20087;2.74896;0;;;;False;0;B;2005.0;2.0;;;;;;;;;;;a;n;m;2020-04;11203;0106;112030106;H;11
pr;m;l;0;81;95.0;4;550;;;0;0;0;1;0;;43.18719;2.45349;0;;;;;0;;;1.0;0.0;;;;;;;Électrique;Climatisation révérsible;Individuel;a;n;m;2020-04;11151;0000;111510000;Z;11
pr;a;l;0;37;;2;466;;;0;0;0;0;C;147;43.19093;3.0306;0;;;1.0;False;0;A;;;;;;;False;;;Électrique;;;a;n;a;2020-04;11262;0402;112620402;H;11
pr;a;l;0;37;;2;400;;;0;0;0;0;C;147;43.19158;3.02927;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;11262;0402;112620402;H;11
pr;m;l;0;88;;5;750;;;0;0;0;1;D;170.0;43.22099;2.35797;0;1.0;;1.0;;0;B;;;;;False;;;;;;Pompe à chaleur;;a;n;m;2020-04;11069;0404;110690404;H;11
pr;m;l;0;88;;5;500;;;0;0;0;0;D;170;43.2206;2.3579;Non;;;;;0;B;;;;;;;;;;;;;a;;m;2020-04;11069;0404;110690404;H;11
pr;a;l;1;53;;2;465;;;0;0;1;0;E;303;43.18085;3.00216;0;2.0;;0.0;;0;C;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;11262;0101;112620101;H;11
pr;m;l;0;100;;6;300;;;0;0;0;0;0;;43.38454;1.8525;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;11252;0000;112520000;Z;11
pr;m;l;0;80;;4;740;;;0;0;0;1;D;216.0;43.05499;2.19935;0;;;;;0;C;;1.0;;;;;;;;;;;a;n;m;2020-04;11206;0103;112060103;H;11
pr;a;l;2;41;;2;552;;;0;0;1;0;A;10;43.18927;2.99707;0;4.0;;1.0;;0;A;;;;;False;;True;;;;Pompe à chaleur;;a;n;a;2020-04;11262;0505;112620505;H;11
pr;a;l;0;40;;2;502;;;0;0;0;0;A;10.0;43.18947;2.99633;0;;;1.0;False;0;A;;;;;;;True;;;Électrique;;;a;n;a;2020-04;11262;0505;112620505;H;11
pr;a;l;0;40;;2;500;;;0;0;0;0;A;10;43.18934;2.99628;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;11262;0505;112620505;H;11
pr;m;l;0;76;49.3;3;609;;;0;0;0;1;D;225;43.18725;2.36675;0;;;;False;0;C;2006.0;;;False;False;;;;;Électrique;;Individuel;a;n;m;2020-04;11088;0000;110880000;Z;11
pr;m;l;0;90;350.0;4;746;;;0;0;0;1;D;216.0;43.16744;2.32256;0;;;1.0;;0;C;2014.0;2.0;0.0;;;;;;;;Convecteur;;a;n;m;2020-04;11085;0000;110850000;Z;11
pr;m;l;0;94;;4;670;;;0;0;1;0;D;194.0;43.12198;2.99049;0;2.0;;;True;0;E;;;;;False;;;;;Fioul;;;a;n;m;2020-03;11024;0000;110240000;Z;11
pr;a;l;2;38;;2;437;;;0;0;1;0;A;22;43.13326;2.9641;0;2.0;;2.0;False;0;A;;1.0;;;;;False;;;;;;a;n;a;2020-03;11024;0000;110240000;Z;11
pr;a;l;0;44;;2;420;;;0;1;0;1;0;;43.07146;2.20612;0;2.0;;;;0;;;;;;True;;False;;;Électrique;Convecteur;;a;n;a;2020-03;11206;0103;112060103;H;11
pr;m;l;0;98;;4;740;;;0;0;0;1;C;140.0;43.05734;2.21252;0;;;;;0;B;;;;;;;;;;;;Individuel;a;n;m;2020-03;11206;0103;112060103;H;11
pr;a;l;0;41;;2;420;;;0;0;0;1;0;;43.07146;2.20612;0;1.0;;;;0;;;;;;True;;False;;;Électrique;;Individuel;a;n;a;2020-03;11206;0103;112060103;H;11
pr;m;l;0;100;384.0;4;870;;;0;0;2;0;F;351.0;43.06788;2.21542;0;;;1.0;;0;A;1970.0;2.0;0.0;;;;;;;;;;a;n;m;2020-03;11206;0103;112060103;H;11
