type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;89320;;0;60;1340.0;4;105000;93100.0;11900.0;0;0;0;0;0;;48.16538;3.48362;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89411;0000;894110000;Z;89;;;;;;;1750.0
pr;mn;v;89290;;0;90;3000.0;5;186000;;;0;0;0;0;0;;47.72334;3.59997;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89155;0000;891550000;Z;89;;;;;;;2066.67
pr;mn;v;89150;;0;60;1100.0;4;129900;94900.0;35000.0;0;0;0;0;0;;48.2061;3.1583;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89450;0000;894500000;Z;89;;;;;;;2165.0
pr;mn;v;89140;;0;120;1000.0;4;197445;146445.0;51000.0;0;0;0;0;0;;48.34075;3.17216;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89124;0000;891240000;Z;89;;;;;;;1645.38
pr;mn;v;89140;;0;105;1000.0;4;202781;151781.0;51000.0;0;0;0;0;0;;48.34075;3.17216;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89124;0000;891240000;Z;89;;;;;;;1931.25
pr;mn;v;89140;;0;147;1000.0;5;225000;174000.0;51000.0;0;0;0;0;0;;48.34075;3.17216;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89124;0000;891240000;Z;89;;;;;;;1530.61
pr;mn;v;89140;;0;100;1000.0;3;189521;138521.0;51000.0;0;0;0;0;0;;48.34075;3.17216;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89124;0000;891240000;Z;89;;;;;;;1895.21
pr;mn;v;89150;;0;60;878.0;1;134124;94224.0;39900.0;0;0;0;0;0;;48.17628;3.14395;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89180;0000;891800000;Z;89;;;;;;;2235.4
pr;mn;v;89250;;0;80;733.0;4;169560;140560.0;29000.0;0;0;0;0;0;;47.90836;3.59596;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89382;0000;893820000;Z;89;;;;;;;2119.5
pr;mn;v;89250;;0;73;733.0;5;149900;120900.0;29000.0;0;0;0;0;0;;47.90836;3.59596;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89382;0000;893820000;Z;89;;;;;;;2053.42
pr;mn;v;89140;;0;60;565.0;4;131469;96169.0;35300.0;0;0;0;0;0;;48.35181;3.13625;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89480;0000;894800000;Z;89;7.78;1.0;0.043;7.78;1.0;0.043;2191.15
pr;mn;v;89140;;0;89;565.0;6;164465;129165.0;35300.0;0;0;0;0;0;;48.35181;3.13625;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89480;0000;894800000;Z;89;;;;;;;1847.92
pr;mn;v;89000;;0;160;;7;320000;;;0;0;0;0;0;;47.79661;3.58384;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89024;0107;890240107;H;89;;;;7.2250000000000005;2.0;0.043;2000.0
pr;mn;v;89000;;0;60;646.0;4;145680;93680.0;52000.0;0;0;0;0;0;;47.79661;3.58384;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89024;0107;890240107;H;89;8.24;1.0;0.041;8.81;7.0;0.044;2428.0
pr;mn;v;89000;;0;110;;5;249000;;;0;0;0;0;0;;47.79661;3.58384;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89024;0107;890240107;H;89;10.14;1.0;0.054;7.91;9.0;0.042;2263.64
pr;mn;v;89150;;0;105;557.0;5;174560;145060.0;29500.0;0;0;0;0;0;;48.16918;3.03167;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;89264;0000;892640000;Z;89;;;;;;;1662.48
